Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
10 2 -7.775941 0.0 -43.6389 7.18317 -11.4533 225.358 -1887.31 224.532 -1880.79 0.0 224.532 -1880.79 29.9103 -43.6389 -1669.9867 8.98747 8.98747
10 3 -7.775941 0.0 -43.6389 7.18317 -11.4533 225.358 -1887.31 224.532 -1880.79 0.0 224.532 -1880.79 29.9103 -43.6389 -1669.9867 8.98747 8.98747
10 4 -7.775941 0.0 -43.6389 7.18317 -11.4533 225.358 -1887.31 224.532 -1880.79 0.0 224.532 -1880.79 29.9103 -43.6389 -1669.9867 8.98747 8.98747
10 5 -7.702005 0.0 -42.3194 7.18673 -11.3627 225.358 -1887.31 224.522 -1881.51 0.0 224.522 -1881.51 29.6786 -42.3194 -1669.6288 9.461 9.461
10 6 -7.702005 0.0 -42.3194 7.18673 -11.3627 225.358 -1887.31 224.522 -1881.51 0.0 224.522 -1881.51 29.6786 -42.3194 -1669.6288 9.461 9.461
10 7 -7.702005 0.0 -42.3194 7.18673 -11.3627 225.358 -1887.31 224.522 -1881.51 0.0 224.522 -1881.51 29.6786 -42.3194 -1669.6288 9.461 9.461
11 0 -7.905336 0.0 -47.8347 7.21622 -11.3648 225.358 -1887.31 223.394 -1874.52 0.0 223.394 -1874.52 29.1297 -47.8347 -1669.8309 5.08302 5.08302
11 1 -7.906724 0.0 -47.865 7.21882 -11.3714 225.358 -1887.31 223.395 -1874.5 0.0 223.395 -1874.5 29.1537 -47.865 -1669.8163 5.08592 5.08592
11 2 -7.867932 0.0 -47.3437 7.1996 -11.3388 225.358 -1887.31 223.415 -1874.7 0.0 223.415 -1874.7 28.9387 -47.3437 -1669.69 5.20818 5.20818
11 3 -7.864 0.0 -47.3749 7.20149 -11.3495 225.358 -1887.31 223.431 -1874.62 0.0 223.431 -1874.62 28.9976 -47.3749 -1669.5663 5.25103 5.25103
11 4 -7.822788 0.0 -46.9757 7.19054 -11.3479 225.358 -1887.31 223.464 -1874.63 0.0 223.464 -1874.63 28.9478 -46.9757 -1669.194 5.55422 5.55422
11 5 -7.8242226 0.0 -47.844 7.20454 -11.3422 225.358 -1887.31 223.455 -1873.27 0.0 223.455 -1873.27 28.8018 -47.844 -1668.8573 5.61053 5.61053
11 6 -7.625908 0.0 -44.4352 7.15015 -11.2911 225.358 -1887.31 223.441 -1875.31 0.0 223.441 -1875.31 28.8528 -44.4352 -1667.4514 7.12406 7.12406
11 7 -7.301054 0.0 -36.141 7.19948 -11.1029 225.358 -1887.31 223.565 -1882.75 0.0 223.565 -1882.75 28.6714 -36.141 -1666.6545 8.30338 8.30338
12 0 -7.6175184 0.0 -37.3681 7.28607 -11.3511 225.358 -1887.31 223.98 -1886.78 0.0 223.98 -1886.78 30.402 -37.3681 -1669.7661 8.87031 8.87031
12 1 -7.5627427 0.0 -36.8612 7.27171 -11.3726 225.358 -1887.31 223.985 -1886.72 0.0 223.985 -1886.72 30.1196 -36.8612 -1669.4766 9.04631 9.04631
12 2 -7.3886495 0.0 -35.6037 7.21101 -11.3832 225.358 -1887.31 224.028 -1885.99 0.0 224.028 -1885.99 29.0915 -35.6037 -1668.4742 9.14302 9.14302
12 3 -7.348674 0.0 -35.2263 7.20862 -11.4351 225.358 -1887.31 223.869 -1885.73 0.0 223.869 -1885.73 29.2596 -35.2263 -1667.8276 8.83092 8.83092
12 4 -7.516172 0.0 -40.117 7.30242 -10.9987 225.358 -1887.31 223.833 -1880.27 0.0 223.833 -1880.27 28.7478 -40.117 -1667.8062 10.6238 10.6238
12 5 -7.3416677 0.0 -35.2137 7.20546 -11.4329 225.358 -1887.31 223.877 -1885.65 0.0 223.877 -1885.65 29.1932 -35.2137 -1667.7936 8.82675 8.82675
12 6 -7.386329 0.0 -38.3242 7.33059 -11.0913 225.358 -1887.31 223.808 -1880.93 0.0 223.808 -1880.93 29.9474 -38.3242 -1665.4989 11.8707 11.8707
12 7 -7.3262815 0.0 -36.0158 7.41904 -11.1085 225.358 -1887.31 223.292 -1882.6 0.0 223.292 -1882.6 30.4543 -36.0158 -1664.8695 12.8164 12.8164
12 8 -7.3072147 0.0 -37.2643 7.35299 -11.0499 225.358 -1887.31 223.86 -1881.28 0.0 223.86 -1881.28 30.0194 -37.2643 -1664.6649 12.9621 12.9621
13 0 -8.44172 0.0 -58.4907 7.40533 -11.5846 225.358 -1887.31 223.025 -1866.17 0.0 223.025 -1866.17 31.8757 -58.4907 -1669.76 3.56717 3.56717
13 1 -7.820395 0.0 -47.7995 7.34312 -11.4392 225.358 -1887.31 223.378 -1873.04 0.0 223.378 -1873.04 31.9712 -47.7995 -1665.4902 7.9887 7.9887
13 2 -7.561244 0.0 -43.5033 7.38331 -11.038 225.358 -1887.31 223.376 -1874.98 0.0 223.376 -1874.98 30.4837 -43.5033 -1664.6237 7.68389 7.68389
13 3 -7.4097376 0.0 -45.526 7.23064 -11.3697 225.358 -1887.31 222.318 -1868.31 0.0 222.318 -1868.31 29.3629 -45.526 -1662.1552 3.62308 3.62308
13 4 -7.2711363 0.0 -41.6923 7.37844 -10.9697 225.358 -1887.31 222.782 -1872.06 0.0 222.782 -1872.06 31.048 -41.6923 -1659.9224 9.08744 9.08744
13 5 -7.6618485 0.0 -44.7414 7.4592 -11.6323 225.358 -1887.31 222.938 -1874.51 0.0 222.938 -1874.51 37.3838 -44.7414 -1658.9296 14.6951 14.6951
14 0 -7.8057003 0.0 -41.306 7.23141 -11.4889 225.358 -1887.31 223.003 -1882.48 0.0 223.003 -1882.48 31.2003 -41.306 -1669.5826 6.1685 6.1685
14 1 -7.6546173 0.0 -39.5296 7.23542 -11.4663 225.358 -1887.31 223.127 -1882.92 0.0 223.127 -1882.92 30.5998 -39.5296 -1668.7229 7.68676 7.68676
14 2 -7.6884394 0.0 -40.4244 7.22641 -11.3786 225.358 -1887.31 222.858 -1881.6 0.0 222.858 -1881.6 30.5238 -40.4244 -1668.6426 6.39608 6.39608
14 3 -7.6371555 0.0 -39.5193 7.23205 -11.3884 225.358 -1887.31 222.779 -1882.04 0.0 222.779 -1882.04 30.2869 -39.5193 -1668.4934 6.23322 6.23322
15 0 -7.938629 0.0 -45.8727 7.23782 -11.341 225.358 -1887.31 223.873 -1878.78 0.0 223.873 -1878.78 31.2694 -45.8727 -1669.5103 8.39361 8.39361
15 1 -7.938629 0.0 -45.8727 7.23782 -11.341 225.358 -1887.31 223.873 -1878.78 0.0 223.873 -1878.78 31.2694 -45.8727 -1669.5103 8.39361 8.39361
15 2 -7.9302707 0.0 -45.6997 7.23665 -11.3506 225.358 -1887.31 223.975 -1879.08 0.0 223.975 -1879.08 31.3418 -45.6997 -1669.4629 8.48387 8.48387
15 3 -7.9302707 0.0 -45.6997 7.23665 -11.3506 225.358 -1887.31 223.975 -1879.08 0.0 223.975 -1879.08 31.3418 -45.6997 -1669.4629 8.48387 8.48387
15 4 -7.9302707 0.0 -45.6997 7.23665 -11.3506 225.358 -1887.31 223.975 -1879.08 0.0 223.975 -1879.08 31.3418 -45.6997 -1669.4629 8.48387 8.48387
15 5 -7.942315 0.0 -45.8022 7.24895 -11.3718 225.358 -1887.31 223.91 -1879.02 0.0 223.91 -1879.02 31.6537 -45.8022 -1669.2585 8.60934 8.60934
15 6 -7.942315 0.0 -45.8022 7.24895 -11.3718 225.358 -1887.31 223.91 -1879.02 0.0 223.91 -1879.02 31.6537 -45.8022 -1669.2585 8.60934 8.60934
15 7 -7.942315 0.0 -45.8022 7.24895 -11.3718 225.358 -1887.31 223.91 -1879.02 0.0 223.91 -1879.02 31.6537 -45.8022 -1669.2585 8.60934 8.60934
16 0 -8.136672 0.0 -52.4458 7.26314 -11.3572 225.358 -1887.31 222.875 -1870.29 0.0 222.875 -1870.29 30.84 -52.4458 -1669.0209 5.93135 5.93135
16 1 -8.076977 0.0 -51.3548 7.28085 -11.3199 225.358 -1887.31 222.735 -1870.72 0.0 222.735 -1870.72 30.5542 -51.3548 -1668.7856 5.36757 5.36757
16 2 -7.4027267 0.0 -37.2518 7.30195 -11.0553 225.358 -1887.31 222.421 -1880.72 0.0 222.421 -1880.72 29.0276 -37.2518 -1666.5232 7.76959 7.76959
16 3 -7.4027267 0.0 -37.2518 7.30195 -11.0553 225.358 -1887.31 222.421 -1880.72 0.0 222.421 -1880.72 29.0276 -37.2518 -1666.5232 7.76959 7.76959
16 4 -7.4027267 0.0 -37.2518 7.30195 -11.0553 225.358 -1887.31 222.421 -1880.72 0.0 222.421 -1880.72 29.0276 -37.2518 -1666.5232 7.76959 7.76959
16 5 -7.5107307 0.0 -39.5677 7.30085 -11.1041 225.358 -1887.31 222.631 -1879.28 0.0 222.631 -1879.28 30.0927 -39.5677 -1666.124 8.99304 8.99304
16 6 -7.5647826 0.0 -40.643 7.28454 -11.1803 225.358 -1887.31 222.707 -1878.72 0.0 222.707 -1878.72 31.0977 -40.643 -1665.5582 9.73351 9.73351
16 7 -7.5647826 0.0 -40.643 7.28454 -11.1803 225.358 -1887.31 222.707 -1878.72 0.0 222.707 -1878.72 31.0977 -40.643 -1665.5582 9.73351 9.73351
17 0 -8.013685 0.0 -50.6737 7.28888 -11.2695 225.358 -1887.31 223.844 -1872.39 0.0 223.844 -1872.39 30.3635 -50.6737 -1668.8562 7.82408 7.82408
