Compound_id_(PubChem/ChEMBL)	InterPro_Domain_id	TP	FN	FP	TN	Recall	Precision	Accuracy	F1-score	MCC
10002525	IPR017452	10	2	3	2	0.8333	0.7692	0.7059	0.8000	0.2506
10008573	IPR017452	5	3	2	11	0.6250	0.7143	0.7619	0.6667	0.4854
10017389	IPR000719	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR001245	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR015725	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR020635	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR028174	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR030611	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR034670	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR034672	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR034673	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR035014	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR035064	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR035588	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR035589	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10017389	IPR039192	163	5	46	4	0.9702	0.7799	0.7661	0.8647	0.1062
10018826	IPR017452	4	2	0	5	0.6667	1.0000	0.8182	0.8000	0.6901
10019984	IPR017452	14	7	1	12	0.6667	0.9333	0.7647	0.7778	0.5772
10020713	IPR000719	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR001245	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR015725	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR020635	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR028174	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR030611	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR034670	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR034672	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR034673	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR035014	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR035064	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR035588	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR035589	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10020713	IPR039192	158	3	46	1	0.9814	0.7745	0.7644	0.8658	0.0080
10021946	IPR017452	12	10	1	12	0.5455	0.9231	0.6857	0.6857	0.4685
10023383	IPR000719	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR001245	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR015725	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR020635	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR028174	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR030611	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR034670	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR034672	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR034673	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR035014	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR035064	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR035588	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR035589	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10023383	IPR039192	164	3	47	1	0.9820	0.7773	0.7674	0.8677	0.0088
10029363	IPR000719	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR001245	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR020635	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR028174	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR030611	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR033702	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR034670	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR034672	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR034673	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR035014	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR035588	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR035589	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10029363	IPR039192	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR000719	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR001245	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR020635	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR028174	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR030611	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR033702	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR034670	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR034672	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR034673	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR035014	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR035588	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR035589	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10053560	IPR039192	179	29	5	11	0.8606	0.9728	0.8482	0.9133	0.3685
10065083	IPR017452	12	7	0	6	0.6316	1.0000	0.7200	0.7742	0.5399
10070428	IPR017452	3	3	0	5	0.5000	1.0000	0.7273	0.6667	0.5590
10074640	IPR000719	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR001245	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR020635	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR028174	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR030611	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR033702	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR034670	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR034672	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR034673	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR035014	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR035588	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR035589	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10074640	IPR039192	181	30	5	11	0.8578	0.9731	0.8458	0.9118	0.3628
10075397	IPR017452	10	2	4	1	0.8333	0.7143	0.6471	0.7692	0.0398
10088259	IPR017452	10	10	0	8	0.5000	1.0000	0.6429	0.6667	0.4714
10089226	IPR017452	18	16	2	4	0.5294	0.9000	0.5500	0.6667	0.1400
10108984	IPR000719	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR001245	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR015725	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR020635	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR028174	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR030611	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR034670	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR034672	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR034673	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR035014	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR035064	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR035588	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR035589	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10108984	IPR039192	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
1011349	IPR017452	3	3	3	12	0.5000	0.5000	0.7143	0.5000	0.3000
10125797	IPR017452	26	10	5	5	0.7222	0.8387	0.6739	0.7761	0.1955
10145	IPR017452	28	28	0	28	0.5000	1.0000	0.6667	0.6667	0.5000
10150465	IPR017452	19	8	0	6	0.7037	1.0000	0.7576	0.8261	0.5492
10153639	IPR000719	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR001245	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR015725	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR020635	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR028174	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR030611	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR034670	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR034672	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR034673	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR035014	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR035064	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR035588	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR035589	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10153639	IPR039192	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10160073	IPR017452	5	3	2	3	0.6250	0.7143	0.6154	0.6667	0.2196
10179864	IPR000719	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR001245	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR015725	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR020635	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR028174	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR030611	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR034670	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR034672	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR034673	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR035014	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR035064	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR035588	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR035589	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10179864	IPR039192	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10181075	IPR000719	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR001245	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR020635	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR028174	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR030611	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR033702	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR034670	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR034672	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR034673	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR035014	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR035588	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR035589	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10181075	IPR039192	180	29	7	11	0.8612	0.9626	0.8414	0.9091	0.3350
10197227	IPR000719	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR001245	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR015725	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR020635	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR028174	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR030611	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR034670	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR034672	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR034673	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR035014	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR035064	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR035588	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR035589	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10197227	IPR039192	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR000719	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR001245	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR015725	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR020635	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR028174	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR030611	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR034670	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR034672	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR034673	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR035014	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR035064	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR035588	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR035589	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10219058	IPR039192	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10234467	IPR017452	6	6	1	6	0.5000	0.8571	0.6316	0.6316	0.3571
10240476	IPR000719	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR001245	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR015725	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR020635	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR028174	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR030611	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR034670	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR034672	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR034673	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR035014	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR035064	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR035588	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR035589	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10240476	IPR039192	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10246001	IPR000719	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR001245	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR015725	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR020635	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR028174	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR030611	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR033702	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR034670	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR034672	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR034673	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR035014	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR035064	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR035588	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR035589	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246001	IPR039192	263	34	28	24	0.8855	0.9038	0.8223	0.8946	0.3320
10246180	IPR017452	21	16	2	27	0.5676	0.9130	0.7273	0.7000	0.5193
10250895	IPR017452	12	4	2	13	0.7500	0.8571	0.8065	0.8000	0.6193
10254700	IPR017452	14	12	0	10	0.5385	1.0000	0.6667	0.7000	0.4947
10256643	IPR017452	10	10	1	8	0.5000	0.9091	0.6207	0.6452	0.3708
1026093	IPR001148	4	4	0	9	0.5000	1.0000	0.7647	0.6667	0.5883
10269200	IPR000719	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR001245	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR015725	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR020635	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR028174	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR030611	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR034670	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR034672	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR034673	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR035014	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR035064	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR035588	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR035589	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269200	IPR039192	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10269825	IPR000719	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR001245	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR015725	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR020635	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR028174	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR030611	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR033702	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR034670	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR034672	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR034673	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR035014	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR035064	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR035588	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR035589	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10269825	IPR039192	250	23	27	16	0.9158	0.9025	0.8418	0.9091	0.3001
10273543	IPR017452	7	6	1	6	0.5385	0.8750	0.6500	0.6667	0.3852
10290342	IPR000719	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR001245	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR015725	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR020635	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR028174	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR030611	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR034670	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR034672	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR034673	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR035014	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR035064	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR035588	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR035589	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290342	IPR039192	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR000719	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR001245	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR015725	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR020635	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR028174	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR030611	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR034670	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR034672	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR034673	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR035014	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR035064	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR035588	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR035589	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290419	IPR039192	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR000719	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR001245	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR015725	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR020635	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR028174	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR030611	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR034670	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR034672	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR034673	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR035014	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR035064	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR035588	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR035589	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10290496	IPR039192	170	14	41	7	0.9239	0.8057	0.7629	0.8608	0.0985
10293093	IPR000719	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR001245	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR015725	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR020635	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR028174	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR030611	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR034670	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR034672	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR034673	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR035014	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR035064	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR035588	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR035589	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10293093	IPR039192	160	4	48	3	0.9756	0.7692	0.7581	0.8602	0.0825
10317514	IPR017452	12	5	3	13	0.7059	0.8000	0.7576	0.7500	0.5203
10346511	IPR017452	11	2	0	9	0.8462	1.0000	0.9091	0.9167	0.8321
10361495	IPR017452	13	5	1	12	0.7222	0.9286	0.8065	0.8125	0.6399
10362099	IPR017452	8	8	2	6	0.5000	0.8000	0.5833	0.6154	0.2390
10368871	IPR017452	6	6	0	6	0.5000	1.0000	0.6667	0.6667	0.5000
10382581	IPR017452	10	10	0	8	0.5000	1.0000	0.6429	0.6667	0.4714
10383375	IPR000536	13	2	0	5	0.8667	1.0000	0.9000	0.9286	0.7868
10383375	IPR001628	13	2	0	5	0.8667	1.0000	0.9000	0.9286	0.7868
10385283	IPR001148	8	5	1	12	0.6154	0.8889	0.7692	0.7273	0.5659
10403711	IPR017452	19	17	1	5	0.5278	0.9500	0.5714	0.6786	0.2530
10405716	IPR017452	13	5	1	12	0.7222	0.9286	0.8065	0.8125	0.6399
10406796	IPR017452	12	1	0	5	0.9231	1.0000	0.9444	0.9600	0.8771
10421982	IPR017452	4	1	0	7	0.8000	1.0000	0.9167	0.8889	0.8367
10427207	IPR017452	13	5	1	12	0.7222	0.9286	0.8065	0.8125	0.6399
10437668	IPR017452	8	3	0	5	0.7273	1.0000	0.8125	0.8421	0.6742
10461815	IPR000719	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR001245	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR015725	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR020635	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR028174	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR034671	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR034672	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR035056	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
10461815	IPR035063	152	5	0	6	0.9682	1.0000	0.9693	0.9838	0.7267
