Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
12 3 -6.9007154 0.0 -42.7348 10.8041 -36.5454 225.358 -1887.31 225.165 -1888.36 0.0 225.165 -1888.36 81.7189 -42.7348 -1624.2108 56.9615 56.9615
12 4 -6.7453327 0.0 -39.2332 10.8238 -36.2323 225.358 -1887.31 225.262 -1891.04 0.0 225.262 -1891.04 81.4156 -39.2332 -1623.5957 57.2779 57.2779
12 5 -6.7453327 0.0 -39.2332 10.8238 -36.2323 225.358 -1887.31 225.262 -1891.04 0.0 225.262 -1891.04 81.4156 -39.2332 -1623.5957 57.2779 57.2779
12 6 -6.7410483 0.0 -39.3305 10.8258 -36.2738 225.358 -1887.31 225.218 -1890.79 0.0 225.218 -1890.79 81.4251 -39.3305 -1623.4774 57.2262 57.2262
12 7 -6.763423 0.0 -40.1375 10.8254 -36.2828 225.358 -1887.31 225.09 -1889.72 0.0 225.09 -1889.72 81.5035 -40.1375 -1623.264 57.1175 57.1175
13 0 -7.7920213 0.0 -59.5318 10.8347 -36.7818 225.358 -1887.31 223.626 -1874.77 0.0 223.626 -1874.77 86.3741 -59.5318 -1624.3018 51.4762 51.4762
13 1 -7.7920213 0.0 -59.5318 10.8347 -36.7818 225.358 -1887.31 223.626 -1874.77 0.0 223.626 -1874.77 86.3741 -59.5318 -1624.3018 51.4762 51.4762
13 2 -7.6922336 0.0 -58.588 10.8304 -36.7387 225.358 -1887.31 223.683 -1874.65 0.0 223.683 -1874.65 85.6553 -58.588 -1623.8998 51.1407 51.1407
13 3 -7.6230617 0.0 -58.0234 10.8285 -36.6808 225.358 -1887.31 223.704 -1874.37 0.0 223.704 -1874.37 85.239 -58.0234 -1623.4504 51.1758 51.1758
14 0 -7.809062 0.0 -69.8341 10.8465 -35.7549 225.358 -1887.31 226.15 -1861.98 0.0 226.15 -1861.98 81.8319 -69.8341 -1623.8322 57.689 57.689
14 1 -7.8110065 0.0 -69.7125 10.8523 -35.6899 225.358 -1887.31 226.198 -1862.2 0.0 226.198 -1862.2 81.9335 -69.7125 -1623.781 57.8632 57.8632
14 2 -7.8110065 0.0 -69.7125 10.8523 -35.6899 225.358 -1887.31 226.198 -1862.2 0.0 226.198 -1862.2 81.9335 -69.7125 -1623.781 57.8632 57.8632
14 3 -7.8110065 0.0 -69.7125 10.8523 -35.6899 225.358 -1887.31 226.198 -1862.2 0.0 226.198 -1862.2 81.9335 -69.7125 -1623.781 57.8632 57.8632
14 4 -7.8189225 0.0 -70.0283 10.8553 -35.6521 225.358 -1887.31 226.16 -1861.74 0.0 226.16 -1861.74 81.9224 -70.0283 -1623.6859 57.7927 57.7927
14 5 -7.8189225 0.0 -70.0283 10.8553 -35.6521 225.358 -1887.31 226.16 -1861.74 0.0 226.16 -1861.74 81.9224 -70.0283 -1623.6859 57.7927 57.7927
14 6 -7.8189225 0.0 -70.0283 10.8553 -35.6521 225.358 -1887.31 226.16 -1861.74 0.0 226.16 -1861.74 81.9224 -70.0283 -1623.6859 57.7927 57.7927
14 7 -7.8189225 0.0 -70.0283 10.8553 -35.6521 225.358 -1887.31 226.16 -1861.74 0.0 226.16 -1861.74 81.9224 -70.0283 -1623.6859 57.7927 57.7927
15 0 -7.0351515 0.0 -46.3852 10.7783 -36.73 225.358 -1887.31 223.898 -1883.18 0.0 223.898 -1883.18 82.2329 -46.3852 -1623.4344 51.9653 51.9653
15 1 -6.958244 0.0 -45.2229 10.7946 -36.6611 225.358 -1887.31 224.14 -1884.0 0.0 224.14 -1884.0 81.927 -45.2229 -1623.1559 53.6392 53.6392
15 2 -6.7356167 0.0 -38.7087 10.9186 -37.3255 225.358 -1887.31 224.907 -1892.09 0.0 224.907 -1892.09 83.7928 -38.7087 -1622.0989 57.97 57.97
15 3 -6.64923 0.0 -36.5837 10.9154 -37.3138 225.358 -1887.31 225.084 -1894.23 0.0 225.084 -1894.23 83.6687 -36.5837 -1622.061 58.2798 58.2798
15 4 -6.88125 0.0 -44.6404 10.7917 -36.6303 225.358 -1887.31 223.735 -1882.99 0.0 223.735 -1882.99 82.3231 -44.6404 -1621.5723 51.8577 51.8577
16 0 -5.770792 0.0 -7.37972 10.8735 -36.0089 225.358 -1887.31 224.988 -1923.63 0.0 224.988 -1923.63 83.4213 -7.37972 -1622.6003 60.302 60.302
16 1 -5.770792 0.0 -7.37972 10.8735 -36.0089 225.358 -1887.31 224.988 -1923.63 0.0 224.988 -1923.63 83.4213 -7.37972 -1622.6003 60.302 60.302
16 2 -5.721298 0.0 -8.32705 10.8704 -35.268 225.358 -1887.31 224.774 -1920.29 0.0 224.774 -1920.29 82.0439 -8.32705 -1621.7992 58.4149 58.4149
16 3 -5.721298 0.0 -8.32705 10.8704 -35.268 225.358 -1887.31 224.774 -1920.29 0.0 224.774 -1920.29 82.0439 -8.32705 -1621.7992 58.4149 58.4149
16 4 -5.721298 0.0 -8.32705 10.8704 -35.268 225.358 -1887.31 224.774 -1920.29 0.0 224.774 -1920.29 82.0439 -8.32705 -1621.7992 58.4149 58.4149
16 5 -5.54296 0.0 -5.22254 10.8687 -35.2475 225.358 -1887.31 224.776 -1922.16 0.0 224.776 -1922.16 81.8793 -5.22254 -1620.7273 58.8395 58.8395
16 6 -5.54296 0.0 -5.22254 10.8687 -35.2475 225.358 -1887.31 224.776 -1922.16 0.0 224.776 -1922.16 81.8793 -5.22254 -1620.7273 58.8395 58.8395
