KEGG_GeneID	UniProtID	KEGG_PathwayID	KEGG_PathwayName
hsa:10327	P14550	hsa00010	Glycolysis / Gluconeogenesis
hsa:10327	V9HWI0	hsa00010	Glycolysis / Gluconeogenesis
hsa:124	P07327	hsa00010	Glycolysis / Gluconeogenesis
hsa:125	P00325	hsa00010	Glycolysis / Gluconeogenesis
hsa:125	V9HW50	hsa00010	Glycolysis / Gluconeogenesis
hsa:126	P00326	hsa00010	Glycolysis / Gluconeogenesis
hsa:127	P08319	hsa00010	Glycolysis / Gluconeogenesis
hsa:127	V9HVX7	hsa00010	Glycolysis / Gluconeogenesis
hsa:128	P11766	hsa00010	Glycolysis / Gluconeogenesis
hsa:128	Q6IRT1	hsa00010	Glycolysis / Gluconeogenesis
hsa:130	P28332	hsa00010	Glycolysis / Gluconeogenesis
hsa:130	Q8IUN7	hsa00010	Glycolysis / Gluconeogenesis
hsa:130589	Q96C23	hsa00010	Glycolysis / Gluconeogenesis
hsa:130589	A0A384MDW6	hsa00010	Glycolysis / Gluconeogenesis
hsa:131	P40394	hsa00010	Glycolysis / Gluconeogenesis
hsa:160287	Q6ZMR3	hsa00010	Glycolysis / Gluconeogenesis
hsa:1737	P10515	hsa00010	Glycolysis / Gluconeogenesis
hsa:1737	Q86YI5	hsa00010	Glycolysis / Gluconeogenesis
hsa:1738	P09622	hsa00010	Glycolysis / Gluconeogenesis
hsa:1738	A0A024R713	hsa00010	Glycolysis / Gluconeogenesis
hsa:2023	P06733	hsa00010	Glycolysis / Gluconeogenesis
hsa:2023	A0A024R4F1	hsa00010	Glycolysis / Gluconeogenesis
hsa:2026	P09104	hsa00010	Glycolysis / Gluconeogenesis
hsa:2026	Q6FHV6	hsa00010	Glycolysis / Gluconeogenesis
hsa:2027	P13929	hsa00010	Glycolysis / Gluconeogenesis
hsa:217	P05091	hsa00010	Glycolysis / Gluconeogenesis
hsa:217	A0A384NPN7	hsa00010	Glycolysis / Gluconeogenesis
hsa:218	P30838	hsa00010	Glycolysis / Gluconeogenesis
hsa:218	Q6PKA6	hsa00010	Glycolysis / Gluconeogenesis
hsa:219	P30837	hsa00010	Glycolysis / Gluconeogenesis
hsa:219	A0A384MTJ7	hsa00010	Glycolysis / Gluconeogenesis
hsa:220	P47895	hsa00010	Glycolysis / Gluconeogenesis
hsa:220	A0A024RC95	hsa00010	Glycolysis / Gluconeogenesis
hsa:2203	P09467	hsa00010	Glycolysis / Gluconeogenesis
hsa:221	P43353	hsa00010	Glycolysis / Gluconeogenesis
hsa:221	A0A024R5D8	hsa00010	Glycolysis / Gluconeogenesis
hsa:223	P49189	hsa00010	Glycolysis / Gluconeogenesis
hsa:224	P51648	hsa00010	Glycolysis / Gluconeogenesis
hsa:226	P04075	hsa00010	Glycolysis / Gluconeogenesis
hsa:226	V9HWN7	hsa00010	Glycolysis / Gluconeogenesis
hsa:229	P05062	hsa00010	Glycolysis / Gluconeogenesis
hsa:229	A0A024R145	hsa00010	Glycolysis / Gluconeogenesis
hsa:230	P09972	hsa00010	Glycolysis / Gluconeogenesis
hsa:230	A0A024QZ64	hsa00010	Glycolysis / Gluconeogenesis
hsa:2538	P35575	hsa00010	Glycolysis / Gluconeogenesis
hsa:2597	P04406	hsa00010	Glycolysis / Gluconeogenesis
hsa:2597	V9HVZ4	hsa00010	Glycolysis / Gluconeogenesis
hsa:26330	O14556	hsa00010	Glycolysis / Gluconeogenesis
hsa:26330	A0A0K0K1K1	hsa00010	Glycolysis / Gluconeogenesis
hsa:2645	P35557	hsa00010	Glycolysis / Gluconeogenesis
hsa:2645	Q53Y25	hsa00010	Glycolysis / Gluconeogenesis
hsa:2821	P06744	hsa00010	Glycolysis / Gluconeogenesis
hsa:3098	P19367	hsa00010	Glycolysis / Gluconeogenesis
hsa:3098	B3KXY9	hsa00010	Glycolysis / Gluconeogenesis
hsa:3098	Q59FD4	hsa00010	Glycolysis / Gluconeogenesis
hsa:3098	A8K7J7	hsa00010	Glycolysis / Gluconeogenesis
hsa:3099	P52789	hsa00010	Glycolysis / Gluconeogenesis
hsa:3101	P52790	hsa00010	Glycolysis / Gluconeogenesis
hsa:3101	A0A024R7R1	hsa00010	Glycolysis / Gluconeogenesis
hsa:387712	A6NNW6	hsa00010	Glycolysis / Gluconeogenesis
hsa:3939	P00338	hsa00010	Glycolysis / Gluconeogenesis
hsa:3939	V9HWB9	hsa00010	Glycolysis / Gluconeogenesis
hsa:3945	P07195	hsa00010	Glycolysis / Gluconeogenesis
hsa:3945	Q5U077	hsa00010	Glycolysis / Gluconeogenesis
hsa:3948	P07864	hsa00010	Glycolysis / Gluconeogenesis
hsa:3948	A0A140VKA7	hsa00010	Glycolysis / Gluconeogenesis
hsa:441531	Q8N0Y7	hsa00010	Glycolysis / Gluconeogenesis
hsa:501	P49419	hsa00010	Glycolysis / Gluconeogenesis
hsa:5105	P35558	hsa00010	Glycolysis / Gluconeogenesis
hsa:5106	Q16822	hsa00010	Glycolysis / Gluconeogenesis
hsa:5106	A0A384MTT2	hsa00010	Glycolysis / Gluconeogenesis
hsa:5160	P08559	hsa00010	Glycolysis / Gluconeogenesis
hsa:5160	A0A024RBX9	hsa00010	Glycolysis / Gluconeogenesis
hsa:5161	P29803	hsa00010	Glycolysis / Gluconeogenesis
hsa:5162	P11177	hsa00010	Glycolysis / Gluconeogenesis
hsa:5162	A0A384MDR8	hsa00010	Glycolysis / Gluconeogenesis
hsa:5211	P17858	hsa00010	Glycolysis / Gluconeogenesis
hsa:5211	Q7L2M7	hsa00010	Glycolysis / Gluconeogenesis
hsa:5213	P08237	hsa00010	Glycolysis / Gluconeogenesis
hsa:5213	A0A024R0Y5	hsa00010	Glycolysis / Gluconeogenesis
hsa:5214	Q01813	hsa00010	Glycolysis / Gluconeogenesis
hsa:5223	P18669	hsa00010	Glycolysis / Gluconeogenesis
hsa:5223	Q6FHU2	hsa00010	Glycolysis / Gluconeogenesis
hsa:5224	P15259	hsa00010	Glycolysis / Gluconeogenesis
hsa:5230	P00558	hsa00010	Glycolysis / Gluconeogenesis
hsa:5230	V9HWF4	hsa00010	Glycolysis / Gluconeogenesis
hsa:5232	P07205	hsa00010	Glycolysis / Gluconeogenesis
hsa:5232	A0A140VJR3	hsa00010	Glycolysis / Gluconeogenesis
hsa:5236	P36871	hsa00010	Glycolysis / Gluconeogenesis
hsa:5313	P30613	hsa00010	Glycolysis / Gluconeogenesis
hsa:5315	P14618	hsa00010	Glycolysis / Gluconeogenesis
hsa:5315	V9HWB8	hsa00010	Glycolysis / Gluconeogenesis
hsa:55276	Q96G03	hsa00010	Glycolysis / Gluconeogenesis
hsa:55902	Q9NR19	hsa00010	Glycolysis / Gluconeogenesis
hsa:55902	Q6DKJ3	hsa00010	Glycolysis / Gluconeogenesis
hsa:57818	Q9NQR9	hsa00010	Glycolysis / Gluconeogenesis
hsa:669	P07738	hsa00010	Glycolysis / Gluconeogenesis
hsa:669	A0A024R782	hsa00010	Glycolysis / Gluconeogenesis
hsa:7167	P60174	hsa00010	Glycolysis / Gluconeogenesis
hsa:80201	Q2TB90	hsa00010	Glycolysis / Gluconeogenesis
hsa:80201	B3KT70	hsa00010	Glycolysis / Gluconeogenesis
hsa:83440	Q9BRR6	hsa00010	Glycolysis / Gluconeogenesis
hsa:84532	Q9NUB1	hsa00010	Glycolysis / Gluconeogenesis
hsa:8789	O00757	hsa00010	Glycolysis / Gluconeogenesis
hsa:92483	Q9BYZ2	hsa00010	Glycolysis / Gluconeogenesis
hsa:92483	A0A140VJM9	hsa00010	Glycolysis / Gluconeogenesis
hsa:92579	Q9BUM1	hsa00010	Glycolysis / Gluconeogenesis
hsa:9562	Q9UNW1	hsa00010	Glycolysis / Gluconeogenesis
hsa:10327	P14550	hsa00040	Pentose and glucuronate interconversions
hsa:10327	V9HWI0	hsa00040	Pentose and glucuronate interconversions
hsa:6120	Q96AT9	hsa00040	Pentose and glucuronate interconversions
hsa:729020	Q2QD12	hsa00040	Pentose and glucuronate interconversions
hsa:10720	O75310	hsa00040	Pentose and glucuronate interconversions
hsa:10941	Q9Y4X1	hsa00040	Pentose and glucuronate interconversions
hsa:231	P15121	hsa00040	Pentose and glucuronate interconversions
hsa:231	A0A024R7A8	hsa00040	Pentose and glucuronate interconversions
hsa:27294	Q9UQ10	hsa00040	Pentose and glucuronate interconversions
hsa:2990	P08236	hsa00040	Pentose and glucuronate interconversions
hsa:51084	Q9Y2S2	hsa00040	Pentose and glucuronate interconversions
hsa:51084	V9HWG2	hsa00040	Pentose and glucuronate interconversions
hsa:51181	Q7Z4W1	hsa00040	Pentose and glucuronate interconversions
hsa:51181	A0A384NY14	hsa00040	Pentose and glucuronate interconversions
hsa:54490	Q9BY64	hsa00040	Pentose and glucuronate interconversions
hsa:54575	Q9HAW8	hsa00040	Pentose and glucuronate interconversions
hsa:54575	Q5DT02	hsa00040	Pentose and glucuronate interconversions
hsa:54576	Q9HAW9	hsa00040	Pentose and glucuronate interconversions
hsa:54576	Q5DSZ6	hsa00040	Pentose and glucuronate interconversions
hsa:54577	Q9HAW7	hsa00040	Pentose and glucuronate interconversions
hsa:54577	Q5DSZ7	hsa00040	Pentose and glucuronate interconversions
hsa:54578	P19224	hsa00040	Pentose and glucuronate interconversions
hsa:54578	Q5DSZ8	hsa00040	Pentose and glucuronate interconversions
hsa:54579	P35504	hsa00040	Pentose and glucuronate interconversions
hsa:54579	Q5DSZ9	hsa00040	Pentose and glucuronate interconversions
hsa:54600	O60656	hsa00040	Pentose and glucuronate interconversions
hsa:54600	Q5DSZ5	hsa00040	Pentose and glucuronate interconversions
hsa:54657	P22310	hsa00040	Pentose and glucuronate interconversions
hsa:54658	P22309	hsa00040	Pentose and glucuronate interconversions
hsa:54658	Q5DT03	hsa00040	Pentose and glucuronate interconversions
hsa:54659	P35503	hsa00040	Pentose and glucuronate interconversions
hsa:54659	Q5DT01	hsa00040	Pentose and glucuronate interconversions
hsa:57016	O60218	hsa00040	Pentose and glucuronate interconversions
hsa:574537	Q9Y4X1	hsa00040	Pentose and glucuronate interconversions
hsa:6652	Q00796	hsa00040	Pentose and glucuronate interconversions
hsa:729920	A4D126	hsa00040	Pentose and glucuronate interconversions
hsa:7358	O60701	hsa00040	Pentose and glucuronate interconversions
hsa:7360	Q16851	hsa00040	Pentose and glucuronate interconversions
hsa:7363	P06133	hsa00040	Pentose and glucuronate interconversions
hsa:7364	P16662	hsa00040	Pentose and glucuronate interconversions
hsa:7365	P36537	hsa00040	Pentose and glucuronate interconversions
hsa:7366	P54855	hsa00040	Pentose and glucuronate interconversions
hsa:7367	O75795	hsa00040	Pentose and glucuronate interconversions
hsa:79799	Q6UWM9	hsa00040	Pentose and glucuronate interconversions
hsa:9365	Q9UEF7	hsa00040	Pentose and glucuronate interconversions
hsa:9942	O75191	hsa00040	Pentose and glucuronate interconversions
hsa:10327	P14550	hsa00561	Glycerolipid metabolism
hsa:10327	V9HWI0	hsa00561	Glycerolipid metabolism
hsa:217	P05091	hsa00561	Glycerolipid metabolism
hsa:217	A0A384NPN7	hsa00561	Glycerolipid metabolism
hsa:219	P30837	hsa00561	Glycerolipid metabolism
hsa:219	A0A384MTJ7	hsa00561	Glycerolipid metabolism
hsa:223	P49189	hsa00561	Glycerolipid metabolism
hsa:224	P51648	hsa00561	Glycerolipid metabolism
hsa:501	P49419	hsa00561	Glycerolipid metabolism
hsa:132158	Q8IVS8	hsa00561	Glycerolipid metabolism
hsa:132158	A1LQE8	hsa00561	Glycerolipid metabolism
hsa:231	P15121	hsa00561	Glycerolipid metabolism
hsa:231	A0A024R7A8	hsa00561	Glycerolipid metabolism
hsa:57016	O60218	hsa00561	Glycerolipid metabolism
hsa:26007	Q3LXA3	hsa00561	Glycerolipid metabolism
hsa:26007	A0A140VJH7	hsa00561	Glycerolipid metabolism
hsa:2717	P06280	hsa00561	Glycerolipid metabolism
hsa:2717	Q53Y83	hsa00561	Glycerolipid metabolism
hsa:1056	X6R868	hsa00561	Glycerolipid metabolism
hsa:1056	O75612	hsa00561	Glycerolipid metabolism
hsa:1056	Q86SR3	hsa00561	Glycerolipid metabolism
hsa:1056	B4DSX9	hsa00561	Glycerolipid metabolism
hsa:10554	Q99943	hsa00561	Glycerolipid metabolism
hsa:10554	A0A024RCV5	hsa00561	Glycerolipid metabolism
hsa:10555	O15120	hsa00561	Glycerolipid metabolism
hsa:10555	A0A024R8I7	hsa00561	Glycerolipid metabolism
hsa:11343	Q99685	hsa00561	Glycerolipid metabolism
hsa:116255	Q96PD6	hsa00561	Glycerolipid metabolism
hsa:119548	Q17RR3	hsa00561	Glycerolipid metabolism
hsa:129642	Q6ZWT7	hsa00561	Glycerolipid metabolism
hsa:137964	Q86UL3	hsa00561	Glycerolipid metabolism
hsa:139189	Q5KSL6	hsa00561	Glycerolipid metabolism
hsa:150763	Q6NUI2	hsa00561	Glycerolipid metabolism
hsa:154141	Q6ZNC8	hsa00561	Glycerolipid metabolism
hsa:1606	P23743	hsa00561	Glycerolipid metabolism
hsa:1606	A0A024RB23	hsa00561	Glycerolipid metabolism
hsa:1607	Q9Y6T7	hsa00561	Glycerolipid metabolism
hsa:1608	P49619	hsa00561	Glycerolipid metabolism
hsa:160851	Q86XP1	hsa00561	Glycerolipid metabolism
hsa:1609	P52824	hsa00561	Glycerolipid metabolism
hsa:1609	Q59FF7	hsa00561	Glycerolipid metabolism
hsa:1609	A0A140VKC1	hsa00561	Glycerolipid metabolism
hsa:196051	Q5VZY2	hsa00561	Glycerolipid metabolism
hsa:23175	Q14693	hsa00561	Glycerolipid metabolism
hsa:253558	Q6UWP7	hsa00561	Glycerolipid metabolism
hsa:2710	P32189	hsa00561	Glycerolipid metabolism
hsa:2710	B4DH54	hsa00561	Glycerolipid metabolism
hsa:2712	Q14410	hsa00561	Glycerolipid metabolism
hsa:2712	A0A140VKG0	hsa00561	Glycerolipid metabolism
hsa:346606	Q86VF5	hsa00561	Glycerolipid metabolism
hsa:3990	P11150	hsa00561	Glycerolipid metabolism
hsa:3990	A6H8L5	hsa00561	Glycerolipid metabolism
hsa:4023	P06858	hsa00561	Glycerolipid metabolism
hsa:4023	A0A1B1RVA9	hsa00561	Glycerolipid metabolism
hsa:5406	P16233	hsa00561	Glycerolipid metabolism
hsa:5407	P54315	hsa00561	Glycerolipid metabolism
hsa:5408	P54317	hsa00561	Glycerolipid metabolism
hsa:55326	Q9NUQ2	hsa00561	Glycerolipid metabolism
hsa:55326	A0A024R640	hsa00561	Glycerolipid metabolism
hsa:55750	Q53H12	hsa00561	Glycerolipid metabolism
hsa:55750	A4D1U5	hsa00561	Glycerolipid metabolism
hsa:56894	Q9NRZ7	hsa00561	Glycerolipid metabolism
hsa:56895	Q9NRZ5	hsa00561	Glycerolipid metabolism
hsa:57104	Q96AD5	hsa00561	Glycerolipid metabolism
hsa:57678	Q9HCL2	hsa00561	Glycerolipid metabolism
hsa:57678	Q8N1G6	hsa00561	Glycerolipid metabolism
hsa:57678	Q86T70	hsa00561	Glycerolipid metabolism
hsa:64900	Q9BQK8	hsa00561	Glycerolipid metabolism
hsa:80168	Q3SYC2	hsa00561	Glycerolipid metabolism
hsa:80339	Q9NST1	hsa00561	Glycerolipid metabolism
hsa:84513	Q8NEB5	hsa00561	Glycerolipid metabolism
hsa:84513	A0A140VK38	hsa00561	Glycerolipid metabolism
hsa:84649	Q96PD7	hsa00561	Glycerolipid metabolism
hsa:84803	Q53EU6	hsa00561	Glycerolipid metabolism
hsa:84803	A0A024RDG5	hsa00561	Glycerolipid metabolism
hsa:8513	P07098	hsa00561	Glycerolipid metabolism
hsa:8525	Q13574	hsa00561	Glycerolipid metabolism
hsa:8526	P52429	hsa00561	Glycerolipid metabolism
hsa:8526	A1L4Q0	hsa00561	Glycerolipid metabolism
hsa:8527	Q16760	hsa00561	Glycerolipid metabolism
hsa:8611	O14494	hsa00561	Glycerolipid metabolism
hsa:8611	A0A024QZS3	hsa00561	Glycerolipid metabolism
hsa:8612	O43688	hsa00561	Glycerolipid metabolism
hsa:8613	O14495	hsa00561	Glycerolipid metabolism
hsa:8694	O75907	hsa00561	Glycerolipid metabolism
hsa:9162	O75912	hsa00561	Glycerolipid metabolism
hsa:9388	Q9Y5X9	hsa00561	Glycerolipid metabolism
hsa:9388	A0A024R2B5	hsa00561	Glycerolipid metabolism
hsa:9663	Q92539	hsa00561	Glycerolipid metabolism
hsa:10327	P14550	hsa01100	Metabolic pathways
hsa:10327	V9HWI0	hsa01100	Metabolic pathways
hsa:124	P07327	hsa01100	Metabolic pathways
hsa:125	P00325	hsa01100	Metabolic pathways
hsa:125	V9HW50	hsa01100	Metabolic pathways
hsa:126	P00326	hsa01100	Metabolic pathways
hsa:127	P08319	hsa01100	Metabolic pathways
hsa:127	V9HVX7	hsa01100	Metabolic pathways
hsa:128	P11766	hsa01100	Metabolic pathways
hsa:128	Q6IRT1	hsa01100	Metabolic pathways
hsa:130	P28332	hsa01100	Metabolic pathways
hsa:130	Q8IUN7	hsa01100	Metabolic pathways
hsa:130589	Q96C23	hsa01100	Metabolic pathways
hsa:130589	A0A384MDW6	hsa01100	Metabolic pathways
hsa:131	P40394	hsa01100	Metabolic pathways
hsa:160287	Q6ZMR3	hsa01100	Metabolic pathways
hsa:1737	P10515	hsa01100	Metabolic pathways
hsa:1737	Q86YI5	hsa01100	Metabolic pathways
hsa:1738	P09622	hsa01100	Metabolic pathways
hsa:1738	A0A024R713	hsa01100	Metabolic pathways
hsa:2023	P06733	hsa01100	Metabolic pathways
hsa:2023	A0A024R4F1	hsa01100	Metabolic pathways
hsa:2026	P09104	hsa01100	Metabolic pathways
hsa:2026	Q6FHV6	hsa01100	Metabolic pathways
hsa:2027	P13929	hsa01100	Metabolic pathways
hsa:217	P05091	hsa01100	Metabolic pathways
hsa:217	A0A384NPN7	hsa01100	Metabolic pathways
hsa:218	P30838	hsa01100	Metabolic pathways
hsa:218	Q6PKA6	hsa01100	Metabolic pathways
hsa:219	P30837	hsa01100	Metabolic pathways
hsa:219	A0A384MTJ7	hsa01100	Metabolic pathways
hsa:220	P47895	hsa01100	Metabolic pathways
hsa:220	A0A024RC95	hsa01100	Metabolic pathways
hsa:2203	P09467	hsa01100	Metabolic pathways
hsa:221	P43353	hsa01100	Metabolic pathways
hsa:221	A0A024R5D8	hsa01100	Metabolic pathways
hsa:223	P49189	hsa01100	Metabolic pathways
hsa:224	P51648	hsa01100	Metabolic pathways
hsa:226	P04075	hsa01100	Metabolic pathways
hsa:226	V9HWN7	hsa01100	Metabolic pathways
hsa:229	P05062	hsa01100	Metabolic pathways
hsa:229	A0A024R145	hsa01100	Metabolic pathways
hsa:230	P09972	hsa01100	Metabolic pathways
hsa:230	A0A024QZ64	hsa01100	Metabolic pathways
hsa:2538	P35575	hsa01100	Metabolic pathways
hsa:2597	P04406	hsa01100	Metabolic pathways
hsa:2597	V9HVZ4	hsa01100	Metabolic pathways
hsa:26330	O14556	hsa01100	Metabolic pathways
hsa:26330	A0A0K0K1K1	hsa01100	Metabolic pathways
hsa:2645	P35557	hsa01100	Metabolic pathways
hsa:2645	Q53Y25	hsa01100	Metabolic pathways
hsa:2821	P06744	hsa01100	Metabolic pathways
hsa:3098	P19367	hsa01100	Metabolic pathways
hsa:3098	B3KXY9	hsa01100	Metabolic pathways
hsa:3098	Q59FD4	hsa01100	Metabolic pathways
hsa:3098	A8K7J7	hsa01100	Metabolic pathways
hsa:3099	P52789	hsa01100	Metabolic pathways
hsa:3101	P52790	hsa01100	Metabolic pathways
hsa:3101	A0A024R7R1	hsa01100	Metabolic pathways
hsa:387712	A6NNW6	hsa01100	Metabolic pathways
hsa:3939	P00338	hsa01100	Metabolic pathways
hsa:3939	V9HWB9	hsa01100	Metabolic pathways
hsa:3945	P07195	hsa01100	Metabolic pathways
hsa:3945	Q5U077	hsa01100	Metabolic pathways
hsa:3948	P07864	hsa01100	Metabolic pathways
hsa:3948	A0A140VKA7	hsa01100	Metabolic pathways
hsa:441531	Q8N0Y7	hsa01100	Metabolic pathways
hsa:501	P49419	hsa01100	Metabolic pathways
hsa:5105	P35558	hsa01100	Metabolic pathways
hsa:5106	Q16822	hsa01100	Metabolic pathways
hsa:5106	A0A384MTT2	hsa01100	Metabolic pathways
hsa:5160	P08559	hsa01100	Metabolic pathways
hsa:5160	A0A024RBX9	hsa01100	Metabolic pathways
hsa:5161	P29803	hsa01100	Metabolic pathways
hsa:5162	P11177	hsa01100	Metabolic pathways
hsa:5162	A0A384MDR8	hsa01100	Metabolic pathways
hsa:5211	P17858	hsa01100	Metabolic pathways
hsa:5211	Q7L2M7	hsa01100	Metabolic pathways
hsa:5213	P08237	hsa01100	Metabolic pathways
hsa:5213	A0A024R0Y5	hsa01100	Metabolic pathways
hsa:5214	Q01813	hsa01100	Metabolic pathways
hsa:5223	P18669	hsa01100	Metabolic pathways
hsa:5223	Q6FHU2	hsa01100	Metabolic pathways
hsa:5224	P15259	hsa01100	Metabolic pathways
hsa:5230	P00558	hsa01100	Metabolic pathways
hsa:5230	V9HWF4	hsa01100	Metabolic pathways
hsa:5232	P07205	hsa01100	Metabolic pathways
hsa:5232	A0A140VJR3	hsa01100	Metabolic pathways
hsa:5236	P36871	hsa01100	Metabolic pathways
hsa:5313	P30613	hsa01100	Metabolic pathways
hsa:5315	P14618	hsa01100	Metabolic pathways
hsa:5315	V9HWB8	hsa01100	Metabolic pathways
hsa:55276	Q96G03	hsa01100	Metabolic pathways
hsa:55902	Q9NR19	hsa01100	Metabolic pathways
hsa:55902	Q6DKJ3	hsa01100	Metabolic pathways
hsa:57818	Q9NQR9	hsa01100	Metabolic pathways
hsa:669	P07738	hsa01100	Metabolic pathways
hsa:669	A0A024R782	hsa01100	Metabolic pathways
hsa:7167	P60174	hsa01100	Metabolic pathways
hsa:80201	Q2TB90	hsa01100	Metabolic pathways
hsa:80201	B3KT70	hsa01100	Metabolic pathways
hsa:83440	Q9BRR6	hsa01100	Metabolic pathways
hsa:84532	Q9NUB1	hsa01100	Metabolic pathways
hsa:8789	O00757	hsa01100	Metabolic pathways
hsa:92483	Q9BYZ2	hsa01100	Metabolic pathways
hsa:92483	A0A140VJM9	hsa01100	Metabolic pathways
hsa:92579	Q9BUM1	hsa01100	Metabolic pathways
hsa:9562	Q9UNW1	hsa01100	Metabolic pathways
hsa:1431	O75390	hsa01100	Metabolic pathways
hsa:1431	A0A024RB75	hsa01100	Metabolic pathways
hsa:1743	P36957	hsa01100	Metabolic pathways
hsa:1743	A0A024R6C9	hsa01100	Metabolic pathways
hsa:2271	P07954	hsa01100	Metabolic pathways
hsa:2271	A0A0S2Z4C3	hsa01100	Metabolic pathways
hsa:3417	O75874	hsa01100	Metabolic pathways
hsa:3417	A0A024R3Y6	hsa01100	Metabolic pathways
hsa:3418	P48735	hsa01100	Metabolic pathways
hsa:3419	P50213	hsa01100	Metabolic pathways
hsa:3420	O43837	hsa01100	Metabolic pathways
hsa:3421	P51553	hsa01100	Metabolic pathways
hsa:4190	P40925	hsa01100	Metabolic pathways
hsa:4190	V9HWF2	hsa01100	Metabolic pathways
hsa:4191	P40926	hsa01100	Metabolic pathways
hsa:4191	A0A024R4K3	hsa01100	Metabolic pathways
hsa:4191	B3KTM1	hsa01100	Metabolic pathways
hsa:47	P53396	hsa01100	Metabolic pathways
hsa:47	A0A024R1T9	hsa01100	Metabolic pathways
hsa:48	P21399	hsa01100	Metabolic pathways
hsa:48	V9HWB7	hsa01100	Metabolic pathways
hsa:48	Q9HBB2	hsa01100	Metabolic pathways
hsa:4967	Q02218	hsa01100	Metabolic pathways
hsa:4967	B4E3E9	hsa01100	Metabolic pathways
hsa:50	Q99798	hsa01100	Metabolic pathways
hsa:5091	P11498	hsa01100	Metabolic pathways
hsa:5091	A0A024R5C5	hsa01100	Metabolic pathways
hsa:55753	Q9ULD0	hsa01100	Metabolic pathways
hsa:6389	P31040	hsa01100	Metabolic pathways
hsa:6389	A0A024QZ30	hsa01100	Metabolic pathways
hsa:6390	P21912	hsa01100	Metabolic pathways
hsa:6391	Q99643	hsa01100	Metabolic pathways
hsa:6391	A0A0S2Z4B7	hsa01100	Metabolic pathways
hsa:6392	O14521	hsa01100	Metabolic pathways
hsa:6392	A0A0S2Z4J3	hsa01100	Metabolic pathways
hsa:8801	Q96I99	hsa01100	Metabolic pathways
hsa:8802	P53597	hsa01100	Metabolic pathways
hsa:8803	Q9P2R7	hsa01100	Metabolic pathways
hsa:8803	E5KS60	hsa01100	Metabolic pathways
hsa:8803	Q9Y4T0	hsa01100	Metabolic pathways
hsa:132158	Q8IVS8	hsa01100	Metabolic pathways
hsa:132158	A1LQE8	hsa01100	Metabolic pathways
hsa:221823	P21108	hsa01100	Metabolic pathways
hsa:22934	P49247	hsa01100	Metabolic pathways
hsa:2539	P11413	hsa01100	Metabolic pathways
hsa:2539	A0A384NL00	hsa01100	Metabolic pathways
hsa:25796	O95336	hsa01100	Metabolic pathways
hsa:25796	A0A0K0K1K7	hsa01100	Metabolic pathways
hsa:414328	Q5T6J7	hsa01100	Metabolic pathways
hsa:51071	Q9Y315	hsa01100	Metabolic pathways
hsa:5226	P52209	hsa01100	Metabolic pathways
hsa:5631	P60891	hsa01100	Metabolic pathways
hsa:5634	P11908	hsa01100	Metabolic pathways
hsa:6120	Q96AT9	hsa01100	Metabolic pathways
hsa:64080	Q9H477	hsa01100	Metabolic pathways
hsa:6888	P37837	hsa01100	Metabolic pathways
hsa:6888	A0A140VK56	hsa01100	Metabolic pathways
hsa:7086	P29401	hsa01100	Metabolic pathways
hsa:7086	V9HWD9	hsa01100	Metabolic pathways
hsa:729020	Q2QD12	hsa01100	Metabolic pathways
hsa:8277	P51854	hsa01100	Metabolic pathways
hsa:84076	Q9H0I9	hsa01100	Metabolic pathways
hsa:84076	A0A140VKC2	hsa01100	Metabolic pathways
hsa:9104	Q15493	hsa01100	Metabolic pathways
hsa:9104	V9HWF8	hsa01100	Metabolic pathways
hsa:9563	O95479	hsa01100	Metabolic pathways
hsa:10720	O75310	hsa01100	Metabolic pathways
hsa:10941	Q9Y4X1	hsa01100	Metabolic pathways
hsa:231	P15121	hsa01100	Metabolic pathways
hsa:231	A0A024R7A8	hsa01100	Metabolic pathways
hsa:27294	Q9UQ10	hsa01100	Metabolic pathways
hsa:2990	P08236	hsa01100	Metabolic pathways
hsa:51084	Q9Y2S2	hsa01100	Metabolic pathways
hsa:51084	V9HWG2	hsa01100	Metabolic pathways
hsa:51181	Q7Z4W1	hsa01100	Metabolic pathways
hsa:51181	A0A384NY14	hsa01100	Metabolic pathways
hsa:54490	Q9BY64	hsa01100	Metabolic pathways
hsa:54575	Q9HAW8	hsa01100	Metabolic pathways
hsa:54575	Q5DT02	hsa01100	Metabolic pathways
hsa:54576	Q9HAW9	hsa01100	Metabolic pathways
hsa:54576	Q5DSZ6	hsa01100	Metabolic pathways
hsa:54577	Q9HAW7	hsa01100	Metabolic pathways
hsa:54577	Q5DSZ7	hsa01100	Metabolic pathways
hsa:54578	P19224	hsa01100	Metabolic pathways
hsa:54578	Q5DSZ8	hsa01100	Metabolic pathways
hsa:54579	P35504	hsa01100	Metabolic pathways
hsa:54579	Q5DSZ9	hsa01100	Metabolic pathways
hsa:54600	O60656	hsa01100	Metabolic pathways
hsa:54600	Q5DSZ5	hsa01100	Metabolic pathways
hsa:54657	P22310	hsa01100	Metabolic pathways
hsa:54658	P22309	hsa01100	Metabolic pathways
hsa:54658	Q5DT03	hsa01100	Metabolic pathways
hsa:54659	P35503	hsa01100	Metabolic pathways
hsa:54659	Q5DT01	hsa01100	Metabolic pathways
hsa:57016	O60218	hsa01100	Metabolic pathways
hsa:574537	Q9Y4X1	hsa01100	Metabolic pathways
hsa:6652	Q00796	hsa01100	Metabolic pathways
