KEGG_GeneID	UniProtID	KEGG_PathwayID	KEGG_PathwayName
hsa:2792	P63211	hsa04723	Retrograde endocannabinoid signaling
hsa:2793	O14610	hsa04723	Retrograde endocannabinoid signaling
hsa:51764	Q9P2W3	hsa04723	Retrograde endocannabinoid signaling
hsa:54331	P59768	hsa04723	Retrograde endocannabinoid signaling
hsa:59345	Q9HAV0	hsa04723	Retrograde endocannabinoid signaling
hsa:94235	Q9UK08	hsa04723	Retrograde endocannabinoid signaling
hsa:1268	P21554	hsa04723	Retrograde endocannabinoid signaling
hsa:1268	S5TLS4	hsa04723	Retrograde endocannabinoid signaling
hsa:2770	P63096	hsa04723	Retrograde endocannabinoid signaling
hsa:2771	P04899	hsa04723	Retrograde endocannabinoid signaling
hsa:2771	B3KP24	hsa04723	Retrograde endocannabinoid signaling
hsa:2773	P08754	hsa04723	Retrograde endocannabinoid signaling
hsa:2775	P09471	hsa04723	Retrograde endocannabinoid signaling
hsa:2775	B3KP89	hsa04723	Retrograde endocannabinoid signaling
hsa:2775	Q8N6I9	hsa04723	Retrograde endocannabinoid signaling
hsa:2776	P50148	hsa04723	Retrograde endocannabinoid signaling
hsa:2776	A0A024R240	hsa04723	Retrograde endocannabinoid signaling
hsa:2911	Q13255	hsa04723	Retrograde endocannabinoid signaling
hsa:2911	Q59HC2	hsa04723	Retrograde endocannabinoid signaling
hsa:2915	P41594	hsa04723	Retrograde endocannabinoid signaling
hsa:3708	Q14643	hsa04723	Retrograde endocannabinoid signaling
hsa:3709	Q14571	hsa04723	Retrograde endocannabinoid signaling
hsa:3710	Q14573	hsa04723	Retrograde endocannabinoid signaling
hsa:3710	A6H8K3	hsa04723	Retrograde endocannabinoid signaling
hsa:3710	Q59ES2	hsa04723	Retrograde endocannabinoid signaling
hsa:2890	P42261	hsa04723	Retrograde endocannabinoid signaling
hsa:2890	Q59GL5	hsa04723	Retrograde endocannabinoid signaling
hsa:2891	P42262	hsa04723	Retrograde endocannabinoid signaling
hsa:2892	P42263	hsa04723	Retrograde endocannabinoid signaling
hsa:2892	Q17R51	hsa04723	Retrograde endocannabinoid signaling
hsa:2893	P48058	hsa04723	Retrograde endocannabinoid signaling
hsa:2893	Q1WWK6	hsa04723	Retrograde endocannabinoid signaling
hsa:200959	A8MPY1	hsa04723	Retrograde endocannabinoid signaling
hsa:2554	P14867	hsa04723	Retrograde endocannabinoid signaling
hsa:2554	A8K177	hsa04723	Retrograde endocannabinoid signaling
hsa:2555	P47869	hsa04723	Retrograde endocannabinoid signaling
hsa:2555	A0A024R9X6	hsa04723	Retrograde endocannabinoid signaling
hsa:2556	P34903	hsa04723	Retrograde endocannabinoid signaling
hsa:2557	P48169	hsa04723	Retrograde endocannabinoid signaling
hsa:2557	X5D7F5	hsa04723	Retrograde endocannabinoid signaling
hsa:2558	P31644	hsa04723	Retrograde endocannabinoid signaling
hsa:2559	Q16445	hsa04723	Retrograde endocannabinoid signaling
hsa:2560	P18505	hsa04723	Retrograde endocannabinoid signaling
hsa:2560	X5DNL6	hsa04723	Retrograde endocannabinoid signaling
hsa:2561	P47870	hsa04723	Retrograde endocannabinoid signaling
hsa:2562	P28472	hsa04723	Retrograde endocannabinoid signaling
hsa:2563	O14764	hsa04723	Retrograde endocannabinoid signaling
hsa:2563	A8K496	hsa04723	Retrograde endocannabinoid signaling
hsa:2564	P78334	hsa04723	Retrograde endocannabinoid signaling
hsa:2565	Q8N1C3	hsa04723	Retrograde endocannabinoid signaling
hsa:2566	P18507	hsa04723	Retrograde endocannabinoid signaling
hsa:2567	Q99928	hsa04723	Retrograde endocannabinoid signaling
hsa:2568	O00591	hsa04723	Retrograde endocannabinoid signaling
hsa:2569	P24046	hsa04723	Retrograde endocannabinoid signaling
hsa:2570	P28476	hsa04723	Retrograde endocannabinoid signaling
hsa:55879	Q9UN88	hsa04723	Retrograde endocannabinoid signaling
hsa:3760	P48549	hsa04723	Retrograde endocannabinoid signaling
hsa:3762	P48544	hsa04723	Retrograde endocannabinoid signaling
hsa:3762	A0A5J6E2W8	hsa04723	Retrograde endocannabinoid signaling
hsa:3763	P48051	hsa04723	Retrograde endocannabinoid signaling
hsa:3765	Q92806	hsa04723	Retrograde endocannabinoid signaling
hsa:140679	Q9H598	hsa04723	Retrograde endocannabinoid signaling
hsa:22999	Q86UR5	hsa04723	Retrograde endocannabinoid signaling
hsa:22999	Q3ZCW0	hsa04723	Retrograde endocannabinoid signaling
hsa:22999	B7Z7W2	hsa04723	Retrograde endocannabinoid signaling
hsa:246213	Q8NDX2	hsa04723	Retrograde endocannabinoid signaling
hsa:57030	Q9P2U7	hsa04723	Retrograde endocannabinoid signaling
hsa:57084	Q9P2U8	hsa04723	Retrograde endocannabinoid signaling
hsa:2166	O00519	hsa04723	Retrograde endocannabinoid signaling
hsa:2166	Q9UG55	hsa04723	Retrograde endocannabinoid signaling
hsa:221955	Q8NCG7	hsa04723	Retrograde endocannabinoid signaling
hsa:222236	Q6IQ20	hsa04723	Retrograde endocannabinoid signaling
hsa:57406	Q9BV23	hsa04723	Retrograde endocannabinoid signaling
hsa:57406	A0A024R323	hsa04723	Retrograde endocannabinoid signaling
hsa:747	Q9Y4D2	hsa04723	Retrograde endocannabinoid signaling
hsa:747	A0A024R517	hsa04723	Retrograde endocannabinoid signaling
hsa:10312	Q13488	hsa04145	Phagosome
hsa:10312	A0A024R5E5	hsa04145	Phagosome
hsa:127124	Q96LB4	hsa04145	Phagosome
hsa:155066	Q8NHE4	hsa04145	Phagosome
hsa:23545	Q9Y487	hsa04145	Phagosome
hsa:245972	Q8N8Y2	hsa04145	Phagosome
hsa:245972	A0A024R991	hsa04145	Phagosome
hsa:245973	Q8NEY4	hsa04145	Phagosome
hsa:50617	Q9HBG4	hsa04145	Phagosome
hsa:50617	A0A024R791	hsa04145	Phagosome
hsa:51382	Q9Y5K8	hsa04145	Phagosome
hsa:51382	A0A024R683	hsa04145	Phagosome
hsa:51606	Q9UI12	hsa04145	Phagosome
hsa:51606	A0A024R7U9	hsa04145	Phagosome
hsa:523	P38606	hsa04145	Phagosome
hsa:525	P15313	hsa04145	Phagosome
hsa:526	P21281	hsa04145	Phagosome
hsa:526	A0A140VK65	hsa04145	Phagosome
hsa:527	P27449	hsa04145	Phagosome
hsa:528	P21283	hsa04145	Phagosome
hsa:528	A0A024R9I0	hsa04145	Phagosome
hsa:529	P36543	hsa04145	Phagosome
hsa:529	Q53Y06	hsa04145	Phagosome
hsa:533	Q99437	hsa04145	Phagosome
hsa:534	O95670	hsa04145	Phagosome
hsa:534	Q6NVJ2	hsa04145	Phagosome
hsa:535	Q93050	hsa04145	Phagosome
hsa:535	Q53X12	hsa04145	Phagosome
hsa:537	Q15904	hsa04145	Phagosome
hsa:537	A0A384MQW4	hsa04145	Phagosome
hsa:8992	O15342	hsa04145	Phagosome
hsa:90423	Q96A05	hsa04145	Phagosome
hsa:90423	A0A140VKA8	hsa04145	Phagosome
hsa:9114	P61421	hsa04145	Phagosome
hsa:9296	Q16864	hsa04145	Phagosome
hsa:9296	A4D1K0	hsa04145	Phagosome
hsa:9550	O75348	hsa04145	Phagosome
hsa:9550	A0A024R883	hsa04145	Phagosome
hsa:4842	P29475	hsa04145	Phagosome
hsa:4842	B3VK56	hsa04145	Phagosome
hsa:4842	B4DG68	hsa04145	Phagosome
hsa:4842	A0PJJ7	hsa04145	Phagosome
hsa:200576	Q9Y2I7	hsa04145	Phagosome
hsa:5289	Q8NEB9	hsa04145	Phagosome
hsa:4353	P05164	hsa04145	Phagosome
hsa:6890	Q03518	hsa04145	Phagosome
hsa:6890	A0A0S2Z5A6	hsa04145	Phagosome
hsa:6891	Q03519	hsa04145	Phagosome
hsa:6891	Q5JNW1	hsa04145	Phagosome
hsa:10952	P60468	hsa04145	Phagosome
hsa:23480	P60059	hsa04145	Phagosome
hsa:23480	A0A024QYZ0	hsa04145	Phagosome
hsa:29927	P61619	hsa04145	Phagosome
hsa:29927	B3KME8	hsa04145	Phagosome
hsa:29927	B3KNF6	hsa04145	Phagosome
hsa:55176	Q9H9S3	hsa04145	Phagosome
hsa:55176	Q8TC24	hsa04145	Phagosome
hsa:4973	P78380	hsa04145	Phagosome
hsa:4973	A0A024RAU0	hsa04145	Phagosome
hsa:948	P16671	hsa04145	Phagosome
hsa:948	A4D1B1	hsa04145	Phagosome
hsa:5879	P63000	hsa04145	Phagosome
hsa:5879	A4D2P1	hsa04145	Phagosome
hsa:929	P08571	hsa04145	Phagosome
hsa:5868	P20339	hsa04145	Phagosome
hsa:5868	A0A024R2K1	hsa04145	Phagosome
hsa:5869	P61020	hsa04145	Phagosome
hsa:5869	A0A024RB09	hsa04145	Phagosome
hsa:5878	P51148	hsa04145	Phagosome
hsa:5878	A0A024R1U4	hsa04145	Phagosome
hsa:3684	P11215	hsa04145	Phagosome
hsa:3688	P05556	hsa04145	Phagosome
hsa:3689	P05107	hsa04145	Phagosome
hsa:3689	A0A494C0X7	hsa04145	Phagosome
hsa:3690	P05106	hsa04145	Phagosome
hsa:60	P60709	hsa04145	Phagosome
hsa:60	Q1KLZ0	hsa04145	Phagosome
hsa:7057	P07996	hsa04145	Phagosome
hsa:71	P63261	hsa04145	Phagosome
hsa:653361	P14598	hsa04145	Phagosome
hsa:7099	O00206	hsa04145	Phagosome
hsa:1536	P04839	hsa04145	Phagosome
hsa:1536	A0A0S2Z3S6	hsa04145	Phagosome
hsa:7037	P02786	hsa04145	Phagosome
hsa:7037	Q7Z3E0	hsa04145	Phagosome
hsa:718	P01024	hsa04145	Phagosome
hsa:718	V9HWA9	hsa04145	Phagosome
hsa:718	B4DR57	hsa04145	Phagosome
hsa:53407	Q9P2W9	hsa04145	Phagosome
hsa:8417	O15400	hsa04145	Phagosome
hsa:9341	Q15836	hsa04145	Phagosome
hsa:9341	Q6FGG2	hsa04145	Phagosome
hsa:9554	O75396	hsa04145	Phagosome
hsa:338382	Q96AH8	hsa04145	Phagosome
hsa:7879	P51149	hsa04145	Phagosome
hsa:7879	A0A158RFU6	hsa04145	Phagosome
hsa:1514	P07711	hsa04145	Phagosome
hsa:1514	A0A024R276	hsa04145	Phagosome
hsa:3916	P11279	hsa04145	Phagosome
hsa:3916	A0A024RDY3	hsa04145	Phagosome
hsa:3920	P13473	hsa04145	Phagosome
hsa:811	P27797	hsa04145	Phagosome
hsa:811	V9HW88	hsa04145	Phagosome
hsa:821	P27824	hsa04145	Phagosome
hsa:1520	P25774	hsa04145	Phagosome
hsa:4074	P20645	hsa04145	Phagosome
hsa:3105	P04439	hsa04145	Phagosome
hsa:3105	Q5SUL5	hsa04145	Phagosome
hsa:3106	P01889	hsa04145	Phagosome
hsa:3106	E5FQ95	hsa04145	Phagosome
hsa:3107	P10321	hsa04145	Phagosome
hsa:3107	Q6R739	hsa04145	Phagosome
hsa:3107	Q95HC2	hsa04145	Phagosome
hsa:3133	P13747	hsa04145	Phagosome
hsa:3133	A0A4E9D3W4	hsa04145	Phagosome
hsa:3133	O19682	hsa04145	Phagosome
hsa:3133	A8K8M6	hsa04145	Phagosome
hsa:3134	P30511	hsa04145	Phagosome
hsa:3134	Q5JZ47	hsa04145	Phagosome
hsa:3135	P17693	hsa04145	Phagosome
hsa:3135	Q6DU14	hsa04145	Phagosome
hsa:8411	Q15075	hsa04145	Phagosome
hsa:9146	O14964	hsa04145	Phagosome
hsa:9146	A0A0S2Z4R4	hsa04145	Phagosome
hsa:10332	Q9H2X3	hsa04145	Phagosome
hsa:10333	Q9Y2C9	hsa04145	Phagosome
hsa:10333	B2R933	hsa04145	Phagosome
hsa:10376	P68363	hsa04145	Phagosome
hsa:10381	Q13509	hsa04145	Phagosome
hsa:10381	Q53G92	hsa04145	Phagosome
hsa:10382	P04350	hsa04145	Phagosome
hsa:10383	P68371	hsa04145	Phagosome
hsa:11151	P31146	hsa04145	Phagosome
hsa:11151	A0A024R611	hsa04145	Phagosome
hsa:112714	Q6PEY2	hsa04145	Phagosome
hsa:113457	P0DPH7	hsa04145	Phagosome
hsa:113457	P0DPH8	hsa04145	Phagosome
hsa:113457	Q1ZYQ1	hsa04145	Phagosome
hsa:1311	P49747	hsa04145	Phagosome
hsa:1535	P13498	hsa04145	Phagosome
hsa:1535	B4DT46	hsa04145	Phagosome
hsa:1778	Q14204	hsa04145	Phagosome
hsa:1780	O14576	hsa04145	Phagosome
hsa:1780	A4D1I7	hsa04145	Phagosome
hsa:1780	Q8N542	hsa04145	Phagosome
hsa:1781	Q13409	hsa04145	Phagosome
hsa:1781	A0A140VKE9	hsa04145	Phagosome
hsa:1783	O43237	hsa04145	Phagosome
hsa:1783	A0A024R6Z0	hsa04145	Phagosome
hsa:1783	Q63HJ8	hsa04145	Phagosome
hsa:203068	P07437	hsa04145	Phagosome
hsa:203068	Q5SU16	hsa04145	Phagosome
hsa:2204	P24071	hsa04145	Phagosome
hsa:2209	P12314	hsa04145	Phagosome
hsa:2212	P12318	hsa04145	Phagosome
hsa:2213	P31994	hsa04145	Phagosome
hsa:2214	P08637	hsa04145	Phagosome
hsa:2215	O75015	hsa04145	Phagosome
hsa:2215	A0A3B3ISU3	hsa04145	Phagosome
hsa:22925	Q13018	hsa04145	Phagosome
hsa:23673	Q86Y82	hsa04145	Phagosome
hsa:30835	Q9NNX6	hsa04145	Phagosome
hsa:30835	B2R907	hsa04145	Phagosome
hsa:3108	Q31604	hsa04145	Phagosome
hsa:3108	Q6ICR9	hsa04145	Phagosome
hsa:3109	P28068	hsa04145	Phagosome
hsa:3109	A0A1V0E3P2	hsa04145	Phagosome
hsa:3111	P06340	hsa04145	Phagosome
hsa:3111	X5CF87	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q8	hsa04145	Phagosome
hsa:3111	A0A1V0E3S6	hsa04145	Phagosome
hsa:3111	A0A1V0E3R8	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q1	hsa04145	Phagosome
hsa:3111	A0A1V0E3P3	hsa04145	Phagosome
hsa:3111	A0A1V0E3N6	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q3	hsa04145	Phagosome
hsa:3111	A0A1V0E3S4	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q4	hsa04145	Phagosome
hsa:3111	A0A1V0E3P8	hsa04145	Phagosome
hsa:3111	A0A1V0E3R4	hsa04145	Phagosome
hsa:3111	A0A1V0E3N7	hsa04145	Phagosome
hsa:3111	A0A1V0E3R3	hsa04145	Phagosome
hsa:3111	A0A1V0E3R0	hsa04145	Phagosome
hsa:3111	A0A1V0E3R6	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q7	hsa04145	Phagosome
hsa:3111	A0A1V0E3N3	hsa04145	Phagosome
hsa:3111	A0A1V0E3P0	hsa04145	Phagosome
hsa:3111	A0A1V0E3N1	hsa04145	Phagosome
hsa:3111	A0A1V0E3P9	hsa04145	Phagosome
hsa:3111	A0A1V0E3P1	hsa04145	Phagosome
hsa:3111	A0A1V0E3M7	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q5	hsa04145	Phagosome
hsa:3111	A0A1V0E3P6	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q2	hsa04145	Phagosome
hsa:3111	A0A1V0E3T1	hsa04145	Phagosome
hsa:3111	A0A1V0E3Q6	hsa04145	Phagosome
hsa:3111	A0A1V0E3S0	hsa04145	Phagosome
hsa:3111	A0A1V0E3S7	hsa04145	Phagosome
hsa:3112	P13765	hsa04145	Phagosome
hsa:3112	Q5QNS2	hsa04145	Phagosome
hsa:3113	P20036	hsa04145	Phagosome
hsa:3113	X5CKE2	hsa04145	Phagosome
hsa:3115	P04440	hsa04145	Phagosome
hsa:3115	I4EC15	hsa04145	Phagosome
hsa:3117	P01909	hsa04145	Phagosome
hsa:3117	A0A173ADG5	hsa04145	Phagosome
hsa:3117	Q8MH44	hsa04145	Phagosome
hsa:3118	P01906	hsa04145	Phagosome
hsa:3118	Q76NI6	hsa04145	Phagosome
hsa:3119	P01920	hsa04145	Phagosome
hsa:3119	Q5Y7D3	hsa04145	Phagosome
hsa:3122	P01903	hsa04145	Phagosome
hsa:3122	A0A0G2JMH6	hsa04145	Phagosome
hsa:3123	P01911	hsa04145	Phagosome
hsa:3123	D7RIH8	hsa04145	Phagosome
hsa:3123	A0A224MM52	hsa04145	Phagosome
hsa:3123	X5DNQ0	hsa04145	Phagosome
hsa:3125	P79483	hsa04145	Phagosome
hsa:3125	A0A4D6G1L1	hsa04145	Phagosome
hsa:3126	P13762	hsa04145	Phagosome
hsa:3126	X5D2U9	hsa04145	Phagosome
hsa:3127	Q30154	hsa04145	Phagosome
hsa:3127	A0A2Z4LKS3	hsa04145	Phagosome
hsa:347688	Q3ZCM7	hsa04145	Phagosome
hsa:347733	Q9BVA1	hsa04145	Phagosome
hsa:347733	A0A384MEE3	hsa04145	Phagosome
hsa:3673	P17301	hsa04145	Phagosome
hsa:3678	P08648	hsa04145	Phagosome
hsa:3678	B2R627	hsa04145	Phagosome
hsa:3685	P06756	hsa04145	Phagosome
hsa:3685	L7RXH0	hsa04145	Phagosome
hsa:3693	P18084	hsa04145	Phagosome
hsa:3693	L7RT22	hsa04145	Phagosome
hsa:4153	P11226	hsa04145	Phagosome
hsa:4360	P22897	hsa04145	Phagosome
hsa:4481	P21757	hsa04145	Phagosome
hsa:4688	P19878	hsa04145	Phagosome
hsa:4688	A0A0S2Z457	hsa04145	Phagosome
hsa:4689	Q15080	hsa04145	Phagosome
hsa:51143	Q9Y6G9	hsa04145	Phagosome
hsa:51807	Q9NY65	hsa04145	Phagosome
hsa:6441	P35247	hsa04145	Phagosome
hsa:64581	Q9BXN2	hsa04145	Phagosome
hsa:64581	Q68D78	hsa04145	Phagosome
hsa:64581	A0A024RAN9	hsa04145	Phagosome
hsa:653509	Q8IWL2	hsa04145	Phagosome
hsa:653509	A0A024QZP2	hsa04145	Phagosome
hsa:7058	P35442	hsa04145	Phagosome
hsa:7059	P49746	hsa04145	Phagosome
hsa:7060	P35443	hsa04145	Phagosome
hsa:7097	O60603	hsa04145	Phagosome
hsa:7097	B3KWR9	hsa04145	Phagosome
hsa:7097	A0A0S2Z4S4	hsa04145	Phagosome
hsa:715	P00736	hsa04145	Phagosome
hsa:7277	P68366	hsa04145	Phagosome
hsa:7278	P0DPH7	hsa04145	Phagosome
hsa:7278	P0DPH8	hsa04145	Phagosome
hsa:7278	Q1ZYQ1	hsa04145	Phagosome
hsa:7280	Q13885	hsa04145	Phagosome
hsa:729238	Q8IWL1	hsa04145	Phagosome
hsa:7846	Q71U36	hsa04145	Phagosome
hsa:78989	Q9BWP8	hsa04145	Phagosome
hsa:79659	Q8NCM8	hsa04145	Phagosome
hsa:79861	A6NHL2	hsa04145	Phagosome
hsa:81027	Q9H4B7	hsa04145	Phagosome
hsa:81035	Q5KU26	hsa04145	Phagosome
hsa:83547	Q96NA2	hsa04145	Phagosome
hsa:84617	Q9BUF5	hsa04145	Phagosome
hsa:84790	Q9BQE3	hsa04145	Phagosome
hsa:8685	Q9UEW3	hsa04145	Phagosome
hsa:8685	Q4ZG40	hsa04145	Phagosome
hsa:9103	P31995	hsa04145	Phagosome
hsa:949	Q8WTV0	hsa04145	Phagosome
hsa:949	A0A024RBS4	hsa04145	Phagosome
hsa:9902	Q9UBG0	hsa04145	Phagosome
hsa:10312	Q13488	hsa04721	Synaptic vesicle cycle
hsa:10312	A0A024R5E5	hsa04721	Synaptic vesicle cycle
hsa:127124	Q96LB4	hsa04721	Synaptic vesicle cycle
hsa:155066	Q8NHE4	hsa04721	Synaptic vesicle cycle
hsa:23545	Q9Y487	hsa04721	Synaptic vesicle cycle
hsa:245972	Q8N8Y2	hsa04721	Synaptic vesicle cycle
hsa:245972	A0A024R991	hsa04721	Synaptic vesicle cycle
hsa:245973	Q8NEY4	hsa04721	Synaptic vesicle cycle
hsa:50617	Q9HBG4	hsa04721	Synaptic vesicle cycle
hsa:50617	A0A024R791	hsa04721	Synaptic vesicle cycle
hsa:51382	Q9Y5K8	hsa04721	Synaptic vesicle cycle
hsa:51382	A0A024R683	hsa04721	Synaptic vesicle cycle
hsa:51606	Q9UI12	hsa04721	Synaptic vesicle cycle
hsa:51606	A0A024R7U9	hsa04721	Synaptic vesicle cycle
hsa:523	P38606	hsa04721	Synaptic vesicle cycle
hsa:525	P15313	hsa04721	Synaptic vesicle cycle
hsa:526	P21281	hsa04721	Synaptic vesicle cycle
hsa:526	A0A140VK65	hsa04721	Synaptic vesicle cycle
hsa:527	P27449	hsa04721	Synaptic vesicle cycle
hsa:528	P21283	hsa04721	Synaptic vesicle cycle
hsa:528	A0A024R9I0	hsa04721	Synaptic vesicle cycle
hsa:529	P36543	hsa04721	Synaptic vesicle cycle
hsa:529	Q53Y06	hsa04721	Synaptic vesicle cycle
hsa:533	Q99437	hsa04721	Synaptic vesicle cycle
hsa:534	O95670	hsa04721	Synaptic vesicle cycle
hsa:534	Q6NVJ2	hsa04721	Synaptic vesicle cycle
hsa:535	Q93050	hsa04721	Synaptic vesicle cycle
hsa:535	Q53X12	hsa04721	Synaptic vesicle cycle
hsa:8992	O15342	hsa04721	Synaptic vesicle cycle
hsa:90423	Q96A05	hsa04721	Synaptic vesicle cycle
hsa:90423	A0A140VKA8	hsa04721	Synaptic vesicle cycle
hsa:9114	P61421	hsa04721	Synaptic vesicle cycle
hsa:9296	Q16864	hsa04721	Synaptic vesicle cycle
hsa:9296	A4D1K0	hsa04721	Synaptic vesicle cycle
hsa:9550	O75348	hsa04721	Synaptic vesicle cycle
hsa:9550	A0A024R883	hsa04721	Synaptic vesicle cycle
hsa:773	O00555	hsa04721	Synaptic vesicle cycle
hsa:774	Q00975	hsa04721	Synaptic vesicle cycle
hsa:1759	Q05193	hsa04721	Synaptic vesicle cycle
hsa:1785	P50570	hsa04721	Synaptic vesicle cycle
hsa:26052	Q9UQ16	hsa04721	Synaptic vesicle cycle
hsa:112755	P61266	hsa04721	Synaptic vesicle cycle
hsa:2054	P32856	hsa04721	Synaptic vesicle cycle
hsa:6804	Q16623	hsa04721	Synaptic vesicle cycle
hsa:6804	Q75ME0	hsa04721	Synaptic vesicle cycle
hsa:6809	Q13277	hsa04721	Synaptic vesicle cycle
hsa:6809	Q53YE2	hsa04721	Synaptic vesicle cycle
hsa:6844	P63027	hsa04721	Synaptic vesicle cycle
hsa:1211	P09496	hsa04721	Synaptic vesicle cycle
hsa:1212	P09497	hsa04721	Synaptic vesicle cycle
hsa:1213	Q00610	hsa04721	Synaptic vesicle cycle
hsa:8218	P53675	hsa04721	Synaptic vesicle cycle
hsa:1173	Q96CW1	hsa04721	Synaptic vesicle cycle
hsa:1175	P53680	hsa04721	Synaptic vesicle cycle
hsa:160	O95782	hsa04721	Synaptic vesicle cycle
hsa:161	O94973	hsa04721	Synaptic vesicle cycle
hsa:163	P63010	hsa04721	Synaptic vesicle cycle
hsa:10497	O14795	hsa04721	Synaptic vesicle cycle
hsa:10497	Q4LE73	hsa04721	Synaptic vesicle cycle
hsa:10814	Q6PUV4	hsa04721	Synaptic vesicle cycle
hsa:10815	O14810	hsa04721	Synaptic vesicle cycle
hsa:140679	Q9H598	hsa04721	Synaptic vesicle cycle
hsa:22999	Q86UR5	hsa04721	Synaptic vesicle cycle
hsa:22999	Q3ZCW0	hsa04721	Synaptic vesicle cycle
hsa:22999	B7Z7W2	hsa04721	Synaptic vesicle cycle
hsa:23025	Q9UPW8	hsa04721	Synaptic vesicle cycle
hsa:246213	Q8NDX2	hsa04721	Synaptic vesicle cycle
hsa:339302	Q7Z7G2	hsa04721	Synaptic vesicle cycle
hsa:440279	Q8NB66	hsa04721	Synaptic vesicle cycle
hsa:4905	P46459	hsa04721	Synaptic vesicle cycle
hsa:4905	A0A384MTI6	hsa04721	Synaptic vesicle cycle
hsa:57030	Q9P2U7	hsa04721	Synaptic vesicle cycle
hsa:57084	Q9P2U8	hsa04721	Synaptic vesicle cycle
hsa:5864	P20336	hsa04721	Synaptic vesicle cycle
hsa:5864	A0A024R7I7	hsa04721	Synaptic vesicle cycle
hsa:594855	Q8WVH0	hsa04721	Synaptic vesicle cycle
hsa:594855	A0A384N6F4	hsa04721	Synaptic vesicle cycle
hsa:6505	P43005	hsa04721	Synaptic vesicle cycle
hsa:6506	P43004	hsa04721	Synaptic vesicle cycle
hsa:6507	P43003	hsa04721	Synaptic vesicle cycle
hsa:6507	A0A024R050	hsa04721	Synaptic vesicle cycle
hsa:6507	Q8N169	hsa04721	Synaptic vesicle cycle
hsa:6511	P48664	hsa04721	Synaptic vesicle cycle
hsa:6511	B7Z7Q5	hsa04721	Synaptic vesicle cycle
hsa:6512	O00341	hsa04721	Synaptic vesicle cycle
hsa:6512	F1T0D3	hsa04721	Synaptic vesicle cycle
hsa:6529	P30531	hsa04721	Synaptic vesicle cycle
hsa:6529	A0A024R2K8	hsa04721	Synaptic vesicle cycle
hsa:6530	P23975	hsa04721	Synaptic vesicle cycle
hsa:6530	A0A024R6T9	hsa04721	Synaptic vesicle cycle
hsa:6531	Q01959	hsa04721	Synaptic vesicle cycle
hsa:6532	P31645	hsa04721	Synaptic vesicle cycle
hsa:6532	B2R7Y7	hsa04721	Synaptic vesicle cycle
hsa:6534	Q99884	hsa04721	Synaptic vesicle cycle
hsa:6536	P48067	hsa04721	Synaptic vesicle cycle
hsa:6538	P48066	hsa04721	Synaptic vesicle cycle
hsa:6539	P48065	hsa04721	Synaptic vesicle cycle
hsa:6540	Q9NSD5	hsa04721	Synaptic vesicle cycle
hsa:6570	P54219	hsa04721	Synaptic vesicle cycle
hsa:6570	Q96GL6	hsa04721	Synaptic vesicle cycle
hsa:6571	Q05940	hsa04721	Synaptic vesicle cycle
hsa:6572	Q16572	hsa04721	Synaptic vesicle cycle
hsa:6616	P60880	hsa04721	Synaptic vesicle cycle
hsa:6812	P61764	hsa04721	Synaptic vesicle cycle
hsa:6857	P21579	hsa04721	Synaptic vesicle cycle
hsa:6857	A0A024RBE9	hsa04721	Synaptic vesicle cycle
hsa:8775	P54920	hsa04721	Synaptic vesicle cycle
hsa:8775	A0A024R0R9	hsa04721	Synaptic vesicle cycle
hsa:9152	Q9Y345	hsa04721	Synaptic vesicle cycle
hsa:9152	Q4VAM6	hsa04721	Synaptic vesicle cycle
hsa:9152	Q4VAM4	hsa04721	Synaptic vesicle cycle
hsa:10312	Q13488	hsa04966	Collecting duct acid secretion
hsa:10312	A0A024R5E5	hsa04966	Collecting duct acid secretion
hsa:127124	Q96LB4	hsa04966	Collecting duct acid secretion
hsa:155066	Q8NHE4	hsa04966	Collecting duct acid secretion
hsa:23545	Q9Y487	hsa04966	Collecting duct acid secretion
hsa:245972	Q8N8Y2	hsa04966	Collecting duct acid secretion
hsa:245972	A0A024R991	hsa04966	Collecting duct acid secretion
hsa:245973	Q8NEY4	hsa04966	Collecting duct acid secretion
hsa:495	P20648	hsa04966	Collecting duct acid secretion
hsa:495	Q658V6	hsa04966	Collecting duct acid secretion
hsa:495	A0A384MR29	hsa04966	Collecting duct acid secretion
hsa:496	P51164	hsa04966	Collecting duct acid secretion
hsa:50617	Q9HBG4	hsa04966	Collecting duct acid secretion
hsa:50617	A0A024R791	hsa04966	Collecting duct acid secretion
hsa:51382	Q9Y5K8	hsa04966	Collecting duct acid secretion
hsa:51382	A0A024R683	hsa04966	Collecting duct acid secretion
hsa:523	P38606	hsa04966	Collecting duct acid secretion
hsa:525	P15313	hsa04966	Collecting duct acid secretion
hsa:526	P21281	hsa04966	Collecting duct acid secretion
hsa:526	A0A140VK65	hsa04966	Collecting duct acid secretion
hsa:527	P27449	hsa04966	Collecting duct acid secretion
hsa:528	P21283	hsa04966	Collecting duct acid secretion
hsa:528	A0A024R9I0	hsa04966	Collecting duct acid secretion
