Entry	Taxonomic lineage IDs	Gene names
O00110	9606	OVOL3
Q9NUU6	9606	OTULINL FAM105A
Q3TVP5	10090	Otulinl Fam105a
Q3B7D8	10116	Otulinl Fam105a
Q96BN8	9606	OTULIN FAM105B
Q3UCV8	10090	Otulin Fam105b Gum
P32242	9606	OTX1
O09046	10090	Il4i1 Fig1
Q6IYF8	10090	Oxgr1 Gpr99
Q6P9R2	10090	Oxsr1 Osr1
P30559	9606	OXTR
D3Z4S3	10090	Ptrhd1
Q3SYA9	9606	POM121L1P POM121L1
Q96KW2	9606	POM121L2 POM121L
Q5SW25	10090	Pom121l2 Gm24
Q6GTS8	9606	PM20D1
P48651	9606	PTDSS1 KIAA0024 PSSA
Q5PQL5	10116	Ptdss1
A8MW92	9606	PHF20L1 CGI-72
Q8CCJ9	10090	Phf20l1
Q4V9H5	10116	Phf20l1
Q9CWP9	10090	Prr23a3
E9PI22	9606	PRR23D1
P0DMB1	9606	PRR23D2
O95997	9606	PTTG1 EAP1 PTTG TUTR1
Q3UHB1	10090	Nt5dc3 Gnn
Q9QXS4	10116	Nat8f3 Cml3
Q80WB5	10090	Wdyhv1 Ntaq1
Q6ZSK4	9606	NTM-AS1 C11orf39
P05507	10116	Mtnd4l mt-Nd4l Nd4l
Q9R060	10090	Nubp1
P03921	10090	Mtnd5 mt-Nd5 Nd5
Q9Y5Y2	9606	NUBP2
Q641K5	10090	Nuak1 Kiaa0537 Omphk1
Q9H093	9606	NUAK2 OMPHK2 SNARK
Q8BZN4	10090	Nuak2 Omphk2
P03925	10090	Mtnd6 mt-Nd6 Nd6
Q9BQG2	9606	NUDT12
Q8R1N4	10090	Nudcd3 Kiaa1068
Q8JZU0	10090	Nudt13
Q8R2U6	10090	Nudt4 Dipp2
Q9UHK0	9606	NUFIP1
P0C024	9606	NUDT7
Q80XU3	10090	Nucks1 Nucks
Q9Y6R0	9606	NUMBL
Q8BVU5	10090	Nudt9
P09405	10090	Ncl Nuc
Q3U2V3	10090	Nudt18 Mth3
A8MXV4	9606	NUDT19
P11930	10090	Nudt19 D7Rp2e
O70435	10090	Psma3
P18422	10116	Psma3
P28066	9606	PSMA5
Q9BVL2	9606	NUP58 KIAA0410 NUPL1
Q8R4R6	10090	Nup35 Mp44 Nup53
Q68FY1	10116	Nup35 Nup53
Q8N1F7	9606	NUP93 KIAA0095
Q8BJ71	10090	Nup93 Cip4 Kiaa0095
Q66HC5	10116	Nup93
P52948	9606	NUP98 ADAR2
Q6PFD9	10090	Nup98
Q8NH57	9606	OR52P1P OR52P1
Q8NGF1	9606	OR52R1
P0C646	9606	OR52Z1 OR52Z1P
Q8NGH5	9606	OR56A1
Q8NH54	9606	OR56A3 OR56A3P OR56A6
Q8NGH8	9606	OR56A4
P0C7T3	9606	OR56A5 OR56A5P
Q8NGI3	9606	OR56B1 OR56B1P
Q8NGI1	9606	OR56B2P
Q8NH76	9606	OR56B4
P0C628	9606	OR5AC1 OR5AC1P
Q9NZP5	9606	OR5AC2
Q8NH90	9606	OR5AK2
Q8NH89	9606	OR5AK3P OR5AK3
P0C617	9606	OR5AL1 OR5AL1P
Q8NGI8	9606	OR5AN1
Q8NGF4	9606	OR5AP2
Q8NGP9	9606	OR5AR1
Q8N127	9606	OR5AS1
Q8NGC0	9606	OR5AU1
A6NHG9	9606	OR5H14
A6NDH6	9606	OR5H15
A6NJZ3	9606	OR6C65
A6NDL8	9606	OR6C68
A6NIJ9	9606	OR6C70
A6NCV1	9606	OR6C74
A6NL08	9606	OR6C75
A6NM76	9606	OR6C76
Q6IFN5	9606	OR7E24 OR7E24P
Q6IF36	9606	OR8G2P OR8G2 OR8G4
Q8BML2	10090	Oacyl
A3KGV1	10090	Odf2 Odf84
D3ZGS3	10116	Ocrl
Q6AXT9	10116	Odf4
P11960	10116	Bckdha
Q9UKG9	9606	CROT COT
A8MYP8	9606	ODF3B ODF3L3
Q5M8M2	10090	Odf3b Odf3l3
Q14990	9606	ODF1 HSPB10 ODFP
P53395	10090	Dbt
P04001	9606	OPN1MW GCP
O35476	10116	Opn1mw Gcp
P04000	9606	OPN1LW RCP
O14718	9606	RRH
Q60862	10090	Orc2 Orc2l
O75127	9606	PTCD1 KIAA0632
Q8C2E4	10090	Ptcd1
Q9UBD5	9606	ORC3 LATHEO ORC3L
Q96EY7	9606	PTCD3 MRPS39 TRG15
Q6ISU1	9606	PTCRA
P0C6B2	10090	Ptcra
P0C6B3	10116	Ptcra
O88708	10090	Orc4 Orc4l
Q9WUV0	10090	Orc5 Orc5l
Q9Y5N6	9606	ORC6 ORC6L
P60484	9606	PTEN MMAC1 TEP1
O08586	10090	Pten Mmac1
Q96BW5	9606	PTER
Q60866	10090	Pter
Q63530	10116	Pter Rpr-1
Q7RTS3	9606	PTF1A BHLHA29 PTF1P48
Q9QX98	10090	Ptf1a Ptf1p48
O43612	9606	HCRT OX PPORX PPOX
Q8CI95	10090	Osbpl11
Q06124	9606	PTPN11 PTP2C SHPTP2
P35235	10090	Ptpn11
Q8BX94	10090	Osbpl2
Q9H0X9	9606	OSBPL5 KIAA1534 OBPH1 ORP5
Q9WVS2	10116	Osgep Gcpl1
A2ARM1	10090	Patl2
O88436	10116	Pax4
Q7Z3E1	9606	TIPARP PARP7
Q925B0	10090	Pawr Par4
Q8BSQ9	10090	Pbrm1 Baf180 Pb1
P47239	10090	Pax7 Pax-7
Q8IV76	9606	PASD1
Q00288	10090	Pax8 Pax-8
P54822	10090	Adsl Adl
Q9BYU1	9606	PBX4
Q9BZA7	9606	PCDH11X KIAA1326 PCDH11 PCDHX
Q9BZA8	9606	PCDH11Y PCDH11 PCDH22 PCDHY
Q9P2E7	9606	PCDH10 KIAA1400
Q9NPG4	9606	PCDH12 UNQ395/PRO731
P57723	9606	PCBP4
P57724	10090	Pcbp4
P40424	9606	PBX1 PRL
P05165	9606	PCCA
Q8TAB3	9606	PCDH19 KIAA1313
Q9Y5G1	9606	PCDHGB3
Q9UN71	9606	PCDHGB4 CDH20 FIB2
Q9Y5F9	9606	PCDHGB6
Q8BIZ0	10090	Pcdh20
Q9H158	9606	PCDHAC1
Q91XY4	10090	Pcdhga4
Q9Y5H7	9606	PCDHA5 CNRS6
Q9HC56	9606	PCDH9
Q9UN72	9606	PCDHA7 CNRS4
Q9Y5I0	9606	PCDHA13 CNRS5
P23798	10090	Pcgf2 Mel-18 Mel18 Rnf110 Zfp144 Znf144
Q3KNV8	9606	PCGF3 RNF3 RNF3A
Q3UBG2	10090	Pid1 Pcli1
P35558	9606	PCK1 PEPCK1
Q9NV79	9606	PCMTD2 C20orf36
Q8WW12	9606	PCNP
Q8IVA1	9606	PCP2
O08628	10116	Pcolce Pcpe1
Q8R4W6	10090	Pcolce2 Pcpe2
Q61139	10090	Pcsk7 Pc7
Q80W65	10090	Pcsk9 Narc1
Q5DU28	10090	Pcnx2 Kiaa0435 Pcnxl2
Q8VI59	10090	Pcnx3 Pcnxl3
Q9CQF9	10090	Pcyox1 Kiaa0908
Q3UVY5	10090	Pcnx4 Pcnxl4
Q8NBM8	9606	PCYOX1L PSEC0105
Q8C7K6	10090	Pcyox1l
Q9BQ51	9606	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2
Q9Y5Y4	9606	PTGDR2 CRTH2 DL1R GPR44
Q8VE70	10090	Pdcd10 Tfar15
Q8C5N5	10090	Pdcd2l
Q53EL6	9606	PDCD4 H731
Q9HCR9	9606	PDE11A
O14737	9606	PDCD5 TFAR19
Q6AXQ5	10116	Pde12
O75340	9606	PDCD6 ALG2
Q01064	9606	PDE1B PDE1B1 PDES1B
Q01065	10090	Pde1b Pde1b1
Q9WTY1	10090	Pdcd7
Q8N4E4	9606	PDCL2
Q78Y63	10090	Pdcl2
Q08493	9606	PDE4C DPDE1
Q922S4	10090	Pde2a
Q08499	9606	PDE4D DPDE3
Q01063	10090	Pde4d
Q13370	9606	PDE3B
P70453	10090	Pde7a
Q9QXQ1	10090	Pde7b
O60658	9606	PDE8A
O95263	9606	PDE8B PIG22
Q9GZP0	9606	PDGFD IEGF SCDGFB MSTP036 UNQ1899/PRO4345
O43924	9606	PDE6D PDED
Q922R8	10090	Pdia6 Txndc7
P04085	9606	PDGFA PDGF1
Q91VA6	10090	Poldip2
Q9BY77	9606	POLDIP3 KIAA1649 PDIP46
D3Z6P0	10090	Pdia2 Pdip
P30101	9606	PDIA3 ERP57 ERP60 GRP58
P01127	9606	PDGFB PDGF2 SIS
P31240	10090	Pdgfb Sis
Q8R1G6	10090	Pdlim2
Q6AYD6	10116	Pdlim2
Q15119	9606	PDK2 PDHK2
Q66HS7	10116	Pdlim3 Alp
P50479	9606	PDLIM4 RIL
Q96HC4	9606	PDLIM5 ENH L9
O70571	10090	Pdk4
Q6A1A2	9606	PDPK2P PDPK2
Q9Z1Z9	10116	Pdlim7 Enigma Lim1
Q86YL7	9606	PDPN GP36 PSEC0003 PSEC0025
O00764	9606	PDXK C21orf124 C21orf97 PKH PNK PRED79
Q62053	10090	Ptger2 Ptgerep2
Q8VIK5	10090	Pear1 Jedi Megf12
P01213	9606	PDYN
P06300	10116	Pdyn
Q8C669	10090	Peli1
Q7TN75	10090	Peg10 Edr Mar2 Mart2 Mef3l1 Rgag3
P22005	10090	Penk Penk1
P0DJD7	9606	PGA4
Q2TAK8	9606	PWWP3A EXPAND1 MUM1
P20142	9606	PGC
E9PYK3	10090	Parp4 Kiaa0177
P32115	10090	Pax4 Pax-4
Q8IXQ6	9606	PARP9 BAL BAL1
P58501	10090	Paxbp1 Gcfc Gcfc1
Q9GZY1	9606	PBOV1 UROC28
Q96AQ6	9606	PBXIP1 HPIP
P30039	9606	PBLD MAWBP
Q68G31	10116	Pbld Mawbp
Q6W8Q3	10090	Pcp4l1
Q61990	10090	Pcbp2 Cbp Hnrnpx Hnrpx
P57721	9606	PCBP3 PCBP3-OT1 PCBP3OT
Q9Y5E4	9606	PCDHB5
Q9Y5E3	9606	PCDHB6
Q91XZ4	10090	Pcdhb6
E9PVD3	10090	Dchs1
Q9Y5F1	9606	PCDHB12
Q9Y5H2	9606	PCDHGA11
Q91ZA3	10090	Pcca
Q8N6Y1	9606	PCDH20 PCDH13
Q96TA0	9606	PCDHB18P PCDHB18
Q6V1P9	9606	DCHS2 CDH27 CDHJ PCDH23 PCDHJ
Q9UN74	9606	PCDHA4
Q9UN73	9606	PCDHA6 CNRS2
Q9Y5G6	9606	PCDHGA7
Q91Y13	10090	Pcdha7
Q8BFV2	10090	Pcid2
Q9Y5H3	9606	PCDHGA10
Q9Z2V4	10090	Pck1 Pepck
P17918	10090	Pcna
P48725	10090	Pcnt Pcnt2
P12660	10090	Pcp2 Pcp-2
Q61398	10090	Pcolce Pcpe1
Q9UKZ9	9606	PCOLCE2 PCPE2 UNQ250/PRO287
Q8NBP7	9606	PCSK9 NARC1 PSEC0052
Q9QXU9	10116	Pcsk1n
Q811Q9	10090	Pcyt1b
Q9QZC4	10116	Pcyt1b Cctb
A6NKB5	9606	PCNX2 KIAA0435 PCNXL2
Q9UHG3	9606	PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183
Q922E4	10090	Pcyt2
Q99ML5	10116	Pcyox1 Clp55
Q9NZQ7	9606	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1
Q9EP73	10090	Cd274 B7h1 Pdcd1l1 Pdcd1lg1 Pdl1
Q9WUL5	10090	Pdcd1lg2 B7dc Btdc Cd273 Pdl2
Q6XKD3	10116	Ptgdr2 Crth2 Gpr44
Q13258	9606	PTGDR
Q8WUM4	9606	PDCD6IP AIP1 ALIX KIAA1375
Q9QZA2	10116	Pdcd6ip Aip1
Q8CA95	10090	Pde10a
Q61823	10090	Pdcd4 Ma3 Tis
Q6L8Q7	9606	PDE12
P56812	10090	Pdcd5 Tfar19
P54750	9606	PDE1A
P12815	10090	Pdcd6 Alg2
Q8N142	9606	ADSSL1 ADSS1
Q9H2J4	9606	PDCL3 PhLP2A VIAF1
Q4KLJ8	10116	Pdcl3
Q07343	9606	PDE4B DPDE4
Q3UEI1	10090	Pde4c
Q61409	10090	Pde3b
O76074	9606	PDE5A PDE5
Q8CG03	10090	Pde5a Pde5
O89084	10090	Pde4a
E9Q4S1	10090	Pde8b
P16499	9606	PDE6A PDEA
O70628	10090	Pde9a Pde8b
Q8CI19	10090	Pdgfc Scdgf
Q8N807	9606	PDILT
P07237	9606	P4HB ERBA2L PDI PDIA1 PO4DB
P09103	10090	P4hb Pdia1
P52944	10116	Pdlim1 Clim1 Clp36
Q96JY6	9606	PDLIM2 PP6345
Q15084	9606	PDIA6 ERP5 P5 TXNDC7
Q8WWR9	9606	PPDPFL C8orf22
Q9JK42	10090	Pdk2
Q922H2	10090	Pdk3
O70400	10090	Pdlim1 Clim1
Q62011	10090	Pdpn Gp38 Ots8
Q7TSQ8	10090	Pdpr Kiaa1990
Q9P2J9	9606	PDP2 KIAA1348
Q9NUG6	9606	PDRG1 C20orf126 PDRG
P59048	10090	Pdrg1 Pdrg
Q4VA53	10090	Pds5b Aprin As3 Kiaa0979
Q6TRW4	10116	Pds5b Aprin As3
P52945	9606	PDX1 IPF1 STF1
P52946	10090	Pdx1 Ipf1
Q6P474	9606	PDXDC2P PDXDC2
P30557	10090	Ptger3 Ptgerep3
Q5EBL8	9606	PDZD11 AIPP1 PDZK11 PISP HSPC227 UNQ6486/PRO21335
Q9CQH0	10090	Pdzk1ip1 Map17
Q8BST6	10090	Peli2
O15018	9606	PDZD2 AIPC KIAA0300 PDZK3
P32240	10090	Ptger4 Ptgerep4
Q9NXE4	9606	SMPD4 KIAA1418 SKNY
Q6ZPR5	10090	Smpd4 Kiaa1418
Q9BZ95	9606	NSD3 WHSC1L1 DC28
Q9HDB5	9606	NRXN3 KIAA0743
O08705	10090	Slc10a1 Ntcp
Q8VCE6	10090	Nt5m Dnt2
Q9DCN1	10090	Nudt12
Q14980	9606	NUMA1 NMP22 NUMA
Q9R1P4	10090	Psma1
Q9QZS3	10090	Numb
P25787	9606	PSMA2 HC3 PSC3
P25788	9606	PSMA3 HC8 PSC8
P25789	9606	PSMA4 HC9 PSC9
Q9R1P0	10090	Psma4
P34064	10116	Psma5
Q9QUM9	10090	Psma6
Q8R332	10090	Nup58 Nupl1
Q8NFH5	9606	NUP35 MP44 NUP53
Q8NFH4	9606	NUP37
Q9CWU9	10090	Nup37
Q8NFH3	9606	NUP43
P59235	10090	Nup43
Q8BTS4	10090	Nup54
Q4QQS8	10116	Nup85 Pcnt1
Q8CEC0	10090	Nup88
Q6NVF0	10090	Ocrl
Q2M2E3	9606	ODF4 OPPO1
Q8VI88	10090	Odf4 Oppo1
P21953	9606	BCKDHB
P35738	10116	Bckdhb
Q9BQT8	9606	SLC25A21 ODC
A1E959	9606	ODAM APIN
Q96PU9	9606	ODF3 SHIPPO1 TISP50
A1E960	10090	Odam Apin
Q3HS83	10116	Odam Apin EO-009
Q17RF5	9606	ODAPH C4orf26
A0A0G2K6Z9	10116	Odaph
Q8IV42	9606	PSTK C10orf89
Q8BP74	10090	Pstk
Q8IYL9	9606	GPR65 TDAG8
Q61038	10090	Gpr65 Gpcr25 Tdag8
P0DJ07	9606	PET100 C19orf79
P0DJE0	10090	Pet100
Q6UWS5	9606	PET117 UNQ607/PRO1194
P0DJF2	10090	Pet117 Gm20571
P25105	9606	PTAFR PAFR
Q62035	10090	Ptafr
Q7Z6K3	9606	PTAR1
P0DN78	9606	OPN1MW3
O35599	10090	Opn1mw Gcp
O35214	10090	Rrh
P26599	9606	PTBP1 PTB
P17225	10090	Ptbp1 Ptb
Q9UKA9	9606	PTBP2 NPTB PTB PTBLP
Q91Z31	10090	Ptbp2 Brptb Nptb
Q66H20	10116	Ptbp2 Nptb Ptblp
O95758	9606	PTBP3 ROD1
Q8BHD7	10090	Ptbp3 Rod1
Q9Z118	10116	Ptbp3 Rod1
Q13635	9606	PTCH1 PTCH
Q61115	10090	Ptch1 Ptch
Q8TAF5	9606	FLVCR1-AS1 LQK1
Q53EV4	9606	LRRC23 LRPB7
O35125	10090	Lrrc23 Lrpb7
A0JPI9	10116	Lrrc74a Lrrc74
Q9Y546	9606	LRRC42
Q8CIM1	10090	Lrrc45
Q2VPJ9	9606	LRRC75B C22orf36 FAM211B
Q460M5	10116	Lrfn2 Salm1
Q8TDW0	9606	LRRC8C AD158 FAD158
Q8CDD9	10090	Lrif1
Q96JA1	9606	LRIG1 LIG1
Q96NI6	9606	LRFN5 C14orf146 SALM5
Q9DAK8	10090	Lrrc51 Lrtomt1
Q0P5X1	10090	Lrriq1
Q3TYX2	10090	Lrrn4cl
Q5BK65	10116	Nrros Lrrc33
Q9BX40	9606	LSM14B C20orf40 FAM61B RAP55B
A2VDH3	10090	Lrrc38
Q569B5	10116	Lrrc14
Q45R42	10116	Lrrc4
Q80XG9	10090	Lrrtm4
Q9Y333	9606	LSM2 C6orf28 G7B
Q9UFC0	9606	LRWD1 CENP-33 ORCA
O75197	9606	LRP5 LR3 LRP7
Q9Y4Y9	9606	LSM5
Q99KG5	10090	Lsr Lisch7
O00453	9606	LST1 B144
Q8K4G1	10090	Ltbp4
Q8IV03	9606	LURAP1L C9orf150 HYST0841
Q8K2P1	10090	Lurap1l D4Bwg0951e
P01717	9606	IGLV3-25
A0A075B6I9	9606	IGLV7-46
Q14767	9606	LTBP2 C14orf141 LTBP3
Q9Y250	9606	LZTS1 FEZ1
Q8VIK2	10090	Mpv17l2 Fksg24
Q9Y5Y7	9606	LYVE1 CRSBP1 HAR XLKD1 UNQ230/PRO263
Q80WQ8	10090	Mis18bp1 Kiaa1903 Knl2 M18bp1
Q9D925	10090	Lyzl4 Lyc4
Q60935	10090	Art1 Art2
O75951	9606	LYZL6 LYC1 UNQ754/PRO1485
Q9BXT6	9606	MOV10L1
Q5HZA4	10116	Lysmd1
Q13508	9606	ART3 TMART
Q8N8E1	9606	MAPKAPK5-AS1 C12orf47
P51970	9606	NDUFA8
D3ZG83	10116	Map3k10
P33908	9606	MAN1A1
Q80U28	10090	Madd Kiaa0358
Q08AU7	10090	Myadml2
Q9BQ69	9606	MACROD1 LRP16
O75444	9606	MAF
O15479	9606	MAGEB2
Q8NHW3	9606	MAFA
Q61083	10090	Map3k2 Mekk2
Q561S0	10116	Ndufa10
Q63379	10116	Mycn Nmyc Nmyc1
Q9DBV4	10090	Mxra8 Asp3 Dicam
Q5XI43	10116	Mxra8
P13349	9606	MYF5 BHLHC2
Q9UKN7	9606	MYO15A MYO15
P24526	10090	Pmp2
P12847	10116	Myh3
Q9Y623	9606	MYH4
Q29RW1	10116	Myh4
P13533	9606	MYH6 MYHCA
Q9JK81	10090	Myg1
Q641W2	10116	Myg1 C12orf10
Q8NEV4	9606	MYO3A
Q8WXR4	9606	MYO3B
B2RTY4	9606	MYO9A MYR7
Q8C7U1	10090	N4bp3
P02144	9606	MB
Q6SKR2	10090	N6amt1 Hemk2 Pred28
Q9JK37	10090	Myoz1
O15069	9606	NACAD KIAA0363
Q5VZE5	9606	NAA35 EGAP MAK10
Q8VE10	10090	Naa40 Nat11 Patt1
Q3UX61	10090	Naa11 Ard1b Ard2
Q9GZZ1	9606	NAA50 MAK3 NAT13 NAT5
Q80UM3	10090	Naa15 Narg1 Nat1 Tbdn-1 Tubedown
Q3MHC1	10116	Naa60 Nat15
Q93015	9606	NAA80 FUS2 NAT6
Q86TC9	9606	MYPN MYOP
Q8R4U1	10090	Mypop P42pop
P60202	10090	Plp1 Plp
O88177	10116	Pex12 Paf3
O60237	9606	PPP1R12B MYPT2
Q9R0A0	10090	Pex14
Q642G4	10116	Pex14
Q8VCI5	10090	Pex19 Pxf
Q91X91	10090	Qprt
Q6IA69	9606	NADSYN1
Q5VWK0	9606	NBPF6
P0C2Y1	9606	NBPF7
Q86T75	9606	NBPF11 NBPF24
Q8N660	9606	NBPF15 NBPF16
P19878	9606	NCF2 NOXA2 P67PHOX
Q9UBB6	9606	NCDN KIAA0607
P16435	9606	POR CYPOR
Q9CZA6	10090	Nde1 Nude
P52503	10090	Ndufs6 Ip13
Q6R891	10090	Ppp1r9b
P20929	9606	NEB
P56181	9606	NDUFV3
O60890	9606	OPHN1
O14841	9606	OPLAH
P97608	10116	Oplah
Q9H1Y3	9606	OPN3 ECPN
Q9QXZ9	10090	Opn4 Mop Mopn
P32300	10090	Oprd1
P33534	10090	Oprk1
P42866	10090	Oprm1 Mor Oprm
P41146	9606	OPRL1 OOR ORL1
P08100	9606	RHO OPN2
P15409	10090	Rho
Q8K3K8	10090	Optn
Q9UBM4	9606	OPTC OPT
Q920A0	10090	Optc Opt
P34982	9606	OR1D2 OLFR1
P58170	9606	OR1D5
P30953	9606	OR1E1 OR1E5 OR1E6 OR1E9P
P47887	9606	OR1E2 OR1E4
Q8WZA6	9606	OR1E3 OR1E3P
O43749	9606	OR1F1 OLFMF OR1F10 OR1F4 OR1F5 OR1F6 OR1F7 OR1F8 OR1F9
Q96R84	9606	OR1F2P OR1F2
Q8NH94	9606	OR1L1 OR1L2
Q8NGR5	9606	OR1L4 OR1L5
Q8NGR2	9606	OR1L6 OR1L7
Q8NGS0	9606	OR1N1 OR1N3
Q8NGR9	9606	OR1N2
Q6IF42	9606	OR2A2 OR2A17P OR2A2P
Q96R48	9606	OR2A5 OR2A26 OR2A8
Q9GZK3	9606	OR2B2 OR2B9
P59922	9606	OR2B8P OR2B8
Q5JQS5	9606	OR2B11
O95371	9606	OR2C1 OR2C2P
Q8N628	9606	OR2C3 OR2C4 OR2C5P
Q9H210	9606	OR2D2 OR2D1
Q8NGH3	9606	OR2D3
O95006	9606	OR2F2
Q8NGZ4	9606	OR2G3
Q9GZK4	9606	OR2H1 OR2H6 OR2H8
Q8NGU4	9606	OR2I1P OR2I2 OR2I3P OR2I4P
O76002	9606	OR2J2
Q8NGT1	9606	OR2K2 OR2AR1P
Q8NH16	9606	OR2L2 OR2L12 OR2L4P
Q8NG80	9606	OR2L5 OR2L11
Q8NGY9	9606	OR2L8
Q96R28	9606	OR2M2
Q96R27	9606	OR2M4
Q8NG81	9606	OR2M7
Q9NQN1	9606	OR2S2
O43869	9606	OR2T1
Q8NH00	9606	OR2T4
Q8NHC8	9606	OR2T6 OR2T6P OR2T9
P0C7T2	9606	OR2T7 OR2T7P
A6NFC9	9606	OR2W5 OR2W5P
Q8NHA6	9606	OR2W6P OR2W7P
P47883	9606	OR3A4P OR3A4 OR3A5P
Q8NGN8	9606	OR4A4P
Q8NH37	9606	OR4C3
Q8NGB2	9606	OR4C5
Q6IEV9	9606	OR4C11 OR4C11P
Q96R67	9606	OR4C12
Q15615	9606	OR4D1 OR4D3
Q8NGJ1	9606	OR4D6
Q8NGE8	9606	OR4D9
Q8NGB9	9606	OR4F6 OR4F12
Q8NGD2	9606	OR4K2
Q8NH41	9606	OR4K15
Q8NH43	9606	OR4L1 OR4L2P
Q8NGB6	9606	OR4M2
Q8N0Y3	9606	OR4N4
Q8IXE1	9606	OR4N5
Q8NH73	9606	OR4S2 OR4S2P
Q8NGJ0	9606	OR5A1 OR5A1P
Q8NH48	9606	OR5B3 OR5B13
Q96R08	9606	OR5B12 OR5B12P OR5B16
Q8NGL3	9606	OR5D14
Q8NGL1	9606	OR5D18
P0C626	9606	OR5G3 OR5G3P OR5G6P
Q8NGV7	9606	OR5H2
Q13606	9606	OR5I1 OLF1
A6NET4	9606	OR5K3
A6NMS3	9606	OR5K4
Q8NGP4	9606	OR5M3
Q8NGP6	9606	OR5M8
Q96RB7	9606	OR5M11
Q8WZ94	9606	OR5P3
Q8NH85	9606	OR5R1 OR5R1P
Q8NG75	9606	OR5T1 OR5T1P
Q8NGG3	9606	OR5T3
O95007	9606	OR6B1
Q6IFH4	9606	OR6B2 OR6B2P
Q9NZP2	9606	OR6C2
Q8NGE1	9606	OR6C4
Q8NGC5	9606	OR6J1 OR6J2
Q8NGY3	9606	OR6K3
Q8NGY5	9606	OR6N1
Q8NGQ2	9606	OR6Q1
Q8NH79	9606	OR6X1
Q15622	9606	OR7A5
O14581	9606	OR7A17
Q96RA2	9606	OR7D2
Q8NGA0	9606	OR7G1 OR7G1P
Q8NG95	9606	OR7G3
P0DMU2	9606	OR8G3P
Q15617	9606	OR8G1 OR8G1P
Q8NGP2	9606	OR8J1
Q8NGE7	9606	OR9K2
Q8NGQ5	9606	OR9Q1
Q8NGE9	9606	OR9Q2 OR9Q2P
Q9BRQ5	9606	ORAI3 TMEM142C
Q80Z32	10116	Orc1 Orc1l
Q9H999	9606	PANK3
Q9NVE7	9606	PANK4
Q7Z3H0	9606	ANKRD33 C12orf7 PANKY
Q96QZ0	9606	PANX3
P60572	10116	Panx3 Px3
Q61183	10090	Papola Pap Plap
Q9NRJ5	9606	PAPOLB PAPT
O15146	9606	MUSK
Q61006	10090	Musk Nsk2
P16332	10090	Mmut Mut
Q14764	9606	MVP LRP
P10166	10090	Mycl Lmyc1 Mycl1
P04198	9606	MYCN BHLHE37 NMYC
P06876	10090	Myb
A0A1B0GUC4	9606	MYOCOS
P15063	10116	Mycb Bmyc
P48972	10090	Mybl2 Bmyb
Q8VIM5	10090	Myocd Bsac2 Mycd Srfcp
Q5SX40	10090	Myh1
P01108	10090	Myc
D3ZDI6	10116	Mylip
Q3UR85	10090	Myrf Gm1804 Gm98 Mrf
Q8VCR8	10090	Mylk2
Q9Y6X6	9606	MYO16 KIAA0865 MYO16B NYAP3
Q86YV6	9606	MYLK4 SGK085
Q1EG27	10090	Myo3b
Q8C170	10090	Myo9a Myr7
Q5VTT5	9606	MYOM3
Q5VU43	9606	PDE4DIP CMYA2 KIAA0454 KIAA0477 MMGL
Q9H1M0	9606	NUP62CL NUP62L
Q6NSJ0	9606	MYORG KIAA1161
Q12965	9606	MYO1E MYO1C
Q9ULV0	9606	MYO5B KIAA1119
Q8CES0	10090	Naa30 Mak3 Nat12
E9PAV3	9606	NACA
Q5TBK1	9606	N4BP2L1 CG081
Q66H65	10116	N4bp2l2 Pfaap5
Q9Y483	9606	MTF2 PCL2
Q9CQ65	10090	Mtap
P49914	9606	MTHFS
Q9D110	10090	Mthfs
Q497C3	10116	Mettl26
Q5FVM6	10116	Mtmr12 Pip3ap
Q9WTJ6	10090	Tesmin Mtl5
Q8NCE2	9606	MTMR14 C3orf29
G3V9A7	10116	Mtfr1
Q6P444	9606	MTFR2 DUFD1 FAM54A
Q8VED8	10090	Mtfr2 Dufd1 Fam54a
Q8R2R6	10090	Mtg1 Gm169 Gtpbp7
Q9BV20	9606	MRI1 MRDI UNQ6390/PRO21135
Q5HZE4	10116	Mri1
P29803	9606	PDHA2 PDHAL
Q96GX9	9606	APIP CGI-29
Q9WVQ5	10090	Apip Mmrp19
Q99JT9	10090	Adi1 Mtcbp1
Q62953	10116	Gpr50
P35377	10090	Oprl1 Oor Oprl
P0DN77	9606	OPN1MW2
Q96CV9	9606	OPTN FIP2 GLC1E HIP7 HYPL NRP
Q9P1Q5	9606	OR1A1
Q9Y585	9606	OR1A2
P47884	9606	OR1D4
Q8NHA8	9606	OR1F12 OR1F12P
P47890	9606	OR1G1 OR1G2
O60431	9606	OR1I1
Q8NGS3	9606	OR1J1
Q8NGS2	9606	OR1J2 OR1J3 OR1J5
Q8NGR3	9606	OR1K1
Q8NGR8	9606	OR1L8
O95047	9606	OR2A4 OR2A10
Q96R45	9606	OR2A7
Q8N349	9606	OR2L13 OR2L14
A3KFT3	9606	OR2M5 OR2M5P
Q9Y3N9	9606	OR2W1
Q7Z3T1	9606	OR2W3 OR2W3P OR2W8P
Q8NG97	9606	OR2Z1 OR2Z2
P47881	9606	OR3A1 OLFRA03
P47893	9606	OR3A2 OLFRA04
Q8NGI4	9606	OR4D11 OR4D11P
Q8NH21	9606	OR4F5
Q8NH42	9606	OR4K13
