Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
21 2 -7.717571 0.0 -44.3653 7.43057 -11.6933 225.358 -1887.31 223.755 -1877.37 0.0 223.755 -1877.37 28.8331 -44.3653 -1669.1472 11.9603 11.9603
21 3 -7.9509125 0.0 -45.0207 7.60607 -10.8627 225.358 -1887.31 223.323 -1878.4 0.0 223.323 -1878.4 51.2651 -45.0207 -1648.8326 34.8202 34.8202
21 4 -8.011934 0.0 -45.4447 7.63514 -10.8026 225.358 -1887.31 223.254 -1878.53 0.0 223.254 -1878.53 52.0597 -45.4447 -1648.661 35.2793 35.2793
22 0 -7.6576357 0.0 -42.1478 7.45136 -11.8426 225.358 -1887.31 223.428 -1879.43 0.0 223.428 -1879.43 28.5691 -42.1478 -1669.5808 8.30954 8.30954
22 1 -7.3687677 0.0 -39.9427 7.28155 -11.3782 225.358 -1887.31 223.469 -1877.98 0.0 223.469 -1877.98 26.436 -39.9427 -1668.0177 9.85504 9.85504
22 2 -7.2259793 0.0 -37.903 7.24926 -11.3309 225.358 -1887.31 223.474 -1878.81 0.0 223.474 -1878.81 26.1954 -37.903 -1667.0437 10.6008 10.6008
23 0 -7.369359 0.0 -37.2073 7.30363 -12.2991 225.358 -1887.31 224.307 -1884.4 0.0 224.307 -1884.4 27.805 -37.2073 -1669.4954 15.844 15.844
23 1 -7.2139893 0.0 -35.3414 7.226 -11.7133 225.358 -1887.31 223.822 -1883.53 0.0 223.822 -1883.53 26.6742 -35.3414 -1668.3752 14.4751 14.4751
23 2 -7.1995735 0.0 -34.9807 7.23773 -11.7156 225.358 -1887.31 223.721 -1883.68 0.0 223.721 -1883.68 26.89 -34.9807 -1668.0498 14.5249 14.5249
23 3 -6.952654 0.0 -30.048 7.22536 -11.7265 225.358 -1887.31 224.756 -1888.9 0.0 224.756 -1888.9 26.4963 -30.048 -1667.6958 18.8356 18.8356
23 4 -7.2034183 0.0 -33.6852 7.52451 -11.5566 225.358 -1887.31 223.719 -1885.14 0.0 223.719 -1885.14 28.8329 -33.6852 -1666.2733 16.1349 16.1349
23 5 -7.231914 0.0 -42.3514 7.48231 -12.2391 225.358 -1887.31 224.044 -1873.46 0.0 224.044 -1873.46 34.0735 -42.3514 -1657.6938 22.8656 22.8656
24 0 -7.5341554 0.0 -40.2584 7.44955 -11.344 225.358 -1887.31 222.55 -1878.48 0.0 222.55 -1878.48 27.0256 -40.2584 -1669.1627 8.84017 8.84017
24 1 -7.5250144 0.0 -40.1783 7.45311 -11.3442 225.358 -1887.31 222.557 -1878.46 0.0 222.557 -1878.46 27.0297 -40.1783 -1669.0515 8.82611 8.82611
25 0 -7.711391 0.0 -47.187 7.27573 -11.3459 225.358 -1887.31 223.322 -1872.13 0.0 223.322 -1872.13 26.8428 -47.187 -1669.1522 12.2642 12.2642
25 1 -7.4599767 0.0 -44.9469 7.79277 -11.2906 225.358 -1887.31 222.371 -1869.16 0.0 222.371 -1869.16 28.2341 -44.9469 -1663.5018 9.57724 9.57724
25 2 -7.1950707 0.0 -39.148 7.90421 -11.8033 225.358 -1887.31 222.018 -1873.59 0.0 222.018 -1873.59 29.3609 -39.148 -1661.3591 13.2657 13.2657
26 0 -7.3341107 0.0 -35.8049 7.35534 -11.9369 225.358 -1887.31 223.919 -1884.95 0.0 223.919 -1884.95 27.7781 -35.8049 -1669.0579 16.214 16.214
26 1 -7.3341107 0.0 -35.8049 7.35534 -11.9369 225.358 -1887.31 223.919 -1884.95 0.0 223.919 -1884.95 27.7781 -35.8049 -1669.0579 16.214 16.214
26 2 -7.3341107 0.0 -35.8049 7.35534 -11.9369 225.358 -1887.31 223.919 -1884.95 0.0 223.919 -1884.95 27.7781 -35.8049 -1669.0579 16.214 16.214
26 3 -7.2016697 0.0 -34.1215 7.27268 -11.7938 225.358 -1887.31 224.286 -1885.94 0.0 224.286 -1885.94 27.2384 -34.1215 -1668.537 18.5872 18.5872
26 4 -7.2016697 0.0 -34.1215 7.27268 -11.7938 225.358 -1887.31 224.286 -1885.94 0.0 224.286 -1885.94 27.2384 -34.1215 -1668.537 18.5872 18.5872
26 5 -7.221994 0.0 -34.3587 7.27801 -11.7826 225.358 -1887.31 224.211 -1885.77 0.0 224.211 -1885.77 27.4928 -34.3587 -1668.4248 18.6066 18.6066
26 6 -7.221994 0.0 -34.3587 7.27801 -11.7826 225.358 -1887.31 224.211 -1885.77 0.0 224.211 -1885.77 27.4928 -34.3587 -1668.4248 18.6066 18.6066
26 7 -7.221994 0.0 -34.3587 7.27801 -11.7826 225.358 -1887.31 224.211 -1885.77 0.0 224.211 -1885.77 27.4928 -34.3587 -1668.4248 18.6066 18.6066
27 0 -7.3409824 0.0 -37.8706 7.28635 -11.5067 225.358 -1887.31 223.262 -1880.53 0.0 223.262 -1880.53 26.4225 -37.8706 -1668.7162 12.1463 12.1463
27 1 -7.3078165 0.0 -36.8486 7.28574 -11.4077 225.358 -1887.31 223.715 -1882.17 0.0 223.715 -1882.17 26.6005 -36.8486 -1668.7031 14.454 14.454
27 2 -7.362692 0.0 -38.4579 7.27839 -11.5072 225.358 -1887.31 223.191 -1879.88 0.0 223.191 -1879.88 26.5273 -38.4579 -1668.6195 11.9895 11.9895
27 3 -7.1204953 0.0 -35.857 7.23185 -12.4131 225.358 -1887.31 223.404 -1881.25 0.0 223.404 -1881.25 27.7251 -35.857 -1665.9779 14.5518 14.5518
27 4 -7.1204953 0.0 -35.857 7.23185 -12.4131 225.358 -1887.31 223.404 -1881.25 0.0 223.404 -1881.25 27.7251 -35.857 -1665.9779 14.5518 14.5518
27 5 -7.1204953 0.0 -35.857 7.23185 -12.4131 225.358 -1887.31 223.404 -1881.25 0.0 223.404 -1881.25 27.7251 -35.857 -1665.9779 14.5518 14.5518
27 6 -7.1458344 0.0 -36.2517 7.24495 -12.4289 225.358 -1887.31 223.262 -1880.83 0.0 223.262 -1880.83 27.9096 -36.2517 -1665.9102 14.3354 14.3354
27 7 -7.1458344 0.0 -36.2517 7.24495 -12.4289 225.358 -1887.31 223.262 -1880.83 0.0 223.262 -1880.83 27.9096 -36.2517 -1665.9102 14.3354 14.3354
28 0 -7.7415 0.0 -49.0966 7.24438 -12.8496 225.358 -1887.31 223.107 -1870.89 0.0 223.107 -1870.89 28.7286 -49.0966 -1668.1511 13.1241 13.1241
28 1 -7.7064476 0.0 -48.7514 7.2441 -12.8421 225.358 -1887.31 223.111 -1870.85 0.0 223.111 -1870.85 28.581 -48.7514 -1667.9094 13.2006 13.2006
28 2 -7.130643 0.0 -33.8314 7.24605 -12.4108 225.358 -1887.31 223.357 -1884.45 0.0 223.357 -1884.45 27.594 -33.8314 -1667.3303 14.6186 14.6186
28 3 -7.12697 0.0 -33.91 7.24638 -12.4075 225.358 -1887.31 223.354 -1884.26 0.0 223.354 -1884.26 27.5638 -33.91 -1667.2522 14.7068 14.7068
28 4 -7.589638 0.0 -47.2629 7.23834 -12.8738 225.358 -1887.31 223.148 -1871.34 0.0 223.148 -1871.34 28.299 -47.2629 -1667.1559 13.7652 13.7652
28 5 -7.589638 0.0 -47.2629 7.23834 -12.8738 225.358 -1887.31 223.148 -1871.34 0.0 223.148 -1871.34 28.299 -47.2629 -1667.1559 13.7652 13.7652
28 6 -7.0770516 0.0 -35.321 7.25118 -12.4579 225.358 -1887.31 223.544 -1881.6 0.0 223.544 -1881.6 27.8363 -35.321 -1665.5408 15.2173 15.2173
28 7 -7.0811105 0.0 -35.5921 7.23798 -12.4248 225.358 -1887.31 223.554 -1881.25 0.0 223.554 -1881.25 27.7631 -35.5921 -1665.525 15.2415 15.2415
28 8 -7.017663 0.0 -35.137 7.23197 -12.4102 225.358 -1887.31 223.469 -1880.78 0.0 223.469 -1880.78 27.4913 -35.137 -1664.9568 15.6987 15.6987
28 9 -7.017663 0.0 -35.137 7.23197 -12.4102 225.358 -1887.31 223.469 -1880.78 0.0 223.469 -1880.78 27.4913 -35.137 -1664.9568 15.6987 15.6987
28 10 -6.9519467 0.0 -31.7321 7.48191 -11.6514 225.358 -1887.31 222.47 -1882.28 0.0 222.47 -1882.28 29.4066 -31.7321 -1662.1355 18.3815 18.3815
28 11 -7.3519864 0.0 -36.3145 7.70492 -11.1534 225.358 -1887.31 222.806 -1881.41 0.0 222.806 -1881.41 33.9958 -36.3145 -1660.9227 20.8326 20.8326
28 12 -7.1077833 0.0 -33.6441 7.68192 -11.3037 225.358 -1887.31 222.655 -1881.5 0.0 222.655 -1881.5 33.547 -33.6441 -1658.942 21.9286 21.9286
28 13 -7.51494 0.0 -43.3936 7.84002 -10.9634 225.358 -1887.31 222.734 -1872.62 0.0 222.734 -1872.62 37.7689 -43.3936 -1655.5107 25.9962 25.9962
28 14 -7.430812 0.0 -42.4979 7.86057 -10.9684 225.358 -1887.31 223.036 -1873.07 0.0 223.036 -1873.07 37.7463 -42.4979 -1654.7855 26.8046 26.8046
29 0 -7.349281 0.0 -38.0143 7.2098 -12.4793 225.358 -1887.31 222.444 -1880.27 0.0 222.444 -1880.27 27.7646 -38.0143 -1668.0758 6.32752 6.32752
30 0 -7.239326 0.0 -33.3026 7.39756 -11.6491 225.358 -1887.31 223.611 -1886.44 0.0 223.611 -1886.44 28.5609 -33.3026 -1667.5707 15.1931 15.1931
30 1 -7.239326 0.0 -33.3026 7.39756 -11.6491 225.358 -1887.31 223.611 -1886.44 0.0 223.611 -1886.44 28.5609 -33.3026 -1667.5707 15.1931 15.1931
30 2 -7.2289953 0.0 -33.0099 7.40912 -11.6701 225.358 -1887.31 223.529 -1886.6 0.0 223.529 -1886.6 28.6377 -33.0099 -1667.4431 15.2005 15.2005
30 3 -7.2289953 0.0 -33.0099 7.40912 -11.6701 225.358 -1887.31 223.529 -1886.6 0.0 223.529 -1886.6 28.6377 -33.0099 -1667.4431 15.2005 15.2005
30 4 -7.2289953 0.0 -33.0099 7.40912 -11.6701 225.358 -1887.31 223.529 -1886.6 0.0 223.529 -1886.6 28.6377 -33.0099 -1667.4431 15.2005 15.2005
30 5 -7.234266 0.0 -33.1128 7.41362 -11.6755 225.358 -1887.31 223.519 -1886.51 0.0 223.519 -1886.51 28.8219 -33.1128 -1667.2819 15.329 15.329
30 6 -7.234266 0.0 -33.1128 7.41362 -11.6755 225.358 -1887.31 223.519 -1886.51 0.0 223.519 -1886.51 28.8219 -33.1128 -1667.2819 15.329 15.329
30 7 -7.234266 0.0 -33.1128 7.41362 -11.6755 225.358 -1887.31 223.519 -1886.51 0.0 223.519 -1886.51 28.8219 -33.1128 -1667.2819 15.329 15.329
31 0 -8.002091 0.0 -58.2247 7.27919 -11.5254 225.358 -1887.31 222.434 -1858.62 0.0 222.434 -1858.62 27.2842 -58.2247 -1667.1266 7.40254 7.40254
31 1 -7.9962296 0.0 -58.1503 7.27866 -11.5231 225.358 -1887.31 222.429 -1858.63 0.0 222.429 -1858.63 27.2489 -58.1503 -1667.1024 7.39766 7.39766
31 2 -7.9923244 0.0 -58.1153 7.27768 -11.5221 225.358 -1887.31 222.422 -1858.61 0.0 222.422 -1858.61 27.2163 -58.1153 -1667.087 7.39275 7.39275
31 3 -7.9923244 0.0 -58.1153 7.27768 -11.5221 225.358 -1887.31 222.422 -1858.61 0.0 222.422 -1858.61 27.2163 -58.1153 -1667.087 7.39275 7.39275
31 4 -7.0136633 0.0 -49.3879 7.57129 -11.6602 225.358 -1887.31 222.795 -1856.37 0.0 222.795 -1856.37 36.0293 -49.3879 -1646.9336 28.6186 28.6186
31 5 -7.0060062 0.0 -49.273 7.57366 -11.6545 225.358 -1887.31 222.793 -1856.41 0.0 222.793 -1856.41 35.984 -49.273 -1646.906 28.6216 28.6216
31 6 -7.002645 0.0 -49.2501 7.57363 -11.6524 225.358 -1887.31 222.794 -1856.39 0.0 222.794 -1856.39 35.96 -49.2501 -1646.8862 28.6277 28.6277
31 7 -7.002645 0.0 -49.2501 7.57363 -11.6524 225.358 -1887.31 222.794 -1856.39 0.0 222.794 -1856.39 35.96 -49.2501 -1646.8862 28.6277 28.6277
32 0 -6.995477 0.0 -29.3634 7.22299 -12.8567 225.358 -1887.31 223.765 -1890.26 0.0 223.765 -1890.26 28.7899 -29.3634 -1667.0685 18.7669 18.7669
32 1 -6.995477 0.0 -29.3634 7.22299 -12.8567 225.358 -1887.31 223.765 -1890.26 0.0 223.765 -1890.26 28.7899 -29.3634 -1667.0685 18.7669 18.7669
32 2 -6.99013 0.0 -28.58 7.24988 -12.8561 225.358 -1887.31 223.667 -1891.19 0.0 223.667 -1891.19 29.1246 -28.58 -1666.9784 19.0452 19.0452
32 3 -6.99013 0.0 -28.58 7.24988 -12.8561 225.358 -1887.31 223.667 -1891.19 0.0 223.667 -1891.19 29.1246 -28.58 -1666.9784 19.0452 19.0452
32 4 -6.99013 0.0 -28.58 7.24988 -12.8561 225.358 -1887.31 223.667 -1891.19 0.0 223.667 -1891.19 29.1246 -28.58 -1666.9784 19.0452 19.0452
32 5 -6.9954333 0.0 -28.6651 7.25753 -12.866 225.358 -1887.31 223.665 -1891.14 0.0 223.665 -1891.14 29.2802 -28.6651 -1666.8599 19.1893 19.1893
32 6 -6.9954333 0.0 -28.6651 7.25753 -12.866 225.358 -1887.31 223.665 -1891.14 0.0 223.665 -1891.14 29.2802 -28.6651 -1666.8599 19.1893 19.1893
32 7 -6.9954333 0.0 -28.6651 7.25753 -12.866 225.358 -1887.31 223.665 -1891.14 0.0 223.665 -1891.14 29.2802 -28.6651 -1666.8599 19.1893 19.1893
33 0 -7.363541 0.0 -39.7806 7.27238 -11.3325 225.358 -1887.31 224.023 -1878.97 0.0 224.023 -1878.97 27.6945 -39.7806 -1667.0331 14.7633 14.7633
34 0 -7.311392 0.0 -37.4508 7.28631 -11.569 225.358 -1887.31 223.781 -1881.56 0.0 223.781 -1881.56 28.564 -37.4508 -1666.6659 18.9698 18.9698
35 0 -7.7170215 0.0 -50.6758 7.39608 -12.2883 225.358 -1887.31 222.251 -1865.93 0.0 222.251 -1865.93 28.3745 -50.6758 -1665.9803 7.63046 7.63046
36 0 -7.2764573 0.0 -36.2049 7.4832 -12.2577 225.358 -1887.31 223.639 -1883.08 0.0 223.639 -1883.08 29.6885 -36.2049 -1665.9573 15.2798 15.2798
37 0 -8.243641 0.0 -48.302 7.67328 -11.0076 225.358 -1887.31 223.024 -1877.69 0.0 223.024 -1877.69 37.9429 -48.302 -1665.025 15.2482 15.2482
38 0 -7.308629 0.0 -41.0239 7.62075 -12.0888 225.358 -1887.31 222.206 -1873.56 0.0 222.206 -1873.56 29.0157 -41.0239 -1663.3623 9.54282 9.54282
38 1 -6.9101243 0.0 -30.0738 7.53265 -12.7489 225.358 -1887.31 222.6 -1885.38 0.0 222.6 -1885.38 30.0834 -30.0738 -1662.7704 12.086 12.086
38 2 -6.5829396 0.0 -33.1569 7.37664 -12.2691 225.358 -1887.31 222.361 -1874.66 0.0 222.361 -1874.66 28.2784 -33.1569 -1657.1776 10.5548 10.5548
38 3 -6.78828 0.0 -34.1113 7.47035 -11.597 225.358 -1887.31 222.042 -1875.23 0.0 222.042 -1875.23 34.5051 -34.1113 -1652.7942 17.8387 17.8387
39 0 -7.284614 0.0 -38.4375 7.56328 -12.498 225.358 -1887.31 224.138 -1880.65 0.0 224.138 -1880.65 31.6363 -38.4375 -1663.3132 18.3263 18.3263
39 1 -7.029819 0.0 -39.018 7.5743 -13.0253 225.358 -1887.31 224.08 -1876.01 0.0 224.08 -1876.01 30.6592 -39.018 -1660.2888 16.9111 16.9111
39 2 -6.9615045 0.0 -36.0716 7.54489 -12.7257 225.358 -1887.31 224.692 -1880.14 0.0 224.692 -1880.14 33.488 -36.0716 -1658.0316 20.8818 20.8818
40 0 -7.094634 0.0 -35.7743 7.47931 -11.2849 225.358 -1887.31 223.317 -1879.31 0.0 223.317 -1879.31 28.8335 -35.7743 -1662.9338 16.5256 16.5256
40 1 -7.080646 0.0 -35.9262 7.49248 -11.2568 225.358 -1887.31 223.344 -1878.84 0.0 223.344 -1878.84 28.7364 -35.9262 -1662.6858 16.5674 16.5674
40 2 -7.057145 0.0 -36.734 7.46762 -11.6635 225.358 -1887.31 223.53 -1877.94 0.0 223.53 -1877.94 31.8979 -36.734 -1659.246 20.2645 20.2645
40 3 -6.9916625 0.0 -36.1044 7.46259 -11.6671 225.358 -1887.31 223.54 -1877.87 0.0 223.54 -1877.87 31.5891 -36.1044 -1658.8452 20.3772 20.3772
40 4 -6.9118013 0.0 -36.5013 7.5901 -12.0755 225.358 -1887.31 223.247 -1875.71 0.0 223.247 -1875.71 30.145 -36.5013 -1658.8193 19.4172 19.4172
41 0 -6.77441 0.0 -31.1265 7.28561 -11.7157 225.358 -1887.31 222.908 -1881.36 0.0 222.908 -1881.36 27.4258 -31.1265 -1662.1527 14.5806 14.5806
41 1 -6.8611183 0.0 -34.0416 7.32385 -11.6453 225.358 -1887.31 222.422 -1877.39 0.0 222.422 -1877.39 27.8345 -34.0416 -1661.1752 13.0425 13.0425
41 2 -6.8591447 0.0 -33.2941 7.3916 -11.7158 225.358 -1887.31 222.662 -1878.85 0.0 222.662 -1878.85 28.5475 -33.2941 -1660.9346 14.2569 14.2569
41 3 -6.852697 0.0 -33.1848 7.39059 -11.7046 225.358 -1887.31 222.653 -1878.89 0.0 222.653 -1878.89 28.5239 -33.1848 -1660.898 14.2411 14.2411
41 4 -6.813715 0.0 -32.5979 7.37884 -11.6678 225.358 -1887.31 222.639 -1879.12 0.0 222.639 -1879.12 28.3505 -32.5979 -1660.7284 14.2747 14.2747
42 0 -6.924227 0.0 -34.7555 7.36288 -11.6373 225.358 -1887.31 222.623 -1877.56 0.0 222.623 -1877.56 27.9884 -34.7555 -1661.7041 12.0607 12.0607
43 0 -6.7270775 0.0 -31.2271 7.37195 -11.6414 225.358 -1887.31 224.258 -1882.31 0.0 224.258 -1882.31 27.9712 -31.2271 -1661.3079 21.6808 21.6808
43 1 -6.892412 0.0 -34.2045 7.43454 -12.1887 225.358 -1887.31 223.967 -1880.41 0.0 223.967 -1880.41 30.1242 -34.2045 -1660.5233 22.2823 22.2823
43 2 -6.8778296 0.0 -33.0896 7.41739 -12.2848 225.358 -1887.31 223.962 -1882.01 0.0 223.962 -1882.01 32.4346 -33.0896 -1658.703 23.799 23.799
44 0 -6.9563026 0.0 -35.4065 7.71003 -11.7116 225.358 -1887.31 223.331 -1877.71 0.0 223.331 -1877.71 29.7022 -35.4065 -1660.0833 22.6219 22.6219
44 1 -6.6405463 0.0 -30.8285 7.8502 -11.7499 225.358 -1887.31 224.257 -1880.88 0.0 224.257 -1880.88 31.3555 -30.8285 -1656.0961 25.9769 25.9769
45 0 -8.064779 0.0 -44.3614 7.83245 -11.0796 225.358 -1887.31 223.034 -1880.7 0.0 223.034 -1880.7 43.8152 -44.3614 -1658.2122 26.2336 26.2336
45 1 -7.962096 0.0 -43.0783 7.82687 -11.0906 225.358 -1887.31 223.063 -1881.07 0.0 223.063 -1881.07 42.9501 -43.0783 -1658.1351 26.1223 26.1223
45 2 -7.978158 0.0 -43.4226 7.83489 -11.1165 225.358 -1887.31 223.08 -1880.84 0.0 223.08 -1880.84 43.1494 -43.4226 -1658.0332 26.1739 26.1739
46 0 -6.6888347 0.0 -27.8482 7.6426 -12.6431 225.358 -1887.31 223.526 -1886.36 0.0 223.526 -1886.36 33.573 -27.8482 -1657.1091 26.718 26.718
47 0 -7.5722733 0.0 -44.2344 7.7713 -10.8692 225.358 -1887.31 223.375 -1873.26 0.0 223.375 -1873.26 37.298 -44.2344 -1656.8214 23.2673 23.2673
48 0 -6.9079437 0.0 -35.2527 7.52663 -11.9509 225.358 -1887.31 224.657 -1879.73 0.0 224.657 -1879.73 34.6155 -35.2527 -1655.7102 25.6841 25.6841
49 0 -6.4670577 0.0 -27.9671 7.3511 -13.0712 225.358 -1887.31 224.651 -1885.17 0.0 224.651 -1885.17 33.0676 -27.9671 -1655.4186 25.2126 25.2126
50 0 -7.3009324 0.0 -33.02 7.96001 -11.376 225.358 -1887.31 223.067 -1885.9 0.0 223.067 -1885.9 40.6481 -33.02 -1655.205 27.155 27.155
51 0 -7.0982785 0.0 -33.8674 7.95302 -11.2783 225.358 -1887.31 222.807 -1880.79 0.0 222.807 -1880.79 39.3024 -33.8674 -1652.548 27.2923 27.2923
52 0 -7.4103384 0.0 -41.7296 8.15952 -11.3624 225.358 -1887.31 223.091 -1873.94 0.0 223.091 -1873.94 40.1367 -41.7296 -1652.4419 27.8093 27.8093
53 0 -6.7096157 0.0 -34.2434 7.51774 -12.7038 225.358 -1887.31 222.654 -1875.72 0.0 222.654 -1875.72 41.6467 -34.2434 -1645.6626 32.601 32.601
