From src:'1'	To src:'3'
CHEMBL129014	NRN
CHEMBL2041756	C7L
CHEMBL3577084	LX8
CHEMBL469912	PUY
CHEMBL752	A
CHEMBL752	AMP
CHEMBL3622958	4MG
CHEMBL1171272	GIR
CHEMBL47541	0FA
CHEMBL2443188	E1F
CHEMBL258467	D28
CHEMBL1910888	NX3
CHEMBL229565	DPV
CHEMBL3233202	YH2
CHEMBL3590106	EVK
CHEMBL3393127	992
CHEMBL131244	192
CHEMBL15967	PZO
CHEMBL3310895	M8P
CHEMBL1233803	K53
CHEMBL101846	4AY
CHEMBL1237	LPR
CHEMBL442384	S0E
CHEMBL1233689	IVH
CHEMBL1236394	TRC
CHEMBL206031	385
CHEMBL489514	AJB
CHEMBL1928352	N04
CHEMBL304784	CIB
CHEMBL259724	TYD
CHEMBL1232492	EEG
CHEMBL507060	44P
CHEMBL177756	FLU
CHEMBL248176	J07
CHEMBL3824314	C7Y
CHEMBL1275703	5P3
CHEMBL1517	OTC
CHEMBL2172630	0U0
CHEMBL3774784	FF8
CHEMBL411664	GYK
CHEMBL1509398	71T
CHEMBL567352	JU2
CHEMBL2047901	0GU
CHEMBL286062	3H0
CHEMBL1221649	ML5
CHEMBL492514	2RB
CHEMBL1178	XQG
CHEMBL2011156	E90
CHEMBL317940	44W
CHEMBL3237993	2TJ
CHEMBL2426573	1UX
CHEMBL434785	IGL
CHEMBL282731	GKP
CHEMBL1187858	HBP
CHEMBL3765514	5D0
CHEMBL282686	AZ2
CHEMBL142485	ZAT
CHEMBL3353420	9YE
CHEMBL228057	UGA
CHEMBL307193	0E9
CHEMBL448143	1ZB
CHEMBL476926	GB7
CHEMBL1403981	NXY
CHEMBL112598	TIT
CHEMBL1236433	TTF
CHEMBL3770889	69V
CHEMBL472733	EP4
CHEMBL1236582	UOC
CHEMBL3337881	WLL
CHEMBL450950	CPS
CHEMBL3262590	2QU
CHEMBL1271638	E38
CHEMBL1615165	P9J
CHEMBL1230156	3MT
CHEMBL3087498	AW2
CHEMBL3183329	3G9
CHEMBL3590478	XPY
CHEMBL318814	G26
CHEMBL3326431	5MH
CHEMBL43	ASW
CHEMBL253539	UFT
CHEMBL1917723	YJW
CHEMBL191	LSN
CHEMBL2385758	NVW
CHEMBL261014	446
CHEMBL3394059	3U5
CHEMBL14568	PE9
CHEMBL260585	8PC
CHEMBL3889951	7FM
CHEMBL3928608	6PW
CHEMBL2141296	6V8
CHEMBL60542	GM4
CHEMBL3547141	6J0
CHEMBL243978	333
CHEMBL569169	CC2
CHEMBL1231689	CCR
CHEMBL1384742	6SU
CHEMBL8759	40F
CHEMBL3091492	P98
CHEMBL30014	DIE
CHEMBL1230790	ABJ
CHEMBL1256639	23W
CHEMBL259327	27L
CHEMBL2219913	7R2
CHEMBL189938	L05
CHEMBL551628	1U9
CHEMBL1235979	SMY
CHEMBL3828743	6EE
CHEMBL3561645	JGD
CHEMBL1235108	P4T
CHEMBL3696708	ELZ
CHEMBL1800955	2OW
CHEMBL2377859	Z60
CHEMBL333964	BWD
CHEMBL269538	HRM
CHEMBL422668	CXA
CHEMBL887	RAU
CHEMBL3589163	JJA
CHEMBL2208038	BVB
CHEMBL436784	LGD
CHEMBL273459	HE4
CHEMBL97162	SB0
CHEMBL1615150	OLF
CHEMBL3344079	3JU
CHEMBL487273	YDK
CHEMBL3806191	69W
CHEMBL611940	GL5
CHEMBL296939	GFA
CHEMBL1236095	SVE
CHEMBL1532322	FQD
CHEMBL281021	XAP
CHEMBL158766	MCT
CHEMBL103043	UI2
CHEMBL305785	968
CHEMBL124840	D1S
CHEMBL1231562	C1F
CHEMBL1334347	5WU
CHEMBL1231193	TRU
CHEMBL384304	LIA
CHEMBL1738928	XDH
CHEMBL1206015	AZN
CHEMBL2140523	AU5
CHEMBL1462	4A3
CHEMBL578906	LGM
CHEMBL453716	DIO
CHEMBL3416696	6PX
CHEMBL1738722	3AW
CHEMBL555457	14O
CHEMBL122	RCX
CHEMBL3991052	W7J
CHEMBL1234945	ODK
CHEMBL21708	4MA
CHEMBL3092537	MEJ
CHEMBL3808682	3CT
CHEMBL349605	MRY
CHEMBL1213603	8BJ
CHEMBL1213603	NHT
CHEMBL30106	2MY
CHEMBL1533396	F91
CHEMBL1231519	BVP
CHEMBL549343	692
CHEMBL1614722	01T
CHEMBL3774598	S2X
CHEMBL506972	DEE
CHEMBL1162545	GLV
CHEMBL14245	1BO
CHEMBL3799575	C4Y
CHEMBL3140256	G8S
CHEMBL558476	4A2
CHEMBL1236752	X1P
CHEMBL888	GEO
CHEMBL241634	KRM
CHEMBL2058204	5U7
CHEMBL2397148	BXV
CHEMBL1097318	74A
CHEMBL3589039	49L
CHEMBL98406	FBB
CHEMBL3264610	6D8
CHEMBL1255855	EFO
CHEMBL478381	4BQ
CHEMBL3586666	43R
CHEMBL46293	BNF
CHEMBL461606	AFJ
CHEMBL8799	HL0
CHEMBL3640258	60T
CHEMBL204997	6NH
CHEMBL2152572	AYS
CHEMBL2062585	LNH
CHEMBL3335789	8KX
CHEMBL1508842	A6W
CHEMBL1738943	Z84
CHEMBL3605836	1LW
CHEMBL1236602	URO
CHEMBL148756	I3N
CHEMBL440577	5R5
CHEMBL419362	FRG
CHEMBL387262	817
CHEMBL1773781	FO5
CHEMBL539640	80G
CHEMBL3785935	57C
CHEMBL523395	DY6
CHEMBL1234268	MED
CHEMBL195338	15O
CHEMBL284391	8JZ
CHEMBL3128064	AWF
CHEMBL266158	0PY
CHEMBL2171228	7I1
CHEMBL3088231	3HS
CHEMBL3629705	57K
CHEMBL3393450	3JB
CHEMBL1233085	GNP
CHEMBL2347859	VT0
CHEMBL2407345	1QT
CHEMBL3108879	QD0
CHEMBL451721	243
CHEMBL427896	3CZ
CHEMBL1235365	PNG
CHEMBL3974304	F0Z
CHEMBL58	MIX
CHEMBL3237627	2L2
CHEMBL448500	PEL
CHEMBL3663929	8RC
CHEMBL3885166	6HF
CHEMBL458276	93S
CHEMBL253919	XXC
CHEMBL461221	615
CHEMBL3342187	X0B
CHEMBL2018855	0Y2
CHEMBL1229260	2TS
CHEMBL1232371	DSK
CHEMBL3394151	QZZ
CHEMBL3605413	I37
CHEMBL2315283	39H
CHEMBL1230903	AI2
CHEMBL1232545	EPE
CHEMBL3577576	G04
CHEMBL957	K86
CHEMBL2443018	6VB
CHEMBL463580	LZ8
CHEMBL3359166	3O1
CHEMBL145559	F7W
CHEMBL260287	CY9
CHEMBL3402236	49P
CHEMBL295069	NAP
CHEMBL2316891	1E7
CHEMBL3622700	9LO
CHEMBL3736585	7M3
CHEMBL2207427	0YJ
CHEMBL302449	85X
CHEMBL3987016	8NG
CHEMBL1526652	17C
CHEMBL3140306	9CM
CHEMBL220360	7DY
CHEMBL3800286	60W
CHEMBL1085893	8XV
CHEMBL3321915	2S4
CHEMBL1800816	55B
CHEMBL183817	ABW
CHEMBL383570	761
CHEMBL3354127	MB4
CHEMBL3301601	66F
CHEMBL272427	5D5
CHEMBL2088338	JD1
CHEMBL3929927	K5A
CHEMBL3759096	5N4
CHEMBL1232111	DB0
CHEMBL1236690	VSO
CHEMBL82767	5BN
CHEMBL91649	DPS
CHEMBL2322204	0M3
CHEMBL139928	CVB
CHEMBL1180303	R56
CHEMBL33	LFX
CHEMBL185075	6GT
CHEMBL1877161	E7S
CHEMBL3416132	3Z8
CHEMBL1615036	KC6
CHEMBL1230381	59W
CHEMBL1421650	25O
CHEMBL3403358	EPK
CHEMBL1232286	DNA
CHEMBL25029	33D
CHEMBL2059004	88S
CHEMBL450994	B4S
CHEMBL290242	ERN
CHEMBL3753249	1TC
CHEMBL2111097	6UB
CHEMBL3403716	40Y
CHEMBL1560	X8Z
CHEMBL1594422	1NE
CHEMBL486422	DZN
CHEMBL564542	7HK
CHEMBL1360596	RLI
CHEMBL401842	I50
CHEMBL1255800	FI8
CHEMBL3318494	NWJ
CHEMBL1231522	BX1
CHEMBL62492	972
CHEMBL1233987	LG3
CHEMBL190265	FA1
CHEMBL2430148	Q14
CHEMBL2347187	1HM
CHEMBL203187	ESC
CHEMBL583370	5AH
CHEMBL3929298	7T7
CHEMBL457583	6X7
CHEMBL117442	EHM
CHEMBL145233	H6P
CHEMBL224128	20E
CHEMBL196	ASC
CHEMBL193952	AZT
CHEMBL34062	5AP
CHEMBL3927642	6F9
CHEMBL2393369	46X
CHEMBL2393369	E9Q
CHEMBL274323	ASP
CHEMBL274323	IAS
CHEMBL240954	SL0
CHEMBL3906698	70Z
CHEMBL398110	720
CHEMBL1550	PQN
CHEMBL1938764	YIX
CHEMBL24686	1YK
CHEMBL556224	6GS
CHEMBL1153	DOG
CHEMBL114070	NIN
CHEMBL1603585	H05
CHEMBL376564	IPM
CHEMBL3309998	G3R
CHEMBL84060	FIR
CHEMBL3349047	PHO
CHEMBL3220922	IES
CHEMBL3600947	4KN
CHEMBL525194	5BP
CHEMBL192154	196
CHEMBL2289489	6BC
CHEMBL3291009	QZK
CHEMBL77996	HE1
CHEMBL153843	5T2
CHEMBL1231084	ATO
CHEMBL357452	PHH
CHEMBL1207355	RIE
CHEMBL575242	599
CHEMBL1233322	PH2
CHEMBL222813	ZMR
CHEMBL572367	BDJ
CHEMBL2381633	AJ4
CHEMBL513261	1SM
CHEMBL777	J01
CHEMBL27266	ILV
CHEMBL573459	MFS
CHEMBL255033	6U9
CHEMBL35241	BRN
CHEMBL1088762	DZG
CHEMBL2031238	QC0
CHEMBL3780810	58O
CHEMBL181839	YT5
CHEMBL224884	72S
CHEMBL1614771	3Q0
CHEMBL3322337	26Y
CHEMBL3670082	9B1
CHEMBL478409	FRT
CHEMBL3139679	M48
CHEMBL3781466	5QS
CHEMBL2392714	1LF
CHEMBL3819582	D8H
CHEMBL1185001	SK2
CHEMBL582887	C2P
CHEMBL1236268	TGF
CHEMBL1489	5AE
CHEMBL119084	STB
CHEMBL1738728	3PZ
CHEMBL457782	K83
CHEMBL3234588	DQ5
CHEMBL267431	AS0
CHEMBL3810161	LNY
CHEMBL3930292	6UO
CHEMBL3603915	51D
CHEMBL2170427	0BZ
CHEMBL207701	2E1
CHEMBL1807804	06T
CHEMBL3691739	6ZT
CHEMBL1615153	OOF
CHEMBL2312568	XRX
CHEMBL3394316	3L5
CHEMBL417016	LAT
CHEMBL1411440	5OF
CHEMBL3959384	5O0
CHEMBL3916268	C3Z
CHEMBL1398474	RTX
CHEMBL1956642	0DJ
CHEMBL200234	XF5
CHEMBL2170586	0C0
CHEMBL1565	3HI
CHEMBL1231913	CPZ
CHEMBL3924715	J56
CHEMBL1078178	C87
CHEMBL8933	L04
CHEMBL3422676	FD9
CHEMBL495758	L0D
CHEMBL1812058	6C6
CHEMBL3898956	7KS
CHEMBL1214622	YS9
CHEMBL444422	4BT
CHEMBL2177909	7F3
CHEMBL3402239	4A5
CHEMBL1270127	1SL
CHEMBL190503	PMF
CHEMBL578433	H5U
CHEMBL178593	065
CHEMBL3946139	8GV
CHEMBL2331747	16T
CHEMBL177366	E7Z
CHEMBL3899754	51M
CHEMBL379642	F3F
CHEMBL3355165	3H8
CHEMBL286727	8VH
CHEMBL34704	5BM
CHEMBL2178479	WMJ
CHEMBL185651	B3R
CHEMBL3593716	WLH
CHEMBL1096339	AES
CHEMBL3589662	4E1
CHEMBL204543	D1N
CHEMBL176602	S27
CHEMBL3593500	EH1
CHEMBL1236345	TNL
CHEMBL3407929	1HR
CHEMBL32010	CXL
CHEMBL15605	LOM
CHEMBL1812049	B8W
CHEMBL3125861	FPW
CHEMBL1236182	TAF
CHEMBL1241674	P2X
CHEMBL2442472	QPC
CHEMBL1738720	33F
CHEMBL1363	H98
CHEMBL16073	N4E
CHEMBL2347963	KJ8
CHEMBL3754069	5JM
CHEMBL2171450	484
CHEMBL1213478	5CU
CHEMBL1947144	082
CHEMBL3318911	UHX
CHEMBL1233877	KR
CHEMBL3092018	1O1
CHEMBL3827932	8VI
CHEMBL3125475	X0D
CHEMBL3945793	6GC
CHEMBL457299	EDO
CHEMBL595028	4D7
CHEMBL1222059	LPD
CHEMBL1222059	04V
CHEMBL355497	R64
CHEMBL2041942	ZLP
CHEMBL3818248	6YF
CHEMBL3828532	6MB
CHEMBL39581	RWY
CHEMBL113690	PU3
CHEMBL261723	T10
CHEMBL168938	DZ7
CHEMBL1229211	DLU
CHEMBL1236620	V25
CHEMBL318516	DRE
CHEMBL2030868	08P
CHEMBL3128014	1VN
CHEMBL483894	4U9
CHEMBL110381	XU1
CHEMBL177837	BPV
CHEMBL260876	TOU
CHEMBL153813	BLN
CHEMBL212953	1N8
CHEMBL1323	017
CHEMBL1236189	TAS
CHEMBL69590	297
CHEMBL3126318	2UV
CHEMBL3103192	5Y3
CHEMBL116	478
CHEMBL1929485	4TT
CHEMBL706	PL3
CHEMBL3392845	1K9
CHEMBL382127	007
CHEMBL2152300	0NU
CHEMBL1650559	EDS
CHEMBL3763884	8GH
CHEMBL2048917	D7A
CHEMBL1230617	8BR
CHEMBL3897393	6XH
CHEMBL444965	F50
CHEMBL270164	GK3
CHEMBL361103	DIZ
CHEMBL507651	318
CHEMBL1721570	C0H
CHEMBL1182247	10A
CHEMBL529	ZIT
CHEMBL453417	A7B
CHEMBL450129	QUX
CHEMBL1256004	45X
CHEMBL408513	5OG
CHEMBL341421	1RY
CHEMBL574817	A3P
CHEMBL2335188	UL7
CHEMBL1234200	MA9
CHEMBL1231307	BFH
CHEMBL222440	ACJ
CHEMBL1233215	H53
CHEMBL204337	UN5
CHEMBL30959	D12
CHEMBL2261578	T8B
CHEMBL465952	BXB
CHEMBL1165388	DQ1
CHEMBL3633360	7Q7
CHEMBL596186	CAR
CHEMBL2165912	MK5
CHEMBL3775995	5V1
CHEMBL410893	3KL
CHEMBL556489	9HB
CHEMBL22336	91X
CHEMBL2144069	B1E
CHEMBL450836	8MB
CHEMBL3326742	3D9
CHEMBL21145	DMP
CHEMBL3614113	44K
CHEMBL114383	3U4
CHEMBL339695	4YS
CHEMBL223512	A25
CHEMBL1234599	N7P
CHEMBL1231801	CK3
CHEMBL79140	TB1
CHEMBL23327	P01
CHEMBL1197684	G8V
CHEMBL1231477	BSG
CHEMBL238902	SM1
CHEMBL278489	W9M
CHEMBL1230289	4GP
CHEMBL1740332	9KZ
CHEMBL449902	5ER
CHEMBL441225	GBK
CHEMBL3265256	EVJ
CHEMBL3627877	8HD
CHEMBL1235353	PMP
CHEMBL357979	7W0
CHEMBL13766	JZ3
CHEMBL3819644	WOS
CHEMBL433068	20K
CHEMBL1088077	B46
CHEMBL2031545	DN8
CHEMBL384065	JLJ
CHEMBL476925	GB6
CHEMBL314627	L1G
CHEMBL1234087	LS3
CHEMBL518174	044
CHEMBL476937	2C7
CHEMBL1437288	JEG
CHEMBL1229651	14C
CHEMBL272267	396
CHEMBL308333	BB2
CHEMBL1502799	56U
CHEMBL1615287	XFH
CHEMBL3771180	GZA
CHEMBL3752296	2O4
CHEMBL67158	CDU
CHEMBL1232474	ECL
CHEMBL1230511	6OG
CHEMBL3318486	JR2
CHEMBL165314	HNF
CHEMBL555205	B98
CHEMBL110610	AC7
CHEMBL1757	FCN
CHEMBL1231106	AX2
CHEMBL1232369	DSG
CHEMBL3614068	594
CHEMBL1213397	MVL
CHEMBL3786456	L33
CHEMBL3221930	DZ5
CHEMBL3321822	Q7M
CHEMBL82321	ANC
CHEMBL1230642	905
CHEMBL48166	ET
CHEMBL1494030	2HH
CHEMBL478524	047
CHEMBL281540	SDK
CHEMBL1614817	8OX
CHEMBL3580974	4T6
CHEMBL1738829	L7O
CHEMBL1625667	JL1
CHEMBL1491070	JG8
CHEMBL1160328	FM0
CHEMBL10729	FOG
CHEMBL3398262	1JT
CHEMBL403727	CS9
CHEMBL497	CQL
CHEMBL1234021	LIX
CHEMBL1738817	IMV
CHEMBL11544	NML
CHEMBL1916290	0H3
CHEMBL1230270	4DI
CHEMBL292303	DTR
CHEMBL140000	B3N
CHEMBL3590186	4J9
CHEMBL370962	19F
CHEMBL145979	OAG
CHEMBL291962	LEU
CHEMBL5	NIX
CHEMBL44618	MCH
CHEMBL2425156	KAO
CHEMBL475398	BP7
CHEMBL1802031	MNK
CHEMBL3237969	B1N
CHEMBL92	TXL
CHEMBL399121	6JP
CHEMBL3814479	J9K
CHEMBL2171221	C23
CHEMBL267777	E2J
CHEMBL3318957	2Y9
CHEMBL3794524	1XV
CHEMBL3818545	W64
CHEMBL3128022	1VO
CHEMBL3622961	X8G
CHEMBL232599	C0M
CHEMBL1256146	I5I
CHEMBL1215544	613
CHEMBL1988272	0YC
CHEMBL1234282	MFU
CHEMBL3139027	M7K
CHEMBL138621	PZH
CHEMBL3407575	3UD
CHEMBL36119	37Z
CHEMBL1070	NBO
CHEMBL1950576	71R
CHEMBL1563710	17W
CHEMBL2069625	BPK
CHEMBL286796	ZYC
CHEMBL236086	JJ3
CHEMBL2414067	82E
CHEMBL3421914	DI1
CHEMBL1549385	5JD
CHEMBL1232577	ESO
CHEMBL1235702	RMC
CHEMBL1230787	ABF
CHEMBL321357	DAB
CHEMBL180920	MLO
CHEMBL1232723	FG2
CHEMBL2432000	21X
CHEMBL1235767	RX4
CHEMBL351769	ASR
CHEMBL3431605	0RD
CHEMBL3622723	3SW
CHEMBL1516	OLM
CHEMBL1945221	24L
CHEMBL3318806	UEN
CHEMBL28743	NSD
CHEMBL1229072	ILM
CHEMBL18407	OYA
CHEMBL3983325	7HH
CHEMBL3325610	7LN
CHEMBL1741	CTY
CHEMBL592305	0D1
CHEMBL1231052	ARS
CHEMBL259727	CT4
CHEMBL2377863	Z62
CHEMBL342604	0IV
CHEMBL3608889	8V5
CHEMBL122927	3WA
CHEMBL230446	6FW
CHEMBL523435	TSK
CHEMBL446143	ORN
CHEMBL254349	GRL
CHEMBL2041081	GPQ
CHEMBL1229914	2DT
CHEMBL3288306	718
CHEMBL6246	REF
CHEMBL1683590	6K9
CHEMBL1423878	BKV
CHEMBL261309	G80
CHEMBL283196	BHF
CHEMBL285235	SYN
CHEMBL1234674	NDS
CHEMBL1910027	XPX
CHEMBL3759862	55G
CHEMBL2105747	9XW
CHEMBL276832	HLZ
CHEMBL164651	2HU
CHEMBL1623240	8AS
CHEMBL1622853	913
CHEMBL2170430	0C8
CHEMBL590110	MK2
CHEMBL1235717	ROS
CHEMBL1478	4OA
CHEMBL258256	FF3
CHEMBL452882	E2M
CHEMBL69810	4F9
CHEMBL444314	38S
CHEMBL34615	SKT
CHEMBL3110117	2C6
CHEMBL3110304	WF8
CHEMBL514699	HA2
CHEMBL1568712	ZHA
CHEMBL63859	B3P
CHEMBL2337793	7A4
CHEMBL298734	336
CHEMBL2048674	0KD
CHEMBL3775378	GQD
CHEMBL590753	SB5
CHEMBL3990804	8A7
CHEMBL3233396	48P
CHEMBL165372	5NI
CHEMBL3961799	6VR
CHEMBL1517998	BZX
CHEMBL468900	PB5
CHEMBL2164411	AQ2
CHEMBL3904245	5Q6
CHEMBL3355099	2X0
CHEMBL692	GOL
CHEMBL1738757	919
CHEMBL1785021	BK5
CHEMBL3891994	FQG
CHEMBL1161685	IS8
CHEMBL412099	4DZ
CHEMBL3613783	4K9
CHEMBL1504	1TA
CHEMBL63323	NFL
CHEMBL2407822	TFY
CHEMBL484510	MB1
CHEMBL1409793	MRW
CHEMBL2032251	TB8
CHEMBL106	TPF
CHEMBL336208	6AT
CHEMBL68908	GNG
CHEMBL147552	20B
CHEMBL61591	71M
CHEMBL1232077	D4P
CHEMBL116040	72R
CHEMBL1532203	7QQ
CHEMBL1614769	3P5
CHEMBL3770332	5H2
CHEMBL3417694	CN7
CHEMBL1232234	DIB
CHEMBL458512	PCY
CHEMBL442	ERM
CHEMBL1084114	ORH
CHEMBL260163	C2J
CHEMBL3298205	32C
CHEMBL1526763	BKY
CHEMBL3356143	5XF
CHEMBL1416877	X9I
CHEMBL548	P2E
CHEMBL500724	7X8
CHEMBL1213031	A93
CHEMBL1825211	058
CHEMBL1233584	ILE
CHEMBL503	803
CHEMBL1230221	43B
CHEMBL564010	BAV
CHEMBL2386127	1BX
CHEMBL866	MOA
CHEMBL1738901	T04
CHEMBL147741	I3A
CHEMBL1738710	29A
CHEMBL1234815	NPZ
CHEMBL488937	PT6
CHEMBL2431464	28R
CHEMBL474967	N30
CHEMBL307145	PYG
CHEMBL3409981	1A7
CHEMBL1229846	268
CHEMBL505896	AM7
CHEMBL1232448	E4P
CHEMBL1163072	QSI
CHEMBL1555771	WGT
CHEMBL307189	RA2
CHEMBL85320	KEL
CHEMBL1229504	00B
CHEMBL390721	K03
CHEMBL2169917	6E7
CHEMBL118715	7A3
CHEMBL411070	GCH
CHEMBL219445	PFJ
CHEMBL3823478	5SW
CHEMBL1236282	TH8
CHEMBL120708	FTB
CHEMBL235842	20Y
CHEMBL46486	TMA
CHEMBL3398643	3YU
CHEMBL1232635	F4P
CHEMBL3990078	VRO
CHEMBL3092785	24K
CHEMBL1643369	ZH2
CHEMBL75	KKK
CHEMBL1229516	023
CHEMBL1232918	G3H
CHEMBL2347208	1HL
CHEMBL171148	AH1
CHEMBL1031	7ZV
CHEMBL1078930	ZO9
CHEMBL1173731	AKI
CHEMBL2012574	AWR
CHEMBL269881	CMG
CHEMBL3298181	2YM
CHEMBL3622131	50Y
CHEMBL1233867	KOM
CHEMBL19601	308
CHEMBL2180070	0WL
CHEMBL23254	PVB
CHEMBL234838	738
CHEMBL90852	OGA
CHEMBL2312185	T3C
CHEMBL251932	MR5
CHEMBL116838	CF0
CHEMBL3108877	V6F
CHEMBL3401550	0ST
CHEMBL3098771	1O8
CHEMBL65606	POH
CHEMBL429743	900
CHEMBL3586556	9TJ
CHEMBL501680	BLR
CHEMBL76398	4HB
CHEMBL3752911	5BW
CHEMBL214502	694
CHEMBL30707	CUE
CHEMBL1909991	KXA
CHEMBL3628246	36N
CHEMBL469662	HCS
CHEMBL3343300	2OJ
CHEMBL1090356	ITI
CHEMBL560976	84D
CHEMBL1515	MMZ
CHEMBL1081312	KS1
CHEMBL2023154	0HD
CHEMBL404630	CXZ
CHEMBL2177736	3YT
CHEMBL488609	BO7
CHEMBL123292	3HE
CHEMBL3991403	W7I
CHEMBL2335147	1H2
CHEMBL554496	ZZ5
CHEMBL42403	BO3
CHEMBL3354511	3YR
CHEMBL2322604	0LR
CHEMBL3098810	1X8
CHEMBL298445	CK7
CHEMBL1945507	09T
CHEMBL3798755	6B4
CHEMBL3981727	2ZV
CHEMBL1173273	XFE
CHEMBL3408213	4TV
CHEMBL3608990	FQI
CHEMBL3040253	SS9
CHEMBL44115	CA1
CHEMBL323594	1CK
CHEMBL386156	12M
CHEMBL435298	FLP
CHEMBL3991385	W7K
CHEMBL511203	886
CHEMBL249441	M54
CHEMBL1236159	T5M
CHEMBL3635071	56P
CHEMBL288149	9EN
CHEMBL2396989	3YS
CHEMBL1237174	HZN
CHEMBL331282	SAB
CHEMBL228114	GVG
CHEMBL1088324	3PP
CHEMBL2041933	YDJ
CHEMBL278009	PE0
CHEMBL1162395	ZY5
CHEMBL1235254	PG4
CHEMBL1229792	20C
CHEMBL462997	SA0
CHEMBL1230365	55V
CHEMBL3092403	FK9
CHEMBL1649659	1ND
CHEMBL1231750	CFH
CHEMBL1222275	NX6
CHEMBL1879588	17D
CHEMBL469117	5MS
CHEMBL1232567	ES1
CHEMBL1463512	A2J
CHEMBL1159902	PMM
CHEMBL1236726	WW8
CHEMBL62807	CR9
CHEMBL93505	OPY
CHEMBL1689794	ZYI
CHEMBL431698	ZTW
CHEMBL562369	GHW
CHEMBL200469	2D7
CHEMBL1231747	CF5
CHEMBL278894	D23
CHEMBL1084400	KWZ
CHEMBL585951	FMY
CHEMBL2177187	0R2
CHEMBL470084	LX0
CHEMBL1236184	TAL
CHEMBL2335881	10Z
CHEMBL1334217	CZE
CHEMBL416715	PKA
CHEMBL1096812	Z72
CHEMBL226345	ADE
CHEMBL3088229	1XT
CHEMBL607085	48U
CHEMBL146673	TMC
CHEMBL1738737	3RQ
CHEMBL1232932	G69
CHEMBL2372437	01S
CHEMBL16502	TBU
CHEMBL3342585	8CR
CHEMBL1235984	SN7
CHEMBL495	XPG
CHEMBL453233	YTR
CHEMBL271952	42K
CHEMBL504	DMS
CHEMBL3781143	36S
CHEMBL816	EDN
CHEMBL1092943	N32
CHEMBL3590650	E9L
CHEMBL388596	6AP
CHEMBL540934	XQI
CHEMBL2408224	73E
CHEMBL1198138	50U
CHEMBL288010	HBB
CHEMBL2017551	0JE
CHEMBL3359262	3W7
CHEMBL1231396	BMD
CHEMBL239508	C17
CHEMBL3110222	JYM
CHEMBL3604843	4V9
CHEMBL196228	FFA
CHEMBL1089137	625
CHEMBL225564	6X8
CHEMBL3265032	CG9
CHEMBL1234899	O8A
CHEMBL1229569	0CP
CHEMBL558642	DXV
CHEMBL80298	4FS
CHEMBL2205240	XZZ
CHEMBL464345	GCO
CHEMBL460833	7G0
CHEMBL19224	EV1
CHEMBL2023556	NZF
CHEMBL3326411	D04
CHEMBL55641	36E
CHEMBL3128245	H45
CHEMBL33899	GW5
CHEMBL1343177	8ET
CHEMBL2348305	T2B
CHEMBL127214	BEE
CHEMBL2377818	04Z
CHEMBL3632777	IA7
CHEMBL307440	0G7
CHEMBL1181174	LG1
CHEMBL563327	2KL
CHEMBL577502	AX6
CHEMBL462018	TR5
CHEMBL594768	0LY
CHEMBL1232164	DEC
CHEMBL327421	L86
CHEMBL3355057	NF5
CHEMBL463931	KQQ
CHEMBL2089255	8QE
CHEMBL3114220	2B7
CHEMBL1836855	FLJ
CHEMBL2030954	UX9
CHEMBL398673	K4D
CHEMBL3646801	2W4
CHEMBL1231160	B39
CHEMBL833	TIC
CHEMBL1738940	Z2T
CHEMBL312862	LON
CHEMBL1231178	B4N
CHEMBL1873475	1E8
CHEMBL223873	KSL
CHEMBL1458	DCW
CHEMBL170190	58X
CHEMBL1738838	MHI
CHEMBL1097567	2OB
CHEMBL3182126	RCD
CHEMBL3746320	2Y6
CHEMBL3760057	EVO
CHEMBL12315	ISQ
CHEMBL254316	RLT
CHEMBL3653341	D9W
CHEMBL577910	732
CHEMBL3962413	E7T
CHEMBL45408	16K
CHEMBL115079	B3I
CHEMBL107513	ANX
CHEMBL44228	TCZ
CHEMBL1896444	JHV
CHEMBL383921	41X
CHEMBL2408268	IGM
CHEMBL221118	6IP
CHEMBL1614729	10T
CHEMBL1253915	6DT
CHEMBL3298015	2WU
CHEMBL553944	5RN
CHEMBL1186902	AJH
CHEMBL66412	R23
CHEMBL3797232	GT2
CHEMBL383166	TN5
CHEMBL205098	7PY
CHEMBL3644523	25U
CHEMBL3185136	9D2
CHEMBL1615247	SYE
CHEMBL292702	3GT
CHEMBL3361065	3QQ
CHEMBL3414706	3VO
CHEMBL1162041	HP8
CHEMBL254869	ONA
CHEMBL3780901	E0A
CHEMBL376435	72T
CHEMBL251073	RWF
CHEMBL1915985	PB8
CHEMBL1615184	QBH
CHEMBL590283	MA
CHEMBL3907471	7SD
CHEMBL384759	GDP
CHEMBL3917143	65V
CHEMBL1923489	1YQ
CHEMBL3094442	2C4
CHEMBL487061	HMN
CHEMBL2069321	0T6
CHEMBL109652	3DM
CHEMBL252189	411
CHEMBL1180004	CAT
CHEMBL3422654	8R2
CHEMBL117804	0SW
CHEMBL477786	IM9
CHEMBL34618	E97
CHEMBL15594	ACD
CHEMBL1233129	GSM
CHEMBL3427368	2B0
CHEMBL1956635	0DN
CHEMBL222002	PFD
CHEMBL445245	W29
CHEMBL1232385	DTG
CHEMBL291627	2AI
CHEMBL600828	9AR
CHEMBL54277	6NI
CHEMBL609695	4NS
CHEMBL2409185	6XT
CHEMBL29898	TXQ
CHEMBL3093755	4MH
CHEMBL585367	ZZF
CHEMBL3949078	4QV
CHEMBL2357735	47V
