From src:'1'	To src:'3'
CHEMBL1341300	JGG
CHEMBL1233769	JSR
CHEMBL3114611	S94
CHEMBL1822924	7AO
CHEMBL2071607	0VM
CHEMBL1230416	5IN
CHEMBL243087	WDL
CHEMBL2181982	09G
CHEMBL427526	IZP
CHEMBL3661113	9J0
CHEMBL77785	NHP
CHEMBL1560712	41L
CHEMBL1599242	4KA
CHEMBL3402762	3E8
CHEMBL2443027	50Q
CHEMBL471376	MQT
CHEMBL1738841	MQY
CHEMBL1233860	KMT
CHEMBL260114	KSE
CHEMBL3781132	5LO
CHEMBL1541796	GQP
CHEMBL1229963	2MM
CHEMBL3639788	63J
CHEMBL25826	843
CHEMBL1738738	3RR
CHEMBL218057	994
CHEMBL180650	4DV
CHEMBL2170419	0C6
CHEMBL610462	95P
CHEMBL2171217	X25
CHEMBL550	9PL
CHEMBL2380583	1O5
CHEMBL3110221	4QE
CHEMBL352418	HYP
CHEMBL1232699	FDS
CHEMBL68738	3GU
CHEMBL3963223	66K
CHEMBL240528	AFE
CHEMBL2316958	KKR
CHEMBL3734825	4YV
CHEMBL3586447	4L6
CHEMBL1234898	O75
CHEMBL366312	DFZ
CHEMBL526330	CGB
CHEMBL1276421	7A9
CHEMBL1232721	FFP
CHEMBL2426598	1NN
CHEMBL45663	49N
CHEMBL2403820	AQM
CHEMBL3426615	C7U
CHEMBL3086536	29Y
CHEMBL491751	ZAA
CHEMBL1741141	6J7
CHEMBL411278	PMN
CHEMBL3425744	43H
CHEMBL55771	S2D
CHEMBL385324	1PM
CHEMBL389685	GVH
CHEMBL255465	DBQ
CHEMBL317929	LCY
CHEMBL3245227	JIA
CHEMBL1828984	KRG
CHEMBL231993	FEE
CHEMBL479014	INE
CHEMBL51969	0A9
CHEMBL218382	PO1
CHEMBL1231795	CIQ
CHEMBL575	MII
CHEMBL3318325	LFD
CHEMBL3622202	4UQ
CHEMBL2316886	1E4
CHEMBL1928284	J1A
CHEMBL297394	A02
CHEMBL2216870	40L
CHEMBL1089405	HET
CHEMBL1236871	XY3
CHEMBL216543	IXM
CHEMBL574058	JIN
CHEMBL521039	HR2
CHEMBL2069623	16W
CHEMBL185537	IOD
CHEMBL1231802	CKB
CHEMBL1440	TAC
CHEMBL3798679	5VS
CHEMBL625	TMG
CHEMBL513909	R78
CHEMBL686	ID8
CHEMBL3989108	36I
CHEMBL66280	5I5
CHEMBL1231530	BYA
CHEMBL2331826	CJC
CHEMBL2203921	JGP
CHEMBL3780415	6E6
CHEMBL326877	AXG
CHEMBL2002154	4RF
CHEMBL574003	HQL
CHEMBL2152427	M32
CHEMBL2386739	1R5
CHEMBL139020	MNP
CHEMBL2252086	02Q
CHEMBL479863	DT8
CHEMBL2314209	19H
CHEMBL1232944	G97
CHEMBL1163074	5CA
CHEMBL460910	T3S
CHEMBL46257	PUT
CHEMBL1723906	DU7
CHEMBL2009270	A4S
CHEMBL150445	2NA
CHEMBL465678	SGE
CHEMBL170077	GAS
CHEMBL1207374	IMP
CHEMBL461	GZB
CHEMBL2392771	TFD
CHEMBL572513	LYG
CHEMBL265502	SVR
CHEMBL3302647	NV1
CHEMBL1236350	TNY
CHEMBL82115	WL3
CHEMBL237571	R09
CHEMBL210593	885
CHEMBL1606123	N3M
CHEMBL306387	09R
CHEMBL1231498	BTX
CHEMBL2325909	19S
CHEMBL298019	J77
CHEMBL466246	LNV
CHEMBL289559	QY9
CHEMBL261708	JPA
CHEMBL416755	OXI
CHEMBL1232416	DXX
CHEMBL1201774	H4B
CHEMBL1290526	K15
CHEMBL2252703	FTV
CHEMBL924	ZOL
CHEMBL64560	5KX
CHEMBL3109011	UW1
CHEMBL1835923	9Y9
CHEMBL358263	4JC
CHEMBL1230284	4G2
CHEMBL122617	1NP
CHEMBL147507	505
CHEMBL2180945	NI0
CHEMBL392452	ZMG
CHEMBL322883	YCP
CHEMBL2387224	0X5
CHEMBL3818894	5RZ
CHEMBL1738950	ZGC
CHEMBL310554	NA4
CHEMBL205997	UN7
CHEMBL368348	X89
CHEMBL386758	0ZR
CHEMBL3263036	2VU
CHEMBL2047912	BXQ
CHEMBL84	TTC
CHEMBL1084866	JJZ
CHEMBL2324555	H89
CHEMBL564374	PD4
CHEMBL3990456	9DB
CHEMBL2431816	5TF
CHEMBL1738797	EMH
CHEMBL365307	3Y9
CHEMBL150	KMP
CHEMBL456977	93Y
CHEMBL46148	BAI
CHEMBL122303	KAC
CHEMBL222280	U33
CHEMBL577144	DBD
CHEMBL382639	877
CHEMBL1200085	33U
CHEMBL3604771	583
CHEMBL3354185	3R0
CHEMBL870	212
CHEMBL1234848	NTA
CHEMBL217092	H8H
CHEMBL1405739	3E2
CHEMBL151993	TER
CHEMBL305195	QEM
CHEMBL2392833	1J2
CHEMBL1233985	LFN
CHEMBL492382	VAP
CHEMBL3633143	F62
CHEMBL1233239	HBH
CHEMBL1096009	LXN
CHEMBL3264002	CHU
CHEMBL2031465	NQB
CHEMBL41036	IH5
CHEMBL1235237	PF4
CHEMBL540497	H4K
CHEMBL432038	Z99
CHEMBL267178	CGS
CHEMBL232801	3TR
CHEMBL395653	ANQ
CHEMBL141247	1PU
CHEMBL1161626	WAI
CHEMBL372840	ZHB
CHEMBL1644639	589
CHEMBL490672	AG0
CHEMBL1235210	PDU
CHEMBL2347189	1HH
CHEMBL2165903	0KJ
CHEMBL1235242	PFF
CHEMBL1796273	FAZ
CHEMBL112570	CLR
CHEMBL93890	0DS
CHEMBL1083772	X6D
CHEMBL31466	BNP
CHEMBL1234746	NJ8
CHEMBL1651143	5CK
CHEMBL2251809	0CG
CHEMBL2312565	XRS
CHEMBL122784	16H
CHEMBL3931361	73Z
CHEMBL20684	E70
CHEMBL3909654	ZI7
CHEMBL364869	MAJ
CHEMBL566948	AX5
CHEMBL1956250	0JQ
CHEMBL178006	B55
CHEMBL294099	A73
CHEMBL472193	AK1
CHEMBL509032	GUI
CHEMBL446061	211
CHEMBL360410	272
CHEMBL220396	9IP
CHEMBL1231107	AX3
CHEMBL454173	ZER
CHEMBL94657	EPB
CHEMBL359482	QPP
CHEMBL638	VOR
CHEMBL1229737	1GW
CHEMBL67133	R79
CHEMBL539906	ZYR
CHEMBL455333	TZ4
CHEMBL27784	IMS
CHEMBL3238252	28C
CHEMBL3343045	1SE
CHEMBL3086866	3YE
CHEMBL574816	SRA
CHEMBL1230115	3DT
CHEMBL1614773	3Q2
CHEMBL394875	SMC
CHEMBL3623144	EL1
CHEMBL16656	5JF
CHEMBL252057	VG7
CHEMBL1181829	9X1
CHEMBL3264166	YA1
CHEMBL1992036	5Q8
CHEMBL191275	LRG
CHEMBL612	1WE
CHEMBL1254007	42Q
CHEMBL3818373	W66
CHEMBL3736594	2SN
CHEMBL1200861	TAR
CHEMBL489	OHT
CHEMBL262394	71P
CHEMBL35033	MKC
CHEMBL3410110	2WG
CHEMBL1956144	03I
CHEMBL3604316	B7S
CHEMBL3263640	2P5
CHEMBL64708	135
CHEMBL2158842	0VU
CHEMBL2031461	AAV
CHEMBL196105	8AC
CHEMBL572881	706
CHEMBL28	AGI
CHEMBL3354189	3QS
CHEMBL212218	D3F
CHEMBL1738698	01P
CHEMBL1230209	416
CHEMBL418471	ETR
CHEMBL1182777	609
CHEMBL3098779	ZI6
CHEMBL429844	XX5
CHEMBL2409184	0Y4
CHEMBL2206133	UUD
CHEMBL398463	RTP
CHEMBL434302	CO1
CHEMBL1433762	FVN
CHEMBL467	NHY
CHEMBL197577	TSA
CHEMBL1232261	DLI
CHEMBL378093	5QC
CHEMBL2158562	0TM
CHEMBL14449	NEH
CHEMBL590754	FIL
CHEMBL1231644	CAD
CHEMBL1234833	NS9
CHEMBL1432218	JS3
CHEMBL3110224	2WC
CHEMBL500883	1MC
CHEMBL113194	PU7
CHEMBL1161203	MAS
CHEMBL1230763	AAF
CHEMBL3360415	35O
CHEMBL1221657	XXZ
CHEMBL419692	24H
CHEMBL1230982	AN4
CHEMBL180146	CM3
CHEMBL220035	85A
CHEMBL591644	MV7
CHEMBL2177813	13Q
CHEMBL202609	401
CHEMBL415864	5DJ
CHEMBL3828009	6LF
CHEMBL245605	HKC
CHEMBL593584	461
CHEMBL3990159	W7Q
CHEMBL3431396	16I
CHEMBL324942	N5B
CHEMBL369615	JNG
CHEMBL393164	CO9
CHEMBL2152409	0NH
CHEMBL58521	4MN
CHEMBL1956738	AXW
CHEMBL125750	TE7
CHEMBL552212	LXL
CHEMBL3558975	UBZ
CHEMBL1222855	LGV
CHEMBL1186772	0VD
CHEMBL448348	86P
CHEMBL160949	BBU
CHEMBL1809220	S49
CHEMBL252124	2GG
CHEMBL1187584	M8M
CHEMBL3797893	3UG
CHEMBL420910	UR2
CHEMBL240806	FT3
CHEMBL253825	D56
CHEMBL1233022	GFP
CHEMBL1235676	RH1
CHEMBL666	PPF
CHEMBL1235315	PJC
CHEMBL3357656	3UW
CHEMBL3951922	7CU
CHEMBL1230853	AF2
CHEMBL2177390	0RF
CHEMBL37387	977
CHEMBL1383	DDS
CHEMBL385937	242
CHEMBL489074	ZZH
CHEMBL2177470	0UP
CHEMBL3410460	H78
CHEMBL263850	ARD
CHEMBL3731789	7FW
CHEMBL435	HCZ
CHEMBL287331	SN6
CHEMBL426123	EF2
CHEMBL3935992	AH7
CHEMBL271131	AM0
CHEMBL425287	WZB
CHEMBL379760	LIB
CHEMBL2079453	9MT
CHEMBL1234797	NP2
CHEMBL2380845	XU2
CHEMBL487738	LZ4
CHEMBL346933	3KP
CHEMBL488436	FB8
CHEMBL3823499	6GD
CHEMBL306226	BZI
CHEMBL1738915	UNE
CHEMBL1308236	JMJ
CHEMBL396380	AGP
CHEMBL258503	ER4
CHEMBL516023	I4A
CHEMBL261473	0M8
CHEMBL2030872	MD3
CHEMBL2018158	4ZV
CHEMBL39064	NGA
CHEMBL593	SPP
CHEMBL247134	6V9
CHEMBL1235528	PY7
CHEMBL3606021	D7N
CHEMBL29292	BES
CHEMBL2159737	03B
CHEMBL125369	WM4
CHEMBL467773	AMG
CHEMBL1958130	I5H
CHEMBL3233815	S88
CHEMBL1738786	D67
CHEMBL3586089	0RO
CHEMBL243677	6BK
CHEMBL3736210	4ZH
CHEMBL2105735	2R9
CHEMBL1933576	939
CHEMBL1229558	0AP
CHEMBL1234483	MSG
CHEMBL3410060	8Q5
CHEMBL10413	ZES
CHEMBL2178656	4QO
CHEMBL473922	IMG
CHEMBL230347	P45
CHEMBL521985	NKK
CHEMBL2333770	BUR
CHEMBL109341	SXX
CHEMBL2402206	4ID
CHEMBL1927823	QRG
CHEMBL2104575	WY3
CHEMBL447118	8K2
CHEMBL160506	0OT
CHEMBL144664	AN9
CHEMBL404719	53C
CHEMBL595067	RO3
CHEMBL1689369	7EY
CHEMBL116455	MCR
CHEMBL2146905	AW5
CHEMBL1194345	361
CHEMBL25363	DE1
CHEMBL1084600	JCB
CHEMBL269755	K5V
CHEMBL484780	CIH
CHEMBL1190050	0GQ
CHEMBL1254687	6DM
CHEMBL3774774	7QN
CHEMBL44803	45P
CHEMBL324846	OCA
CHEMBL1469	CLT
CHEMBL3401634	S74
CHEMBL276711	X2M
CHEMBL3780789	4JU
CHEMBL1614772	3Q1
CHEMBL476894	BLS
CHEMBL34432	DRC
CHEMBL9324	NET
CHEMBL3628361	363
CHEMBL1688212	JOZ
CHEMBL567175	EJ4
CHEMBL265325	1AC
CHEMBL3236666	2U7
CHEMBL71927	U05
CHEMBL404748	GOS
CHEMBL351298	RRP
CHEMBL29392	DIA
CHEMBL443455	AZC
CHEMBL3298194	2NS
CHEMBL2030517	IQ1
CHEMBL3771364	5H5
CHEMBL2042870	EFU
CHEMBL2059034	0MD
CHEMBL241070	902
CHEMBL185116	4SL
CHEMBL1231552	C0Y
CHEMBL3985693	6GV
CHEMBL3770277	IR6
CHEMBL2152429	M34
CHEMBL3675596	QEG
CHEMBL221959	MI1
CHEMBL3823483	6FD
CHEMBL2031551	DN6
CHEMBL3764340	8GE
CHEMBL428	TR6
CHEMBL394052	P9D
CHEMBL501870	N7I
CHEMBL2402509	1S1
CHEMBL3527014	G7G
CHEMBL82285	BT1
CHEMBL496879	U49
CHEMBL371457	190
CHEMBL3622702	9L9
CHEMBL2441836	1WH
CHEMBL1236924	Z12
CHEMBL2386126	1BZ
CHEMBL3809983	5KH
CHEMBL1171503	B8S
CHEMBL1079267	RT7
CHEMBL1773953	LL4
CHEMBL3407847	3Z1
CHEMBL1232088	D9G
CHEMBL389988	8CM
CHEMBL360055	GMN
CHEMBL541214	527
CHEMBL573339	X6K
CHEMBL452322	DXY
CHEMBL1929238	P7C
CHEMBL518383	LZ9
CHEMBL1878328	6J5
CHEMBL2381639	AJ5
CHEMBL379692	C4M
CHEMBL472566	36R
CHEMBL386015	2TH
CHEMBL3804971	GGJ
CHEMBL2062774	BT8
CHEMBL552182	9F2
CHEMBL1233851	KIF
CHEMBL885	ETV
CHEMBL376488	BQ1
CHEMBL323533	EQI
CHEMBL460025	F15
CHEMBL3622879	4Y2
CHEMBL207222	LE1
CHEMBL11960	GOY
CHEMBL1229644	13Z
CHEMBL1234863	NXD
CHEMBL1994343	KTC
CHEMBL389029	LIV
CHEMBL16861	431
CHEMBL1269196	3OE
CHEMBL90593	AND
CHEMBL13960	TF4
CHEMBL3900166	70D
CHEMBL3309986	T62
CHEMBL1161244	FD3
CHEMBL272028	61K
CHEMBL2377823	X42
CHEMBL1081831	L9L
CHEMBL446492	RGG
CHEMBL301359	QUZ
CHEMBL3359881	3DL
CHEMBL374713	710
CHEMBL3358341	3P0
CHEMBL377681	CDO
CHEMBL1230722	A48
CHEMBL295416	WY1
CHEMBL1412	PZE
CHEMBL2016952	SXS
CHEMBL225546	EQU
CHEMBL1207991	KCS
CHEMBL1738778	C1H
CHEMBL555026	9UP
CHEMBL261713	GVR
CHEMBL2180481	TQX
CHEMBL2323846	1DV
CHEMBL2403108	4MK
CHEMBL549612	2YA
CHEMBL433501	CR4
CHEMBL3596912	2K0
CHEMBL189217	G88
CHEMBL1078442	HJJ
CHEMBL25263	GHE
CHEMBL457835	3SQ
CHEMBL457526	LKM
CHEMBL1222130	OYJ
CHEMBL261644	1RO
CHEMBL1233457	HXD
CHEMBL559945	ID3
CHEMBL3237442	24V
CHEMBL153094	O48
CHEMBL93687	CBP
CHEMBL2035655	9PQ
CHEMBL361845	KNL
CHEMBL434369	1BM
CHEMBL264406	0J9
CHEMBL1213617	WV7
CHEMBL1173694	B95
CHEMBL1233659	IRB
CHEMBL1229855	277
CHEMBL3814877	PKT
CHEMBL3338394	3F9
CHEMBL1259	CU9
CHEMBL419	6LH
CHEMBL2087077	3V0
CHEMBL114715	IGN
CHEMBL2391621	92P
CHEMBL1099168	Z70
CHEMBL1213368	GF4
CHEMBL3586660	SKO
CHEMBL2326882	14N
CHEMBL37537	DHB
CHEMBL113948	CT1
CHEMBL567904	MBM
CHEMBL367384	BEB
CHEMBL1208309	HDS
CHEMBL55214	NRD
CHEMBL3601554	0NK
CHEMBL1234904	OA1
CHEMBL176072	DDT
CHEMBL2171920	FJY
CHEMBL1958482	0JV
CHEMBL492399	88U
CHEMBL62136	444
CHEMBL1962360	YCL
CHEMBL3640001	36F
CHEMBL504459	NGM
CHEMBL1615186	QGF
CHEMBL106848	3UF
CHEMBL218222	LI0
CHEMBL1230122	3FN
CHEMBL189464	FIS
CHEMBL1945804	3TA
CHEMBL1490765	Z0O
CHEMBL3237625	2CQ
CHEMBL485481	13A
CHEMBL597839	LX9
CHEMBL1213470	GOX
CHEMBL1229780	1TB
CHEMBL269732	FK5
CHEMBL376897	3C0
CHEMBL397976	PCA
CHEMBL325029	418
CHEMBL1232180	DF9
CHEMBL2104955	VD1
CHEMBL1649681	JAC
CHEMBL115581	3AK
CHEMBL3966607	C4K
CHEMBL1934890	7H1
CHEMBL1231652	CAN
CHEMBL123325	AJN
CHEMBL1236595	UQ2
CHEMBL2086796	0QY
CHEMBL214830	5BU
CHEMBL454142	ICJ
CHEMBL3234253	E0B
CHEMBL3990764	3RO
CHEMBL411274	B29
CHEMBL190279	EY4
CHEMBL1234973	OIN
CHEMBL2426568	2XL
CHEMBL214529	2IC
CHEMBL221595	222
CHEMBL522891	L0F
CHEMBL3780462	55K
CHEMBL3353410	YY3
CHEMBL474163	5FU
CHEMBL9225	HXS
CHEMBL3086263	M8Y
CHEMBL2392553	79C
CHEMBL1834096	B2X
CHEMBL3287788	18U
CHEMBL224282	2AC
CHEMBL3237966	KS2
CHEMBL1230341	515
CHEMBL446288	1BP
CHEMBL3740017	5N8
CHEMBL2326883	FMQ
CHEMBL1207371	2GR
CHEMBL3824068	6BF
CHEMBL1233800	K2N
CHEMBL1213371	FCF
CHEMBL1081651	KR1
CHEMBL2426570	2XZ
CHEMBL303579	XVE
CHEMBL1923431	087
CHEMBL194322	TZY
CHEMBL296468	56H
CHEMBL247272	979
CHEMBL1908841	FOZ
CHEMBL1908841	FFO
CHEMBL556937	3HG
CHEMBL1162495	GUA
CHEMBL1236315	TLA
CHEMBL214393	U5P
CHEMBL214393	U
CHEMBL1096	ANW
CHEMBL3809870	68K
CHEMBL467754	CBS
CHEMBL2386968	5VN
CHEMBL277577	183
CHEMBL219942	F2C
CHEMBL61236	2AQ
CHEMBL1368601	8HC
CHEMBL40813	PPH
CHEMBL3394388	S97
CHEMBL283457	I08
CHEMBL518606	6FN
CHEMBL3247426	7N5
CHEMBL2358377	2XO
CHEMBL491	HFT
CHEMBL1236462	TY2
CHEMBL1089962	AFP
CHEMBL3344387	A6K
CHEMBL1614912	D50
CHEMBL3623138	4P4
CHEMBL38434	BRF
CHEMBL560175	TE1
CHEMBL407009	NDP
CHEMBL1234474	MS5
CHEMBL3087323	2VQ
CHEMBL1233652	IPX
CHEMBL121939	FR8
CHEMBL477487	DGP
CHEMBL477487	DG
CHEMBL2169939	B02
CHEMBL3125890	1SU
CHEMBL1922219	8QT
CHEMBL1998585	T6E
CHEMBL399043	TLM
CHEMBL1235252	PG2
CHEMBL1232755	FL1
CHEMBL1458632	1XF
CHEMBL340813	N20
CHEMBL1234344	MJI
CHEMBL3289301	NTX
CHEMBL1241855	6FS
CHEMBL2032372	0FO
CHEMBL401150	PUA
CHEMBL3298264	31Y
CHEMBL415247	JDC
CHEMBL2064419	0W7
CHEMBL2216859	VVX
CHEMBL292439	NLE
CHEMBL88580	LGA
CHEMBL3559181	2H0
CHEMBL3617968	JJS
CHEMBL1780216	57M
CHEMBL144360	DU1
CHEMBL392137	74X
CHEMBL1213636	MNA
CHEMBL313842	ZAR
CHEMBL1922581	N8V
CHEMBL3092521	M00
CHEMBL568826	T03
CHEMBL96741	SB6
CHEMBL310012	383
CHEMBL573	NIO
CHEMBL407567	23N
CHEMBL2333445	0O7
CHEMBL2017998	0K0
CHEMBL1234276	MES
CHEMBL334635	S01
CHEMBL2325429	6LX
CHEMBL3797579	5QQ
CHEMBL3318804	H0V
CHEMBL3590526	4GQ
CHEMBL3632711	41P
CHEMBL383322	RX8
CHEMBL325023	D42
CHEMBL2087500	CQ0
CHEMBL2326880	1QP
CHEMBL570904	R49
CHEMBL322719	PIV
CHEMBL3109940	X20
CHEMBL59238	ALO
CHEMBL1232236	DII
CHEMBL1831214	CFK
CHEMBL375270	GW9
CHEMBL3094408	2DY
CHEMBL3235345	2Q9
CHEMBL205437	N2T
CHEMBL2326053	NEE
CHEMBL3613785	59M
CHEMBL107874	TDA
CHEMBL3989908	69Q
CHEMBL425616	LID
CHEMBL510486	IDJ
CHEMBL2431665	AY5
CHEMBL3342584	8CO
CHEMBL69367	EQN
CHEMBL3909490	70O
CHEMBL2414437	QJ7
CHEMBL1615027	J2I
CHEMBL125381	PFA
CHEMBL134	CLU
CHEMBL426643	5MP
CHEMBL275084	IBM
CHEMBL1233528	IBI
CHEMBL555013	11S
CHEMBL3622905	4XS
CHEMBL3344080	3JV
CHEMBL1928643	M06
CHEMBL3735431	57U
CHEMBL211312	UMP
CHEMBL211312	DU
CHEMBL2385480	KLG
CHEMBL549789	P1A
CHEMBL356362	IPE
CHEMBL3775768	5WY
CHEMBL490184	LJG
CHEMBL3343033	0N5
CHEMBL492591	4P5
CHEMBL499968	1KP
CHEMBL220491	BZ1
CHEMBL302715	BSB
CHEMBL15980	CHX
CHEMBL1463540	8HP
CHEMBL1223852	VTQ
CHEMBL151697	XCG
CHEMBL3341771	1SG
CHEMBL557915	H22
CHEMBL494325	28S
CHEMBL230172	F77
CHEMBL408119	T3P
CHEMBL1232930	G52
CHEMBL3805955	KTK
CHEMBL253629	MRX
CHEMBL3133835	LZU
CHEMBL218962	2A8
CHEMBL1230909	AIL
CHEMBL300419	DH3
CHEMBL473417	VIS
CHEMBL2349526	SX0
CHEMBL363498	697
CHEMBL2041121	8X0
CHEMBL3401827	5QG
CHEMBL2385132	7MA
CHEMBL231568	857
CHEMBL93560	FR6
CHEMBL3103881	2HV
CHEMBL3288829	VHT
CHEMBL3805279	69U
CHEMBL1426654	JLG
CHEMBL3274310	4FL
CHEMBL477822	SU0
CHEMBL1089616	B9Y
CHEMBL1940317	6R7
CHEMBL1807642	KPK
CHEMBL3088232	CF9
CHEMBL3128042	2OL
CHEMBL1233464	HY1
CHEMBL201747	PBD
CHEMBL3039522	GT6
CHEMBL411084	WSK
CHEMBL1947053	V37
CHEMBL144082	5UC
CHEMBL512504	C1V
CHEMBL3393979	11V
CHEMBL1089968	BO1
CHEMBL1236126	T12
CHEMBL1230671	9HX
CHEMBL3108878	X6C
CHEMBL256732	VPU
CHEMBL1492146	FUZ
CHEMBL1916079	3WS
CHEMBL1230997	AO3
CHEMBL1614775	3Q4
CHEMBL25202	A80
CHEMBL496102	L5G
CHEMBL2159525	392
CHEMBL365461	7VR
CHEMBL3695460	3M3
CHEMBL3735782	4ZG
CHEMBL228224	L15
CHEMBL3763967	BX4
CHEMBL1233960	LAZ
CHEMBL245221	MU0
CHEMBL2134202	5FI
CHEMBL1235132	PAD
CHEMBL1200829	LGC
CHEMBL3315083	3KQ
CHEMBL562990	SD1
CHEMBL1236157	T5A
CHEMBL316779	P9B
CHEMBL1234647	NCC
CHEMBL2377836	25Z
CHEMBL199237	BI5
CHEMBL1235574	QQQ
CHEMBL564829	P48
CHEMBL3088226	1XS
CHEMBL1080997	GRQ
CHEMBL251075	BEP
CHEMBL362811	BH0
CHEMBL11266	146
CHEMBL1623608	AWV
CHEMBL1169674	EW8
CHEMBL1615094	MPV
CHEMBL402744	DDC
CHEMBL1235287	PHL
CHEMBL3794167	58T
CHEMBL3919906	74Y
CHEMBL405346	TDI
CHEMBL1233072	GME
CHEMBL375897	48Y
CHEMBL240293	2CL
CHEMBL1520	VDN
CHEMBL439973	GPB
CHEMBL1094017	WYE
CHEMBL253786	F94
CHEMBL358697	MPT
CHEMBL1964243	46K
CHEMBL485835	ENM
CHEMBL3913021	5FL
CHEMBL590730	BX2
CHEMBL1469891	BKE
CHEMBL1233772	JT5
CHEMBL3919597	7H3
CHEMBL2152265	B7W
CHEMBL3182933	BKQ
CHEMBL3797843	T61
CHEMBL3828396	IWX
CHEMBL2387467	1OB
CHEMBL3596908	IPW
CHEMBL3590112	CQ6
CHEMBL3352876	2V3
CHEMBL374699	DCM
CHEMBL374699	DC
CHEMBL493982	VPX
CHEMBL8320	PLQ
CHEMBL329363	2LG
CHEMBL236777	C8C
CHEMBL1230609	88Z
CHEMBL3120607	WHW
CHEMBL3781863	58R
CHEMBL289004	AAC
CHEMBL1232472	ECG
CHEMBL3127485	1T7
CHEMBL116173	89U
CHEMBL297569	BAL
CHEMBL2179988	0RZ
CHEMBL514988	BDE
CHEMBL570427	L51
CHEMBL401377	6SC
CHEMBL1235482	PTD
CHEMBL3137320	2YQ
CHEMBL572546	ADX
CHEMBL2219860	UBX
CHEMBL136145	ETM
CHEMBL863	CYS
CHEMBL454138	33Y
CHEMBL96926	TG1
CHEMBL66380	NC3
CHEMBL3547108	HLW
CHEMBL1160508	CSD
CHEMBL233992	ME5
CHEMBL24983	DIC
CHEMBL280998	CAQ
CHEMBL1834893	YR4
CHEMBL3622373	2LO
CHEMBL1172781	KJQ
CHEMBL50444	MAH
CHEMBL3933831	T4F
CHEMBL3357685	P3U
CHEMBL1232179	DF3
CHEMBL1738938	Z15
CHEMBL1673046	4WG
CHEMBL466269	XND
CHEMBL1789941	RXT
CHEMBL522892	38O
CHEMBL3909674	76C
CHEMBL1231478	BSH
CHEMBL821	GAI
CHEMBL3809422	I3K
CHEMBL300520	GAL
CHEMBL207788	N12
CHEMBL1234332	MI6
CHEMBL65976	ADZ
CHEMBL2031893	03X
CHEMBL3244510	8UA
CHEMBL277500	BNZ
CHEMBL1257519	7O9
CHEMBL1230144	3LP
CHEMBL1088751	I45
CHEMBL1614819	931
CHEMBL2148143	0J8
CHEMBL194859	DBE
CHEMBL26514	061
CHEMBL161556	48I
CHEMBL3991216	JDB
CHEMBL370152	NZA
CHEMBL3086685	F46
CHEMBL2312183	T3E
CHEMBL2425612	1YT
CHEMBL29609	W11
CHEMBL1232637	F59
CHEMBL2089311	0RB
CHEMBL1159524	BDP
CHEMBL3421731	8V1
CHEMBL3769688	TVU
CHEMBL1188538	R69
CHEMBL201083	AC6
CHEMBL86795	LZ1
CHEMBL179583	RU5
CHEMBL569943	R48
CHEMBL1232433	E13
CHEMBL255689	M14
CHEMBL2208034	O19
CHEMBL91193	SPE
CHEMBL1966359	B0S
CHEMBL495709	K51
CHEMBL1232889	G14
CHEMBL2316217	1AQ
CHEMBL196945	H50
CHEMBL99553	UNR
CHEMBL1354522	FTZ
CHEMBL2403315	1NU
CHEMBL1785020	BK4
CHEMBL1230389	5AZ
CHEMBL104264	IQB
CHEMBL460432	PVP
CHEMBL3326416	D02
CHEMBL1162293	51R
CHEMBL3622518	4S3
CHEMBL527066	319
CHEMBL2177161	GR9
CHEMBL1231234	BBL
CHEMBL487818	JF6
CHEMBL21	SAN
CHEMBL452231	9TP
CHEMBL1750	CFB
CHEMBL2316893	1E5
CHEMBL1230628	8HG
CHEMBL441343	PHB
CHEMBL3558978	5H8
CHEMBL58711	TBO
CHEMBL201945	0NN
CHEMBL1613442	JJM
CHEMBL1172464	4UB
CHEMBL1738820	JP2
CHEMBL1213116	S30
CHEMBL1941138	0V5
CHEMBL2409865	1V2
CHEMBL3957427	32J
CHEMBL1164951	GP2
CHEMBL515107	L1D
CHEMBL224318	HX8
CHEMBL375927	PWK
CHEMBL3358156	3PW
CHEMBL1236810	XI2
CHEMBL443732	GGB
CHEMBL596137	UDM
CHEMBL3297963	32B
CHEMBL1233002	GDT
CHEMBL2385482	KLJ
CHEMBL237459	CQG
CHEMBL1162544	69O
CHEMBL417844	MD2
CHEMBL566757	DGB
CHEMBL82970	SLI
CHEMBL3260842	QN7
CHEMBL1453	DTX
CHEMBL3774575	4C1
CHEMBL195540	HSW
CHEMBL1335126	6ZY
CHEMBL239857	C27
CHEMBL495597	3G4
CHEMBL1089210	NKS
CHEMBL2418592	2RS
CHEMBL13130	6QD
CHEMBL233970	C94
CHEMBL2087076	V04
CHEMBL235073	VA1
CHEMBL36245	COQ
CHEMBL1865925	SBK
CHEMBL609887	4D9
CHEMBL1738751	63F
CHEMBL1098060	P49
CHEMBL3402234	49G
CHEMBL314772	DFU
CHEMBL65	EHD
CHEMBL1029	NBV
CHEMBL155103	YZ9
CHEMBL618	174
CHEMBL2206164	I30
CHEMBL2146883	EUI
CHEMBL550175	33T
CHEMBL3990117	W70
CHEMBL2205807	EI3
CHEMBL371668	PGH
CHEMBL1235551	PZQ
CHEMBL3109791	1YX
CHEMBL421143	NCE
CHEMBL404155	SM3
CHEMBL2178342	GM5
CHEMBL256528	SX5
CHEMBL3263052	2VW
CHEMBL503454	DRO
CHEMBL396034	HK6
